Name,Year,Domestic,Foreign,Budget,Runtime,Rating,Genre
Mr. Pip, (2012),"$1,714","$976,141",,1 hr 56 min,PG-13,Drama;War
Mr. Popper's Penguins, (2011),"$68,224,452","$119,137,302","$55,000,000",1 hr 34 min,PG,Comedy;Family;Fantasy
Mr. Right, (2015),"$34,694","$572,901",,1 hr 35 min,R,Action;Comedy;Crime;Romance
Robinson Crusoe, (1997),"$183,886","$183,886",,1 hr 45 min,PG-13,Adventure;Drama
Mr. Saturday Night, (1992),"$13,351,357",,,1 hr 59 min,R,Comedy;Drama
Mr. Six, (2015),"$1,415,450","$137,775,895",,2 hr 14 min,,Action;Crime;Drama;Mystery;Thriller
Mr. Socrates, (2005),"$6,380,429","$6,380,429",,1 hr 49 min,,Action;Crime
Mr. Turner, (2014),"$3,958,500","$18,221,285",,2 hr 30 min,R,Biography;Drama;History
Mr. Untouchable, (2007),"$104,678",,,1 hr 32 min,,Crime;Documentary
Fright Night Part 2, (1988),"$2,983,784",,,1 hr 44 min,,Comedy;Horror;Thriller
Star Trek III: The Search for Spock, (1984),"$76,471,046","$80,943",,1 hr 45 min,,Action;Adventure;Sci-Fi
Star Wars: Episode V - The Empire Strikes Back, (1980),"$292,753,960","$257,262,126","$18,000,000",2 hr 4 min,PG,Action;Adventure;Fantasy;Sci-Fi
Mr. Wonderful, (1993),"$3,125,424",,,1 hr 38 min,PG-13,Comedy;Romance
Detective Mr. Gong, (2006),"$918,673","$918,673",,1 hr 46 min,,Comedy
Mr. Woodcock, (2007),"$25,799,486","$7,883,714",,1 hr 27 min,PG-13,Comedy;Romance;Sport
Mr. Wrong, (1996),"$12,825,141",,,1 hr 36 min,PG-13,Comedy
Saving Mr. Wu, (2015),"$92,696","$31,129,465",,1 hr 46 min,,Action;Crime;Drama;Thriller
Mr. X, (2015),"$44,995","$5,016,392",,2 hr 13 min,,Action;Drama;Sci-Fi;Thriller
Mr. Zhai, (2011),"$1,755","$1,755",,1 hr 40 min,,Comedy;Romance
Brigada: Naslednik, (2012),"$7,917,683","$7,917,683",,2 hr,,Action;Crime
Mrs. Brown, (1997),"$9,229,808",,,1 hr 41 min,PG,Biography;Drama;History;Romance
Mrs. Brown's Boys D'Movie, (2014),"$31,116,264","$31,116,264",,1 hr 34 min,,Comedy
Sorry If I Want to Marry You, (2010),"$11,285,031","$11,285,031",,1 hr 46 min,,Comedy;Drama;Romance
"Where Are You, Adam?", (2019),"$15,717","$15,717",,1 hr 20 min,,Biography;Documentary;Drama;History
Mrs. Doubtfire, (1993),"$219,195,243","$222,090,952","$25,000,000",2 hr 5 min,PG-13,Comedy;Drama
Mrs. Harris Goes to Paris, (2022),"$10,433,915","$20,748,722",,1 hr 55 min,PG,Comedy;Drama
Mrs Palfrey at the Claremont, (2005),"$1,720,953","$2,288,724","$750,000",1 hr 48 min,,Comedy;Drama
Mrs. Parker and the Vicious Circle, (1994),"$2,144,667",,,2 hr 5 min,R,Biography;Drama
Mrs. Parkington, (1944),,,,2 hr 4 min,,Drama;Romance
The Santa Clause, (1994),"$145,539,357","$45,000,000","$22,000,000",1 hr 37 min,PG,Comedy;Drama;Family;Fantasy
Mrs. Soffel, (1984),"$4,385,312",,,1 hr 50 min,,Drama;Romance
Mrs. Winterbourne, (1996),"$10,082,005",,,1 hr 45 min,PG-13,Comedy;Drama;Romance
Aruvam, (2019),"$3,263","$3,263",,2 hr 8 min,,Comedy;Horror
Mt. Tsurugidake, (2009),"$25,134,437","$25,134,437",,2 hr 19 min,,Adventure;Drama
Muay Thai Fighter, (2007),"$532,677","$532,677",,1 hr 56 min,R,Action;Drama;Thriller
Mubarakan, (2017),"$758,868","$12,141,100",,2 hr 36 min,PG-13,Comedy;Romance
Much Ado About Nothing, (1993),"$22,549,338",,"$11,000,000",1 hr 51 min,PG-13,Comedy;Drama;Romance
Wish You Were Here, (1987),"$3,283,832",,,1 hr 28 min,,Comedy;Drama
"Muchachos, la película de la gente", (2023),"$17,002","$17,002",,1 hr 40 min,,Documentary;Sport
"O, Luckyman!", (2009),"$1,363,316","$1,363,316",,1 hr 35 min,,Comedy;Drama
Mud, (2012),"$21,590,086","$11,023,087",,2 hr 10 min,PG-13,Adventure;Drama
Blood and Sand, (1941),,,,2 hr 5 min,,Drama;Romance;Sport
Saints and Soldiers, (2003),"$1,310,470",,"$780,000",1 hr 30 min,PG-13,Action;Drama;War
O Kadhal Kanmani, (2015),"$81,340","$81,340",,2 hr 19 min,,Drama;Musical;Romance
Arjun Suravaram, (2019),"$20,317","$20,317",,1 hr 48 min,,
Death on the Nile, (2022),"$45,630,104","$91,677,131",,2 hr 7 min,PG-13,Crime;Drama;Mystery
Buffy the Vampire Slayer, (1992),"$16,624,456",,,1 hr 26 min,PG-13,Action;Comedy;Fantasy;Horror
My Friend Bernard, (2007),"$618,400","$618,400",,1 hr 16 min,PG,Adventure;Animation;Comedy
Mugabe and the White African, (2009),"$7,924",,,1 hr 34 min,,Documentary
Mugamoodi, (2012),"$101,000","$30,965",,2 hr 30 min,,Action;Adventure
Migawari Mission, (2024),"$2,113,320","$2,113,320",,1 hr 59 min,,Comedy
The Mugger, (2007),"$5,593","$5,593",,1 hr 7 min,,Drama
Mughal-E-Azam, (1960),"$161,434",,,3 hr 17 min,,Drama;Romance;War
In Custody, (1994),"$92,612",,,2 hr 6 min,PG,Comedy;Drama
A Road to Mecca: The Journey of Muhammad Asad, (2008),"$88,991","$88,991",,1 hr 32 min,,Documentary
Muhammad: The Last Prophet, (2002),"$641,473","$641,473",,1 hr 35 min,,Animation;Biography;Drama;History;War
Pretty Woman, (1990),"$178,406,268","$285,000,000","$14,000,000",1 hr 59 min,R,Comedy;Romance
Working Girls, (1986),"$1,777,378",,,1 hr 33 min,,Drama
Husbands and Wives, (1992),"$10,555,619",,,1 hr 48 min,R,Comedy;Drama;Romance
Mujhse Dosti Karoge!, (2002),"$932,648","$932,648",,2 hr 29 min,,Comedy;Drama;Family;Musical;Romance
Mujhse Shaadi Karogi, (2004),"$915,728","$6,947,183",,2 hr 43 min,,Comedy;Romance
Mujib: The Making of Nation, (2023),"$36,937","$36,937",,2 hr 56 min,,Biography;Drama;History;War
Mukha, (2008),"$134,987","$134,987",,1 hr 47 min,,Drama
Chathur Mukham, (2021),"$166,393","$166,393",,2 hr 18 min,,Horror;Thriller
Mukhbiir, (2008),"$39,080","$39,080",,2 hr 12 min,,Crime;Drama;Mystery;Thriller
Mukhsin, (2006),"$4,854","$4,854",,1 hr 35 min,,Comedy;Drama;Family
The Brawler, (2017),"$75,929","$65,052",,2 hr 34 min,,Drama;Sport
Hotel Salvation, (2016),"$81,540","$81,540",,1 hr 42 min,,Comedy;Drama
Mulan, (2020),"$69,965,374","$69,965,374",,1 hr 55 min,PG-13,Action;Adventure;Drama;Fantasy
Sonic the Hedgehog, (2020),"$148,974,665","$170,741,018","$85,000,000",1 hr 39 min,PG,Action;Adventure;Comedy;Family;Fantasy;Sci-Fi
Mulberry St, (2006),"$97,182",,,1 hr 24 min,R,Horror;Sci-Fi;Thriller
Jules and Jim, (1962),$509,"$472,758",,1 hr 45 min,,Drama;Romance
Mulholland Falls, (1996),"$11,526,099",,,1 hr 47 min,R,Crime;Drama;Mystery;Thriller
The Mule, (2018),"$103,804,407","$71,000,000","$50,000,000",1 hr 56 min,R,Crime;Drama;Thriller
Garbage in the Garden of Eden, (2012),"$6,324","$6,324",,1 hr 25 min,,Documentary
Mully, (2015),"$1,489,771",,,1 hr 21 min,,Adventure;Biography;Documentary;Drama;Family
Mullet, (2001),"$466,648","$466,648",,1 hr 29 min,,Comedy;Drama
The Phantom of the Opera, (2004),"$51,293,931","$103,380,310","$70,000,000",2 hr 23 min,PG-13,Drama;Musical;Romance;Thriller
Multiple Maniacs, (1970),"$33,036","$5,367",,1 hr 31 min,,Comedy;Crime;Horror
Multiple Sarcasms, (2010),"$29,731",,,1 hr 37 min,R,Comedy;Drama;Romance
Multiplicity, (1996),"$21,075,014",,,1 hr 57 min,PG-13,Comedy;Romance;Sci-Fi
Hotel Mumbai, (2018),"$9,651,611","$11,664,216",,2 hr 3 min,R,Action;Drama;History;Thriller
Mumbai Diaries, (2010),"$576,639","$2,506,319",,1 hr 40 min,,Drama
Mumbai Matinee, (2003),"$278,399","$278,399",,2 hr 5 min,,Comedy;Romance
Mumbai Meri Jaan, (2008),"$16,407","$1,186,636",,2 hr 14 min,,Drama
Mumbai Salsa, (2007),"$364,476","$364,476",,,,Comedy;Drama
Mumbai Se Aaya Mera Dost, (2003),"$576,941","$576,941",,2 hr 26 min,,Action;Comedy;Drama;Romance
Dumbo, (2019),"$114,766,307","$238,518,314","$170,000,000",1 hr 52 min,PG,Adventure;Family;Fantasy
Mumford, (1999),"$4,555,459",,,1 hr 52 min,R,Comedy;Drama
Mummies, (2023),"$4,275,970","$50,200,000",,1 hr 28 min,PG,Adventure;Animation;Comedy;Crime;Drama;Family;Fantasy;Musical;Romance
The Mummy, (1999),"$157,095,368","$260,547,918","$80,000,000",2 hr 4 min,PG-13,Action;Adventure;Fantasy
Anni Manchi Sakunamule, (2023),"$23,238","$23,238",,2 hr 34 min,,Drama;Family;Romance
Harold & Kumar Go to White Castle, (2004),"$18,250,550","$5,686,358","$9,000,000",1 hr 28 min,R,Adventure;Comedy
Munde U.K. De, (2009),"$309,548","$309,548",,2 hr 29 min,,Comedy;Drama;Romance
Mune: Guardian of the Moon, (2014),"$8,754,185","$8,754,185",,1 hr 25 min,PG,Adventure;Animation;Comedy;Family;Fantasy
Ghost Walk, (2018),"$9,405","$9,405",,1 hr 30 min,,Drama;Fantasy
Unsane, (2018),"$7,732,899","$6,560,702",,1 hr 38 min,R,Drama;Horror;Mystery;Thriller
Munna Michael, (2017),"$99,629","$89,476",,2 hr 20 min,,Action;Drama;Music;Romance
Munna Bhai M.B.B.S., (2003),"$48,772","$3,088,944",,2 hr 36 min,,Comedy;Drama
The World's Fastest Indian, (2005),"$5,128,124","$13,171,341","$25,000,000",2 hr 7 min,PG-13,Biography;Drama;Sport
Munyurangabo, (2007),"$3,148","$3,148",,1 hr 37 min,,Drama
Muppet Treasure Island, (1996),"$34,327,391",,,1 hr 39 min,,Action;Adventure;Comedy;Family;Musical;Romance
Muppets from Space, (1999),"$16,625,807","$5,697,805","$24,000,000",1 hr 27 min,,Adventure;Comedy;Family;Fantasy;Sci-Fi
Muppets Most Wanted, (2014),"$51,183,113","$29,200,000","$50,000,000",1 hr 47 min,PG,Adventure;Comedy;Crime;Family;Musical;Mystery
Muppozhudhum Un Karpanaigal, (2012),"$22,614","$22,614",,2 hr 20 min,,Action;Romance;Thriller
Murari, (2001),"$28,925","$28,925",,3 hr,,Drama;Romance;Thriller
Murattu Kaalai, (1980),"$6,475","$6,475",,2 hr 24 min,,Action;Drama
Murder by Death, (1976),"$38,200","$38,200",,1 hr 35 min,,Comedy;Crime;Mystery;Thriller
Memories of Murder, (2003),"$15,357","$1,189,484",,2 hr 11 min,,Crime;Drama;Mystery;Thriller
Murder 2, (2011),"$59,000","$9,019,349",,2 hr 7 min,,Action;Crime;Drama;Horror;Thriller
KiraKira Pretty Cure A La Mode: Paritto! Omoide no Mille-feuille!, (2017),"$5,832,342","$5,832,342",,1 hr 5 min,,Action;Adventure;Animation;Comedy;Family;Fantasy
Entre amis, (2015),"$4,469,267","$4,469,267",,1 hr 30 min,,Comedy;Drama
Murder at 1600, (1997),"$25,804,707",,,1 hr 47 min,R,Action;Crime;Drama;Mystery;Thriller
The Anger, (2021),"$6,768","$6,768",,2 hr 5 min,,Drama
In a World..., (2013),"$2,963,902","$151,051",,1 hr 33 min,R,Comedy
Who Framed Roger Rabbit, (1988),"$156,452,370","$173,351,588","$70,000,000",1 hr 44 min,,Adventure;Animation;Comedy;Crime;Family;Fantasy;Mystery
A Rage in Harlem, (1991),"$10,438,504",,,1 hr 55 min,R,Comedy;Crime
The Top Secret: Murder in Mind, (2016),"$3,833,651","$3,833,651",,2 hr 28 min,,Mystery;Sci-Fi;Thriller
Lost in Space, (1998),"$69,117,629","$67,041,794","$80,000,000",2 hr 10 min,PG-13,Action;Adventure;Sci-Fi;Thriller
Head in the Clouds, (2004),"$398,278","$3,266,580",,2 hr 12 min,R,Drama;Romance;War
Murder in the First, (1995),"$17,381,942",,,2 hr 2 min,R,Drama;Thriller
Last Summer in the Hamptons, (1995),"$801,984",,,1 hr 48 min,R,Comedy;Drama
"Murder Me, Monster", (2018),"$11,759","$11,759",,1 hr 49 min,,Drama;Horror;Thriller
Wallace & Gromit: Vengeance Most Fowl, (2024),"$191,452","$191,452",,1 hr 19 min,PG,Adventure;Animation;Comedy;Family;Sci-Fi
Murder on a Sunday Morning, (2001),"$5,844","$5,844",,1 hr 51 min,,Crime;Documentary
Fiddler on the Roof, (1971),"$10,404,330","$1,127",,3 hr 1 min,,Drama;Family;Musical;Romance
Border Line, (2023),,,,8 min,,Drama;Short
It's Always Fair Weather, (1955),"$1,309","$1,309",,1 hr 41 min,,Comedy;Drama;Musical;Romance
Murder Party, (2022),"$730,128","$730,128",,1 hr 43 min,,Comedy;Crime;Mystery
The Snow White Murder Case, (2014),"$8,721,394","$8,721,394",,2 hr 6 min,,Crime;Drama;Mystery
Swimming Out Till the Sea Turns Blue, (2020),"$1,981","$1,981",,1 hr 52 min,,Documentary;History
Getting Away with Murder, (1996),"$197,322",,,1 hr 31 min,R,Comedy
Music, (2021),"$645,949","$645,949",,1 hr 47 min,PG-13,Drama;Musical;Thriller
"Murder, My Sweet", (1944),,,,1 hr 35 min,,Crime;Drama;Film-Noir;Mystery;Thriller
She Said, (2022),"$5,825,995","$8,118,217",,2 hr 9 min,R,Drama;History
"Murder, Take One", (2005),"$14,915,208","$14,915,208",,1 hr 55 min,,Comedy;Drama;Mystery
Murderball, (2005),"$1,531,154","$220,741",,1 hr 28 min,R,Documentary;Sport
Murderer, (2009),"$1,666,655","$1,666,655",,2 hr,,Crime;Drama;Mystery
M, (1931),"$35,566",,,1 hr 57 min,,Crime;Mystery;Thriller
Murderous Maids, (2000),"$225,390",,,1 hr 34 min,,Biography;Crime;Drama
Let Sleeping Corpses Lie, (1974),"$40,468","$40,468",,1 hr 35 min,,Horror
Trading Places in the Zoo, (2014),"$785,020","$785,020",,1 hr 25 min,,Adventure;Animation;Comedy;Family;Fantasy;Romance
Muriel's Wedding, (1994),"$15,119,639","$365,959","$9,000,000",1 hr 46 min,R,Comedy;Drama
Uriyadi 2, (2019),"$17,027","$17,027",,1 hr 59 min,,Thriller
Das Geheimnis von Murk, (2008),"$104,394","$104,394",,1 hr 29 min,,Comedy
Murmur of the Heart, (1971),"$1,160,784",,,1 hr 58 min,,Comedy;Drama
Muro: Nalet Olsun Içimdeki Insan Sevgisine, (2008),"$14,148,610","$14,148,610",,1 hr 30 min,,Comedy
Surf Ninjas, (1993),"$4,916,135",,,1 hr 27 min,PG,Action;Adventure;Comedy;Family;Sport
Spider Murphy Gang - Glory Days of Rock 'n' Roll, (2019),"$57,506","$57,506",,1 hr 27 min,,Biography;Documentary
Murphy's Law, (1986),"$9,947,631",,,1 hr 40 min,,Action;Crime;Drama;Mystery;Thriller
Murphy's Romance, (1985),"$30,867,525",,,1 hr 47 min,,Comedy;Drama;Romance
Rajini Murugan, (2015),"$94,022","$94,022",,2 hr 29 min,,Comedy;Drama
Musafir, (2004),"$4,000,921","$4,000,921",,2 hr 31 min,,Action;Crime;Drama;Thriller
Muscle Beach Party, (1964),,,,1 hr 35 min,,Comedy;Musical
American Hustle, (2013),"$150,117,807","$101,054,000","$40,000,000",2 hr 18 min,R,Crime;Drama
Museo, (2018),"$148,505","$613,779",,2 hr 8 min,,Crime;Drama
Museum Hours, (2012),"$561,457","$77,664",,1 hr 47 min,,Drama
Bread and Milk, (2001),"$3,349","$3,349",,1 hr 8 min,,Comedy;Drama
Mushkil, (2019),"$36,919","$36,919",,2 hr 10 min,,Horror
Music Box, (1989),"$6,263,883",,,2 hr 4 min,,Crime;Drama;Thriller
Bhopal: A Prayer for Rain, (2014),"$12,628",,,1 hr 36 min,,Drama
Music from Another Room, (1998),"$118,475",,,1 hr 44 min,PG-13,Comedy;Drama;Romance
Invaders from Mars, (1986),"$4,884,663",,,1 hr 40 min,,Horror;Sci-Fi
High Lonesome: The Story of Bluegrass Music, (1992),"$53,319",,,1 hr 35 min,,Documentary;Music
In Darkness, (2018),,,,1 hr 40 min,,Mystery;Thriller
Up in the Air, (2009),"$83,823,381","$83,019,358","$25,000,000",1 hr 49 min,R,Comedy;Drama;Romance
Yeh Hai Jalwa, (2002),"$128,295","$128,295",,2 hr 45 min,,Comedy;Drama;Romance
Music of the Heart, (1999),"$14,859,394","$77,013","$27,000,000",2 hr 4 min,PG,Drama;Music
Music Within, (2007),"$154,087","$33,494",,1 hr 34 min,R,Biography;Comedy;Drama;Music;Romance;War
Light in the Piazza, (1962),,,,1 hr 42 min,,Drama;Romance
Musical Chairs, (2011),"$31,478",,,1 hr 42 min,PG-13,Drama;Romance
Withnail and I, (1987),"$1,544,889","$405,734",,1 hr 47 min,,Comedy;Drama
Mussorgsky: Boris Godunov, (2010),"$25,773","$25,773",,,,Musical
The Gods Must Be Crazy, (1980),"$30,031,783",,,1 hr 49 min,,Adventure;Comedy
Mustafa, (2024),"$1,335,336","$1,335,336",,1 hr 15 min,,Animation;History
Spirit: Stallion of the Cimarron, (2002),"$73,280,117","$49,283,422","$80,000,000",1 hr 23 min,G,Adventure;Animation;Drama;Family;Western
Mutant Aliens, (2001),"$29,687","$29,687",,1 hr 21 min,R,Animation;Comedy;Sci-Fi
Mutants, (2009),"$74,420","$74,420",,1 hr 35 min,R,Drama;Horror;Sci-Fi
Mute Witness, (1995),"$1,125,910",,,1 hr 35 min,R,Crime;Horror;Thriller
Oru Muthassi Gadha, (2016),"$2,560","$2,560",,2 hr 24 min,,Comedy;Drama;Family
Poikkal Kuthirai, (2022),"$5,798","$5,798",,1 hr 31 min,,Action;Drama
Don Muthu Swami, (2008),"$75,547","$75,547",,1 hr 52 min,,Comedy;Drama
Space Mutiny, (1988),"$397,887",,,1 hr 31 min,,Action;Adventure;Romance;Sci-Fi
In the House, (2012),"$389,757","$15,801,014",,1 hr 45 min,R,Drama;Mystery;Thriller
Mutiny on the Bounty, (1962),,,"$19,000,000",2 hr 58 min,,Adventure;Drama;History;Romance
Close to You, (2023),"$68,389","$4,603",,1 hr 40 min,R,Drama
Mutual Appreciation, (2005),"$103,509","$17,783",,1 hr 49 min,R,Comedy
Muxmäuschenstill, (2004),"$1,758,441","$1,758,441",,1 hr 29 min,,Comedy;Drama
Muzzikanti, (2017),"$112,337","$112,337",,1 hr 49 min,,Comedy;Music;Romance
Midnight Cowboy, (1969),"$44,785,053","$16,124",,1 hr 53 min,,Drama
MVP: Most Valuable Primate, (2000),"$1,248,746",,,1 hr 33 min,PG,Comedy;Family;Sport
MW, (2009),"$6,575,747","$6,575,747",,2 hr 9 min,,Drama;Thriller
Oz the Great and Powerful, (2013),"$234,911,825","$258,400,000","$215,000,000",2 hr 10 min,PG,Adventure;Family;Fantasy
20th Century Women, (2016),"$5,664,764","$1,550,042",,1 hr 59 min,R,Comedy;Drama
A Letter to Three Wives, (1949),"$14,768","$14,768",,1 hr 43 min,,Comedy;Drama;Romance
My Afternoons with Margueritte, (2010),"$666,557","$16,440,586",,1 hr 22 min,,Comedy;Drama
My All-American, (2015),"$2,246,000",,,1 hr 58 min,PG,Biography;Drama;Sport
My Cousin Vinny, (1992),"$52,929,168","$11,159,384",,2 hr,R,Comedy;Crime
My Favorite Wife, (1940),,,,1 hr 28 min,,Comedy;Romance
My Amnesia Girl, (2010),"$3,288,330","$3,288,330",,1 hr 50 min,,Comedy;Drama;Romance
My Hero Academia, (2016),"$28,557","$28,557",,24 min,,Action;Adventure;Animation;Fantasy;Sci-Fi
My Annoying Brother, (2016),"$51,996","$19,110,328",,1 hr 50 min,,Comedy;Drama;Sport
My Architect, (2003),"$2,762,863","$169,374",,1 hr 56 min,,Biography;Documentary
There Goes My Baby, (1994),"$123,509",,,1 hr 39 min,R,Comedy;Drama
Win My Baby Back, (2019),"$5,564,332","$5,564,332",,1 hr 42 min,,Comedy;Family;Romance
"My Beautiful Girl, Mari", (2002),"$58,798","$58,798",,1 hr 26 min,,Animation;Drama;Fantasy
My Beautiful Laundrette, (1985),"$2,451,545","$9,432",,1 hr 37 min,,Comedy;Drama;Romance
My Beloved Bodyguard, (2016),"$52,165,873","$52,165,873",,1 hr 39 min,,Action;Crime;Drama
My Best Enemy, (2011),"$524,855","$524,855",,1 hr 49 min,,Comedy;Drama;War
My Best Friend Is a Vampire, (1987),"$174,380",,,1 hr 29 min,,Comedy;Horror;Romance
My Best Friend's Wedding, (1997),"$127,120,029","$172,168,576","$38,000,000",1 hr 45 min,PG-13,Comedy;Drama;Romance
My Bestfriend's Girlfriend, (2008),"$2,426,782","$2,426,782",,1 hr 55 min,,Comedy;Drama;Romance
My Best Friend's Wedding, (2016),"$78,578","$5,629,192",,1 hr 31 min,PG,Drama;Romance
My Best Friend's Girl, (2008),"$19,219,250","$22,405,437","$20,000,000",1 hr 41 min,R,Comedy;Romance
My Best Summer, (2019),"$60,011,073","$60,011,073",,1 hr 49 min,,Drama;Romance
The Wild, (2006),"$37,384,046","$64,954,469","$80,000,000",1 hr 35 min,G,Adventure;Animation;Comedy;Family
My Big Fat Greek Wedding 2, (2016),"$59,689,605","$30,943,036",,1 hr 34 min,PG-13,Comedy;Romance
My Big Fat Greek Wedding 3, (2023),"$28,496,030","$10,335,046",,1 hr 32 min,PG-13,Comedy;Drama;Romance
My Big Fat Independent Movie, (2005),"$4,655","$12,150,594",,1 hr 20 min,R,Comedy
My Father, (2017),"$515,309","$515,309",,2 hr 10 min,,Drama
My Big Love, (2008),"$1,632,483","$1,632,483",,1 hr 50 min,,Comedy;Drama;Romance
My Mummy is in America and She Met Buffalo Bill, (2013),"$1,922","$1,922",,1 hr 15 min,,Animation
My Bloody Valentine, (2009),"$51,545,952","$49,188,766","$15,000,000",1 hr 41 min,R,Horror;Mystery;Thriller
My Blue Heaven, (1990),"$23,591,472",,,1 hr 37 min,,Comedy;Crime
My Body, (2002),"$184,336","$184,336",,26 min,,Documentary;Short
Man on Fire, (2004),"$77,911,774","$52,923,078","$70,000,000",2 hr 26 min,R,Crime;Drama;Thriller
My Faraway Bride, (2006),"$29,655","$29,655","$2,000,000",1 hr 35 min,,Comedy;Drama;Romance
"My Boss, My Hero", (2001),"$99,128","$99,128",,1 hr 38 min,,Action;Comedy;Crime
My Boss's Daughter, (2003),"$15,550,605","$2,640,400","$14,000,000",1 hr 26 min,PG-13,Comedy;Romance
That's My Boy, (2012),"$36,931,089","$20,788,004","$70,000,000",1 hr 56 min,R,Comedy;Drama
My Boyfriend Is Type-B, (2005),"$7,576,904","$7,576,904",,1 hr 36 min,,Comedy;Romance
My Boyfriend's Back, (1993),"$3,335,984",,,1 hr 25 min,PG-13,Comedy;Fantasy;Horror;Romance
My Boyfriend's Meds, (2020),"$2,971,116","$3,321,664",,1 hr 40 min,R,Comedy
My Brilliant Career, (1979),,,,1 hr 40 min,,Biography;Drama;Romance
Brothers, (2009),"$28,544,157","$14,930,421","$26,000,000",1 hr 45 min,R,Drama;Thriller;War
"My Boss, My Teacher", (2006),,,,2 hr 4 min,,Action;Comedy
My Brother Is a Dog, (2004),"$54,033","$54,033",,1 hr 36 min,,Family
My Brother is an Only Child, (2007),"$255,620","$12,638,442",,1 hr 48 min,R,Comedy;Crime;Drama;History
My Brother the Devil, (2012),"$44,906","$87,150",,1 hr 51 min,,Crime;Drama;Romance
Brother's Keeper, (1992),"$1,305,915",,,1 hr 44 min,R,Crime;Documentary;Mystery
My Brother's Wedding, (1983),"$8,217","$17,960",,1 hr 55 min,,Drama
My Chauffeur, (1986),"$4,781,448",,,1 hr 37 min,,Comedy
Father of My Children, (2009),"$144,022","$336,812",,1 hr 50 min,,Drama
Drop Dead Fred, (1991),"$13,878,334",$77,,1 hr 43 min,,Comedy;Drama;Fantasy
"My Country, My Country", (2006),"$33,620",,,1 hr 30 min,,Documentary
"My Country, My Parents", (2021),"$177,133","$221,653,953",,2 hr 37 min,,Drama
My Cousin Rachel, (2017),"$2,716,368","$6,483,800",,1 hr 46 min,PG-13,Drama;Mystery;Romance;Thriller
My Darling Clementine, (1946),"$15,293","$15,293",,1 hr 37 min,,Drama;Romance;Western
My Darling Is a Foreigner, (2010),"$7,020,126","$7,020,126",,1 hr 40 min,,Comedy
My Date with Drew, (2004),"$181,041","$81,729","$1,100",1 hr 30 min,PG,Documentary
My Joy, (2010),"$6,298","$50,559",,2 hr 7 min,,Drama
My Dear Enemy, (2008),"$2,109,678","$2,109,678",,2 hr 3 min,,Adventure;Comedy;Drama;Romance
My Dear Liar, (2019),"$90,545","$31,087,423",,1 hr 56 min,,Drama
My Dearest Fu Bao, (2024),"$4,413","$2,254,170",,1 hr 34 min,,Documentary
In Your Hands, (2018),"$3,773,436","$3,773,436",,1 hr 45 min,,Drama;Romance
My Dinner with Andre, (1981),"$5,073",,,1 hr 50 min,,Comedy;Drama
My Dog Skip, (2000),"$34,134,641","$1,413,120","$6,000,000",1 hr 35 min,PG,Comedy;Drama;Family
My Dog Tulip, (2009),"$246,574",,,1 hr 23 min,,Animation;Drama
"My Donkey, My Lover & I", (2020),"$152,184","$7,821,615",,1 hr 36 min,,Adventure;Comedy;Romance
My Dream Is Yours, (1949),,,,1 hr 41 min,,Comedy;Music;Musical;Romance
My Enemy's Enemy, (2007),"$198,012","$198,012",,1 hr 27 min,PG-13,Biography;Documentary;History;War
My Super Ex-Girlfriend, (2006),"$22,530,295","$38,578,686",,1 hr 36 min,PG-13,Comedy;Romance;Sci-Fi
My Ex 2: Haunted Lover, (2010),"$958,715","$958,715",,1 hr 26 min,,Horror
A Boyfriend for My Wife, (2008),"$6,395,811","$6,395,811",,1 hr 40 min,,Comedy;Romance
My Fair Lady, (1964),"$72,560,711","$117,192","$17,000,000",2 hr 50 min,G,Drama;Family;Musical;Romance
My Favourite Cake, (2024),"$927,316","$927,316",,1 hr 37 min,,Comedy;Drama;Romance
My Family/Mi familia, (1995),"$11,079,373",,,2 hr 8 min,R,Drama
Family United, (2013),"$4,237,812","$4,237,812",,1 hr 35 min,,Comedy;Drama
My Father and I, (2003),$20,$20,,1 hr 40 min,,Drama
My Father and My Son, (2005),"$18,612,999","$18,612,999",,1 hr 52 min,,Drama;Family
My Father the Hero, (1994),"$25,479,558",,,1 hr 30 min,PG,Comedy;Romance
My Father My Lord, (2007),"$203,708","$395,843",,1 hr 12 min,,Drama
My Father's Glory, (1990),"$1,730,856",,,1 hr 45 min,,Adventure;Biography;Drama
My Favorite Martian, (1999),"$36,850,101",,"$65,000,000",1 hr 34 min,PG,Comedy;Family;Sci-Fi
My Favorite Season, (1993),"$873,857",,,2 hr 7 min,,Drama;Romance
My Spy, (2020),"$10,200,000","$10,200,000",,1 hr 39 min,PG-13,Action;Comedy
My Favorite Year, (1982),"$20,123,620",,,1 hr 32 min,,Comedy;Drama
My Fellow Americans, (1996),"$22,313,201",,,1 hr 41 min,PG-13,Adventure;Comedy
Fighting with My Family, (2019),"$22,958,886","$18,544,506","$11,000,000",1 hr 48 min,PG-13,Biography;Comedy;Drama;Sport
First Love, (2022),,,,1 hr 36 min,,Romance
My First Mister, (2001),"$568,762","$26,243","$5,250,000",1 hr 49 min,R,Comedy;Drama;Romance
My First Wedding, (2006),"$14,982","$764,866",,1 hr 34 min,PG-13,Comedy;Romance
Karimi Gördünüz Mü?, (2018),"$47,529","$47,529",,1 hr 32 min,,Comedy
My Flesh and Blood, (2003),"$40,573",,,1 hr 23 min,,Documentary
