Name,Year,Domestic,Foreign,Budget,Runtime,Rating,Genre
The Look of Silence, (2014),"$109,089","$48,768",,1 hr 43 min,PG-13,Biography;Documentary;History
Looking Glass, (2018),"$76,788","$76,788",,1 hr 43 min,R,Mystery;Thriller
Another Stakeout, (1993),"$20,208,496",,,1 hr 48 min,PG-13,Comedy;Crime
Looney Tunes: Back in Action, (2003),"$20,991,364","$47,523,480","$80,000,000",1 hr 33 min,PG,Adventure;Animation;Comedy;Family
The Lorax, (2012),"$214,494,550","$134,809,816","$70,000,000",1 hr 26 min,PG,Adventure;Animation;Comedy;Drama;Family;Fantasy;Musical
The Lord of the Rings: The Fellowship of the Ring, (2001),"$319,372,078","$568,153,993","$93,000,000",2 hr 58 min,PG-13,Adventure;Drama;Fantasy
The Lord of the Rings: The Two Towers, (2002),"$345,518,923","$592,102,354","$94,000,000",2 hr 59 min,PG-13,Adventure;Drama;Fantasy
The Protector, (2005),"$12,044,087","$15,121,494",,1 hr 51 min,R,Action;Crime;Drama;Thriller
Ghost Blowing Lantern in the South China Sea, (2022),$688,$688,,1 hr 45 min,,Action;Fantasy;Thriller
The Lords of Discipline, (1983),"$11,787,127",,,1 hr 42 min,,Thriller
Lords of Dogtown, (2005),"$11,273,517","$2,138,440","$25,000,000",1 hr 47 min,PG-13,Biography;Drama;Sport
The Lords of Flatbush, (1974),,,,1 hr 26 min,,Comedy;Drama;Romance
The Lords of Salem, (2012),"$1,165,882","$379,107","$1,500,000",1 hr 41 min,R,Horror;Thriller
The People vs. Larry Flynt, (1996),"$20,300,385",,,2 hr 10 min,R,Biography;Drama
"The Boss, Anatomy of a Crime", (2014),$102,$102,,1 hr 30 min,,Crime;Drama
The Loss of Sexual Innocence, (1998),"$164,022",,,1 hr 46 min,R,Drama
The Lost City, (2022),"$105,344,029","$87,563,655",,1 hr 52 min,PG-13,Action;Adventure;Comedy;Romance
Battalion, (2015),"$8,292,235","$8,292,235",,2 hr,,Action;Drama;History;War
The Lost Bladesman, (2011),"$5,398,324","$5,398,324",,1 hr 49 min,,Action;Biography;Drama;History
The Lost City of Z, (2016),"$8,580,410","$10,683,528",,2 hr 21 min,PG-13,Adventure;Biography;Drama;History
The Continent, (2014),"$100,125,957","$100,125,957",,1 hr 45 min,,Comedy;Drama
Atlantis: The Lost Empire, (2001),"$84,056,472","$101,997,253","$120,000,000",1 hr 35 min,PG,Action;Adventure;Animation;Family;Fantasy;Sci-Fi
Back to the Future, (1985),"$214,077,472","$170,500,000","$19,000,000",1 hr 56 min,,Adventure;Comedy;Sci-Fi
The Hours, (2002),"$41,675,994","$67,170,078","$25,000,000",1 hr 50 min,PG-13,Drama;Romance
Skinamarink, (2022),"$2,052,272","$63,982",,1 hr 40 min,,Horror;Mystery
The Lost Medallion: The Adventures of Billy Stone, (2013),"$549,632","$156,222",,1 hr 37 min,PG,Adventure;Family;Fantasy
The Missile, (2024),"$231,576","$231,576",,1 hr 50 min,,Comedy;Drama
We Were Soldiers, (2002),"$78,122,718","$37,252,197","$75,000,000",2 hr 18 min,R,Action;Drama;History;War
The Lost Prince, (2020),"$7,837,980","$7,837,980",,1 hr 41 min,,Adventure;Comedy;Family;Fantasy
The Lost Skeleton of Cadavra, (2001),"$143,121",,"$40,000",1 hr 30 min,PG,Comedy;Horror;Sci-Fi
Aserb: The Squadron, (2024),"$509,138","$509,138",,2 hr,,Action;Drama;War
Amityville: The Awakening, (2017),$742,"$8,481,255",,1 hr 27 min,PG-13,Horror;Thriller
The Indian Tomb, (1959),"$4,673",,,1 hr 42 min,,Adventure;Drama;Romance
DuckTales the Movie: Treasure of the Lost Lamp, (1990),"$18,115,724",,,1 hr 14 min,,Adventure;Animation;Comedy;Family;Fantasy
Lost Valentine, (2014),"$439,987","$439,987",,1 hr 50 min,,Comedy
The Lost Weekend, (1945),$681,,,1 hr 41 min,,Drama;Film-Noir
The Lost World: Jurassic Park, (1997),"$229,086,679","$389,552,320","$73,000,000",2 hr 9 min,PG-13,Action;Adventure;Sci-Fi
Jäger des Augenblicks - Ein Abenteuer am Mount Roraima, (2013),"$461,698","$461,698",,1 hr 38 min,,Documentary
The Lottery, (2010),"$54,543",,,1 hr 21 min,,Documentary;Drama;News
The Soul Eater, (2024),"$844,211","$844,211",,1 hr 48 min,,Crime;Horror;Mystery;Thriller
Gumnaam: The Mystery, (2008),"$9,314","$9,314",,1 hr 47 min,,Action;Crime
The Love Bug, (1969),"$51,264,000",$22,,1 hr 48 min,,Comedy;Family;Sport
Love the Coopers, (2015),"$26,302,731","$16,124,181","$17,000,000",1 hr 47 min,PG-13,Comedy;Fantasy;Romance
The Aristocats, (1970),"$35,452,658","$6,885",,1 hr 18 min,,Adventure;Animation;Comedy;Family;Musical
The Contract, (2006),"$5,549,200","$5,549,200",,1 hr 36 min,R,Action;Crime;Drama;Thriller
La Flor, (2018),"$4,032","$1,521",,13 hr 28 min,,Drama;Fantasy;Musical;Mystery;Romance;Thriller
The Loud House Movie, (2021),,,,1 hr 23 min,,Adventure;Animation;Comedy;Family;Fantasy;Musical
The Love Letter, (1999),"$8,302,478","$836,667","$20,000,000",1 hr 28 min,PG-13,Comedy;Drama;Romance
Prey for the Devil, (2022),"$19,802,293","$24,856,636",,1 hr 33 min,PG-13,Horror;Mystery;Thriller
Orgazmo, (1997),"$602,302",,,1 hr 34 min,NC-17,Comedy
The Match, (2020),"$4,261","$4,261",,1 hr 59 min,,Drama;History;Sport;War
The Nest, (2020),"$137,886","$1,984,796",,1 hr 47 min,R,Drama;Romance;Thriller
A Man in Love, (1987),"$949,451",,,2 hr 5 min,,Drama;Romance
The Edge of Love, (2008),"$4,297,711","$4,297,711",,1 hr 50 min,R,Biography;Drama;Romance;War
Captain America: The Winter Soldier, (2014),"$259,766,572","$454,654,931","$170,000,000",2 hr 16 min,PG-13,Action;Adventure;Sci-Fi;Thriller
Love of Siam, (2007),"$1,405,711","$1,405,711",,2 hr 58 min,,Drama;Mystery;Romance
The Parade, (2011),"$2,492,128","$2,492,128",,1 hr 55 min,,Comedy;Drama;History;Romance
The Love Punch, (2013),"$266,588","$8,099,905",,1 hr 34 min,PG-13,Comedy;Romance
The Race, (2002),"$7,472,476","$7,472,476",,1 hr 34 min,,Action;Adventure;Comedy;Romance;Sport
The Specialist, (1994),"$57,362,582","$113,000,000","$45,000,000",1 hr 50 min,R,Action;Drama;Thriller
The Test, (2021),"$2,284,378","$2,284,378",,1 hr 25 min,,Comedy;Family
McCabe & Mrs. Miller, (1971),"$31,558","$31,558",,2 hr,,Drama;Western
The Tomorrow War, (2021),"$14,400,000","$14,400,000",,2 hr 18 min,PG-13,Action;Adventure;Drama;Sci-Fi;Thriller
2010: The Year We Make Contact, (1984),"$40,400,657",,,1 hr 56 min,,Adventure;Mystery;Sci-Fi;Thriller
The Buckingham Murders, (2023),"$565,433","$565,433",,1 hr 47 min,,Crime;Drama;Mystery;Thriller
The Lovebirds, (2020),,,,1 hr 26 min,R,Action;Comedy;Crime;Mystery;Romance;Thriller
The Loved Ones, (2009),"$358,399","$358,399",,1 hr 24 min,R,Crime;Horror
For the Hopeless Romantic, (2015),"$1,141,502","$1,141,502",,1 hr 45 min,,Comedy;Drama;Romance
The Lover, (1992),"$4,899,194","$113,896",,1 hr 55 min,R,Biography;Drama;Romance
The Gift, (2015),"$43,787,265","$15,193,256","$5,000,000",1 hr 48 min,R,Drama;Mystery;Thriller
The Lovers, (2015),"$66,428","$66,428",,1 hr 49 min,R,Action;Adventure;Romance;Sci-Fi
The Lovers & the Despot, (2016),"$55,511","$40,010",,1 hr 38 min,,Biography;Documentary;Thriller
Lovers of the Arctic Circle, (1998),"$317,422","$40,127",,1 hr 52 min,R,Drama;Mystery;Romance
The Lovers on the Bridge, (1991),"$29,679",,,2 hr 5 min,R,Drama;Romance
The Lovers, (2017),"$2,194,521","$21,562",,1 hr 37 min,R,Comedy;Drama;Romance
The Exorcism of Carmen Farias, (2021),"$1,566,951","$1,566,951",,1 hr 33 min,,Horror
The Earrings of Madame De..., (1953),"$130,561","$5,075",,1 hr 45 min,,Drama;Romance
Mary Queen of Scots, (2018),"$16,468,499","$30,244,310",,2 hr 4 min,R,Biography;Drama;History
The Curse of Robert the Doll, (2016),"$19,096","$19,096",,1 hr 19 min,,Horror
The Low Life, (1995),"$45,436",,,1 hr 36 min,R,Drama
Dark Water, (2002),"$1,697,367","$1,697,367",,1 hr 41 min,PG-13,Drama;Horror;Mystery;Thriller
The 47 Ronin in Debt, (2019),"$8,760,116","$8,760,116",,2 hr 5 min,,Comedy;History
Rebel in the Rye, (2017),"$378,294","$566,076",,1 hr 46 min,PG-13,Biography;Drama;Romance;War
Monopoly (The Bank of Luck), (2017),"$112,037","$112,037",,2 hr 2 min,,Comedy
The Happiest Girl in the World, (2009),"$9,998","$9,998",,1 hr 39 min,,Comedy;Drama
The Lucky One, (2012),"$60,457,138","$38,900,000",,1 hr 41 min,PG-13,Drama;Mystery;Romance;War
The Fall Guy, (2024),"$92,900,355","$88,172,936",,2 hr 6 min,PG-13,Action;Comedy;Drama;Romance
Lucky Lady, (1975),"$24,441,725",,,1 hr 58 min,,Comedy;Crime;Drama
Lucky Numbers, (2000),"$10,042,516","$847,706","$63,000,000",1 hr 45 min,R,Comedy;Crime
The Lucky Ones, (2008),"$266,967","$20,600",,1 hr 55 min,R,Adventure;Comedy;Drama;Romance;War
Lucky Star, (2019),"$763,475","$763,475",,1 hr 24 min,,Adventure;Animation;Comedy;Family;Fantasy
Pump Up the Volume, (1990),"$11,541,758",,,1 hr 42 min,,Comedy;Drama;Music
The Wedding Date, (2005),"$31,726,995","$15,369,211","$15,000,000",1 hr 30 min,PG-13,Comedy;Romance
The Lunchbox, (2013),"$4,235,151","$7,386,626",,1 hr 44 min,PG,Drama;Romance
The Lure, (2015),"$101,657","$7,189",,1 hr 32 min,,Drama;Fantasy;Horror;Musical;Thriller
The Price of Desire, (2015),"$4,223","$4,223",,1 hr 48 min,,Biography;Drama
One of the Hollywood Ten, (2000),"$114,819","$114,819",,1 hr 49 min,,Drama
Fear the Walking Dead, (2015),"$151,441",,,44 min,,Drama;Horror;Sci-Fi;Thriller
The Quest for Tom Sawyer's Gold, (2023),"$147,919","$147,919",,1 hr 28 min,PG,Adventure;Family
Vidar the Vampire, (2017),"$9,649","$9,649",,1 hr 23 min,,Comedy;Horror
The Men, (1950),"$5,995","$5,995",,1 hr 27 min,,Drama
The Luzhin Defence, (2000),"$1,053,070","$820,550",,1 hr 49 min,PG-13,Drama;Romance
The Quiet Maid, (2023),"$129,152","$129,152",,1 hr 34 min,,Comedy;Drama
Two Evil Eyes, (1990),"$349,618",,,2 hr,,Horror
The Machine, (2023),"$10,458,331","$205,997",,1 hr 52 min,R,Action;Comedy
The Machinist, (2004),"$1,082,715","$7,120,520",,1 hr 41 min,R,Drama;Thriller
Mack the Knife - Brecht's Threepenny Film, (2018),"$924,336","$924,336",,2 hr 10 min,,Biography;Drama
The MacKintosh Man, (1973),,,,1 hr 38 min,,Thriller
The Affair, (2019),"$782,442","$782,442",,1 hr 44 min,,Drama
Green for Danger, (1946),,,,1 hr 31 min,,Comedy;Crime;Mystery;Thriller
The Adventures of the American Rabbit, (1986),"$1,268,443",,,1 hr 25 min,,Animation;Family;Fantasy
The Bomber, (2001),"$111,852","$111,852",,2 hr 8 min,,Crime;Drama;Mystery;Thriller
The Doctor, (1991),"$38,120,905",,,2 hr 2 min,,Drama
WarGames, (1983),"$79,567,667",,,1 hr 54 min,,Action;Drama;Sci-Fi;Thriller
The Ghoul, (2016),"$2,032","$16,427",,1 hr 25 min,,Drama;Thriller
The Mad Hatter, (1948),"$218,193","$218,193",,7 min,,Animation;Comedy;Family;Short
The Magician, (2005),$406,"$18,218",,1 hr 25 min,,Crime;Drama
The Monk, (2011),"$13,472","$1,796,055",,1 hr 41 min,R,Drama;Mystery;Thriller
The Monster, (2016),"$12,544","$62,156",,1 hr 31 min,R,Drama;Fantasy;Horror
The Racer, (2020),"$80,361","$80,361",,1 hr 35 min,,Drama;Sport
Song of the Thin Man, (1947),,,,1 hr 26 min,,Comedy;Crime;Musical;Mystery
Far from the Madding Crowd, (2015),"$12,236,500","$18,362,869",,1 hr 59 min,PG-13,Drama;Romance
The Madness of King George, (1994),"$15,238,689",,,1 hr 50 min,PG-13,Biography;Comedy;Drama;History
The Madwoman of Chaillot, (1969),,,,2 hr 12 min,,Comedy;Drama
The Mafia Kills Only in Summer, (2013),"$37,134","$6,745,437",,1 hr 30 min,,Comedy;Crime;Drama
The Magdalene Sisters, (2002),"$4,890,878","$16,216,700",,1 hr 54 min,R,Drama
The Magic Flute, (2022),"$141,143","$351,061",,1 hr 55 min,,Adventure;Fantasy;Musical
The Bow, (2005),"$2,032,404","$2,032,404",,1 hr 30 min,,Drama;Romance
Siegfried & Roy: The Magic Box, (1999),"$5,231,283",,,50 min,,Biography;Documentary
Dr. Ehrlich's Magic Bullet, (1940),$205,$205,,1 hr 43 min,,Biography;Drama
The Wizard of Oz, (1939),"$24,668,669","$969,000","$2,777,000",1 hr 42 min,PG,Adventure;Family;Fantasy;Musical
The Magic Flute, (2006),"$2,000,853","$2,000,853",,2 hr 15 min,,Drama;Musical;Romance
The Fountain, (2006),"$10,144,010","$6,324,333","$35,000,000",1 hr 37 min,PG-13,Drama;Mystery;Romance;Sci-Fi
The Secret of the Magic Gourd, (2007),"$3,130,137","$3,130,137",,1 hr 24 min,G,Adventure;Comedy;Drama;Family;Fantasy
The Magic Hour, (2008),"$36,023,586","$36,023,586",,2 hr 16 min,,Comedy
The Mitchells vs. the Machines, (2021),,,,1 hr 54 min,PG,Adventure;Animation;Comedy;Family;Sci-Fi
The Magic of Belle Isle, (2012),"$102,388","$21,433",,1 hr 49 min,PG,Comedy;Drama
Thunder and the House of Magic, (2013),"$4,091","$64,193,114",,1 hr 25 min,,Adventure;Animation;Comedy;Family;Fantasy
The Magic of Lassie, (1978),,,,1 hr 40 min,,Drama;Family;Musical
Three Days of the Condor, (1975),"$27,476,252",,,1 hr 57 min,,Crime;Mystery;Thriller
The Portal, (2019),$685,$685,,1 hr 28 min,,Documentary
The Riddle, (2007),"$37,948","$37,948",,1 hr 56 min,PG-13,Crime;Drama;Mystery;Thriller
La Ronde, (1950),$852,$852,,1 hr 33 min,,Drama;Romance
The Snake, (2006),"$5,836,641","$5,836,641",,1 hr 59 min,,Thriller
Quest for Camelot, (1998),"$22,510,798",,,1 hr 26 min,,Adventure;Animation;Comedy;Drama;Family;Fantasy;Musical
The Magic Tuche, (2018),"$47,427,990","$47,427,990",,1 hr 35 min,,Comedy
The Magical Duvet, (2011),"$748,575","$748,575",,1 hr 43 min,,Comedy;Fantasy;Musical
Thor: Legend of the Magical Hammer, (2011),"$7,600,557","$7,600,557",,1 hr 19 min,PG,Adventure;Animation;Comedy;Family;Fantasy
The Road Warrior, (1981),"$23,667,907",$954,,1 hr 36 min,,Action;Adventure;Sci-Fi;Thriller
Detective Conan: Magician of the Silver Sky, (2004),"$22,618,511","$22,618,511",,1 hr 48 min,,Action;Animation;Comedy;Crime;Drama;Mystery;Thriller
The Magistrate, (2013),"$23,942","$23,942",,,,
The Magnet Man, (2023),"$1,680","$1,680",,1 hr 29 min,,Adventure;Comedy;Drama
The Magnetic Tree, (2013),"$14,026","$14,026",,1 hr 25 min,,Drama
The Magnificent Seven, (2016),"$93,432,655","$68,927,981","$90,000,000",2 hr 12 min,PG-13,Action;Adventure;Drama;Western
The Beast, (2023),"$413,978","$347,001",,2 hr 26 min,,Drama;Romance;Sci-Fi;Thriller
The Concubine, (2012),"$16,465,764","$16,465,764",,2 hr 2 min,,Drama;History;Romance
Seven, (1995),"$100,125,643","$227,207,916","$33,000,000",2 hr 7 min,R,Crime;Drama;Mystery;Thriller
The Maid, (2020),"$273,495","$273,495",,1 hr 42 min,,Drama;Horror;Mystery;Thriller
The Maid, (2009),"$576,608","$1,129,001",,1 hr 35 min,,Comedy;Drama
Death and the Maiden, (1994),"$3,103,716",,"$12,000,000",1 hr 43 min,R,Drama;Mystery;Thriller
The Maiden Heist, (2009),"$96,008","$96,008",,1 hr 30 min,PG-13,Comedy;Crime
The Maidens' Conspiracy, (2006),"$2,744,925","$2,744,925",,2 hr 2 min,,Adventure;Romance
The Manxman, (1929),$130,,,1 hr 50 min,,Drama;Romance
The Rules of Attraction, (2002),"$6,532,619","$5,300,203","$4,000,000",1 hr 50 min,R,Comedy;Drama;Romance
The Main Event, (1979),"$42,800,000",,,1 hr 52 min,,Comedy;Romance;Sport
The Suspect, (2013),"$218,693","$28,455,437",,2 hr 17 min,,Action
Grown-Ups Lie Down on the Ground, (2008),"$2,277","$2,277",,1 hr 17 min,,
The Major, (2013),"$62,412","$62,412",,1 hr 39 min,,Action;Crime;Drama
The Star Maker, (1995),"$371,674",,,1 hr 53 min,R,Drama;Romance
The Measure of a Man, (2015),"$112,391","$6,406,540",,1 hr 31 min,,Drama
Mujib: The Making of Nation, (2023),"$36,937","$36,937",,2 hr 56 min,,Biography;Drama;History;War
The Making of '...and God Spoke', (1993),"$58,484",,,1 hr 22 min,R,Comedy
The Power of One, (1992),"$2,827,107",,,2 hr 7 min,PG-13,Drama;Sport
Star Wars: Episode IX - The Rise of Skywalker, (2019),"$515,202,542","$561,819,830","$275,000,000",2 hr 21 min,PG-13,Action;Adventure;Fantasy;Sci-Fi
The Sisters Brothers, (2018),"$3,143,056","$10,000,000",,2 hr 2 min,R,Drama;Western
The Animal, (2001),"$57,743,062","$27,448,072","$47,000,000",1 hr 24 min,PG-13,Comedy;Sci-Fi
The Maltese Falcon, (1941),"$18,180","$16,539",,1 hr 40 min,,Crime;Film-Noir;Mystery;Romance
The Mambo Kings, (1992),"$6,742,168",,,1 hr 44 min,R,Drama;Music
Behind the Mask: The Rise of Leslie Vernon, (2006),"$69,136",,,1 hr 32 min,R,Comedy;Horror;Thriller
Between the Temples, (2024),"$2,084,122","$172,251",,1 hr 51 min,R,Comedy
Louise by the Shore, (2016),"$478,003","$478,003",,1 hr 15 min,,Animation;Drama
Fueled: The Man They Called 'Pirate', (2016),"$15,827,405","$15,827,405",,2 hr 25 min,,Drama;History
The Man from U.N.C.L.E., (2015),"$45,445,109","$64,600,000","$75,000,000",1 hr 56 min,PG-13,Action;Adventure;Comedy
The Rescuers Down Under, (1990),"$27,931,461",,,1 hr 17 min,,Adventure;Animation;Comedy;Family;Fantasy
The Man from Earth: Holocene, (2017),"$5,472",,,1 hr 38 min,,Drama;Fantasy;Sci-Fi
The Man from Elysian Fields, (2001),"$1,435,016","$571,375",,1 hr 46 min,R,Drama;Romance
Spider-Man: Far from Home, (2019),"$391,283,774","$741,395,911","$160,000,000",2 hr 9 min,PG-13,Action;Adventure;Comedy;Fantasy;Sci-Fi
The Man from Hong Kong, (1975),$684,,,1 hr 46 min,,Action;Adventure;Crime;Drama
The Man from London, (2007),"$50,626","$50,626",,2 hr 19 min,,Crime;Drama;Mystery
The Man from Macau, (2014),"$93,864,936","$93,864,936",,1 hr 33 min,,Action;Comedy;Drama
The Man from Monterey, (1933),,,,57 min,,Adventure;Music;Romance;Western
The Music Man, (1962),,,,2 hr 31 min,G,Comedy;Family;Musical;Romance
The Man from Nowhere, (2010),"$528,175","$44,195,057",,1 hr 59 min,R,Action;Drama;Thriller
The Man from Snowy River, (1982),"$20,659,423",$299,,1 hr 42 min,,Adventure;Drama;Romance;Western
The Man from the Alamo, (1953),,,,1 hr 19 min,,Western
From the East, (1993),"$8,540",,,1 hr 47 min,,Documentary
The Man from Toronto, (2022),,,,1 hr 50 min,PG-13,Action;Adventure;Comedy;Thriller
"I Love You, Man", (2009),"$71,440,011","$20,540,348",,1 hr 45 min,R,Comedy;Romance
I Married an Anti-Fan, (2016),"$89,408","$12,104,675",,2 hr,,Comedy;Romance
I Don't Want to Be a Man, (1918),,,,45 min,,Comedy;Romance
The Gray Man, (2022),"$454,023","$454,023",,2 hr 2 min,PG-13,Mystery;Thriller
In the Grey, (2025),,,,,,Action;Drama
The Man in the Moon, (1991),"$2,853,801",,,1 hr 39 min,,Drama;Romance
The Man in the White Suit, (1951),"$8,718",$215,,1 hr 25 min,,Comedy;Drama;Sci-Fi
The Man in the Iron Mask, (1998),"$56,968,902","$126,000,000",,2 hr 12 min,PG-13,Action;Adventure;Drama
Magic in the Moonlight, (2014),"$10,539,326","$40,490,035",,1 hr 37 min,PG-13,Comedy;Drama;Romance
The Net, (1995),"$50,727,965","$59,900,000",,1 hr 54 min,PG-13,Action;Crime;Drama;Mystery;Thriller
The Photograph, (2020),"$20,578,185","$112,594","$16,000,000",1 hr 46 min,PG-13,Drama;Romance
The Man in the Hat, (2020),"$206,473","$206,473",,1 hr 35 min,,Comedy
Tall in the Saddle, (1944),,,,1 hr 27 min,,Western
Inside Man, (2006),"$88,513,495","$97,490,096","$45,000,000",2 hr 9 min,R,Crime;Drama;Mystery;Thriller
The Man Next Door, (2009),"$1,319,924","$1,319,924",,1 hr 50 min,,Thriller
The Man Who Knew Infinity, (2015),"$3,866,794","$8,385,890",,1 hr 48 min,PG-13,Biography;Drama
Man of the Gold Medal, (2016),"$2,064,078","$2,064,078",,,,Comedy
The Remains of the Day, (1993),"$23,237,911",,,2 hr 14 min,PG,Drama;Romance
North by Northwest, (1959),"$66,728","$114,900",,2 hr 16 min,,Action;Adventure;Mystery;Thriller
Man of the Year, (2006),"$37,327,390","$5,145,082",,1 hr 55 min,PG-13,Comedy;Drama;Romance;Thriller
On the Balcony, (2019),"$577,923","$577,923",,1 hr 40 min,,Drama;Romance
Under the Eiffel Tower, (2018),"$6,291",,,1 hr 27 min,,Comedy;Romance
The Box Man, (2024),$695,$695,,2 hr,,Drama
Fiddler on the Roof, (1971),"$10,404,330","$1,127",,3 hr 1 min,,Drama;Family;Musical;Romance
Man on the Train, (2002),"$2,542,020","$5,185,886",,1 hr 30 min,R,Crime;Drama;Thriller
The Man Standing Next, (2020),"$113,527","$34,551,373",,1 hr 54 min,,Thriller
The Night Stalker, (1986),,,,1 hr 33 min,,Crime;Drama;Horror;Thriller
The Man Who Fell to Earth, (1976),"$100,072","$63,120",,2 hr 19 min,,Drama;Sci-Fi
The Dancer Upstairs, (2002),"$2,377,348","$2,850,000",,2 hr 12 min,R,Crime;Drama;Thriller
The Remains, (2016),,,,1 hr 25 min,,Horror;Thriller
The Deer Hunter, (1978),"$48,979,328","$95,051","$15,000,000",3 hr 3 min,,Drama;War
The Man Who Cried, (2000),"$747,092","$575,671",,1 hr 40 min,R,Drama;Music;Romance;War
The Man Who Sold His Skin, (2020),"$227,290","$227,290",,1 hr 44 min,,Drama
The Man Who Laughs, (1928),"$4,347","$4,347",,1 hr 50 min,,Drama;Horror;Mystery;Romance;Thriller
The Man Who Killed Hitler and Then the Bigfoot, (2018),"$3,822","$3,822",,1 hr 38 min,,Adventure;Drama;Sci-Fi;War
The 100 Year-Old Man Who Climbed Out the Window and Disappeared, (2013),"$944,193","$50,223,379",,1 hr 54 min,R,Adventure;Comedy
The Man Who Invented Christmas, (2017),"$5,676,486","$2,450,584",,1 hr 44 min,PG,Biography;Comedy;Drama
The Man Who Knew Too Much, (1956),"$8,838","$8,838",,2 hr,,Drama;Thriller
The Man Who Loved Women, (1983),"$10,964,740",,,1 hr 50 min,,Comedy;Drama;Romance
The Man Who Loved Yngve, (2008),"$2,574,471","$2,574,471",,1 hr 30 min,,Comedy;Drama;Music;Romance
The Woman Who Dreamed of a Man, (2010),"$284,818","$284,818",,1 hr 40 min,,Drama;Romance
The Man Who Sued God, (2001),"$5,976,023","$5,976,023",,1 hr 37 min,,Comedy;Drama;Romance
Who's the Man?, (1993),"$11,299,730",,,1 hr 25 min,,Comedy;Drama;Mystery;Thriller
The Tomorrow Man, (2019),"$354,103",,,1 hr 34 min,PG-13,Drama;Romance
The Man Who Shot Liberty Valance, (1962),,,,2 hr 3 min,,Drama;Western
Mark Felt: The Man Who Brought Down the White House, (2017),"$768,946","$3,603,184",,1 hr 43 min,PG-13,Biography;Drama;History;Thriller
The Man Who Was Too Free, (2016),"$76,319","$76,319",,2 hr 6 min,,Documentary
The Man Who Wasn't There, (1983),"$2,443,487",,,1 hr 51 min,,Action;Adventure;Comedy;Fantasy;Romance;Sci-Fi
The Man Who Will Come, (2009),"$3,034,481","$3,034,481",,1 hr 55 min,,Drama;War
The Man Who Would Be King, (1975),"$12,678","$12,678",,2 hr 9 min,,Adventure;Drama;War
The Quiet Man, (1952),,,,2 hr 9 min,,Comedy;Drama;Romance
The Woman with a Broken Nose, (2010),"$194,282","$194,282",,1 hr 45 min,,Comedy;Drama;Romance
The Man Without a Face, (1993),"$24,760,338",,,1 hr 55 min,PG-13,Drama
The Nine Lives of Tomas Katz, (2000),"$8,488","$8,488",,1 hr 27 min,,Comedy;Drama;Fantasy;Mystery
Exit Plan, (2019),"$3,955","$3,955",,1 hr 30 min,,Drama;Mystery
The Man with One Red Shoe, (1985),"$8,645,411",,,1 hr 32 min,,Comedy;Thriller
Twice Upon a Yesterday, (1998),"$279,757","$6,883,127",,1 hr 31 min,R,Comedy;Drama;Fantasy;Romance
The Man with the Golden Arm, (1955),"$4,652","$4,652",,1 hr 59 min,,Crime;Drama;Romance
The Man with the Iron Fists, (2012),"$15,634,090","$4,912,428","$15,000,000",1 hr 35 min,R,Action
The Perfect Man, (2005),"$16,535,005","$3,235,470","$10,000,000",1 hr 40 min,PG,Comedy;Family;Romance
The Brain Man, (2013),"$12,752,752","$12,752,752",,2 hr 3 min,,Crime;Mystery
The Dark Backward, (1991),"$28,654",,,1 hr 41 min,R,Comedy
The Man with Two Brains, (1983),"$10,353,438",,,1 hr 33 min,,Comedy;Romance;Sci-Fi
Without a Body, (2017),"$27,453","$27,453",,1 hr 30 min,R,Horror
The Man Without a Past, (2002),"$921,847","$8,642,390",,1 hr 37 min,PG-13,Comedy;Drama;Romance
The Octagon, (1980),"$18,971,000",,,1 hr 43 min,,Action;Drama;Romance;Thriller
Young Woman and the Sea, (2024),"$500,000","$81,725",,2 hr 9 min,PG,Biography;Drama;Romance;Sport
The Scent of Mandarin, (2015),"$376,499","$376,499",,1 hr 50 min,,Drama;Romance
Horse Fever: The Mandrake Sting, (2002),"$4,372,174","$4,372,174",,1 hr 44 min,,Comedy
The Mangler, (1995),"$1,781,383",,,1 hr 46 min,R,Drama;Horror;Mystery
The Manitou, (1978),,,,1 hr 44 min,PG,Horror;Sci-Fi
Manon of the Spring, (1986),"$3,940,542",,,1 hr 53 min,,Drama
The Manson Family, (1997),"$19,140",,,1 hr 35 min,R,Crime;Drama;History;Horror;Thriller
The Master, (2012),"$16,377,274","$11,910,797",,2 hr 18 min,R,Drama;History
The Many Adventures of Winnie the Pooh, (1977),,,,1 hr 14 min,,Animation;Comedy;Family;Musical
The Many Saints of Newark, (2021),"$8,237,403","$4,800,000",,2 hr,R,Crime;Drama
The Map Against the World, (2016),"$34,034","$7,001,778",,2 hr 9 min,,Drama;History
Spirit of the Marathon, (2007),"$40,588","$40,588",,1 hr 44 min,PG,Documentary;Sport
The Marc Pease Experience, (2009),"$4,033","$386,551",,1 hr 24 min,PG-13,Comedy;Drama;Music
The Ides of March, (2011),"$40,962,534","$35,375,577",,1 hr 41 min,R,Drama;Thriller
The Bros, (2017),"$10,776,902","$10,776,902",,1 hr 42 min,,Comedy;Fantasy
The NeverEnding Story, (1984),"$20,192,381","$92,603",,1 hr 42 min,,Adventure;Drama;Family;Fantasy
The Marine, (2006),"$18,844,784","$3,320,824",,1 hr 32 min,PG-13,Action;Comedy;Drama;Thriller
The Con is On, (2018),"$221,359","$221,359",,1 hr 35 min,R,Comedy;Crime
The Spy Who Never Dies, (2022),"$8,273","$8,273",,1 hr 39 min,,Action;Comedy;Thriller
