Name,Year,Domestic,Foreign,Budget,Runtime,Rating,Genre
The Verdict, (1982),"$53,977,250","$16,488",,2 hr 9 min,,Drama
The Virginity Hit, (2010),"$636,706",,"$2,000,000",1 hr 26 min,R,Comedy;Drama
"Veritas, Prince of Truth", (2006),"$160,487","$160,487",,1 hr 33 min,PG,Action;Adventure;Family;Fantasy;Romance
Movie 43, (2013),"$8,840,453","$23,602,658","$6,000,000",1 hr 34 min,R,Comedy
Veronica Mars, (2014),"$3,322,127","$163,256","$6,000,000",1 hr 47 min,PG-13,Crime;Drama;Mystery;Thriller
Veronika Decides to Die, (2009),"$1,709,178","$1,709,178",,1 hr 43 min,R,Drama;Romance
Veronika Voss, (1982),"$8,144",,,1 hr 44 min,,Drama
Versus, (2000),"$55,500","$55,500",,1 hr 59 min,R,Action;Drama;Fantasy;Horror;Thriller
Vertigo, (1958),"$7,705,225","$92,918",,2 hr 8 min,PG,Mystery;Romance;Thriller
The Twilight Zone: A 60th Anniversary Celebration, (2019),"$248,514",,,3 hr,,Drama;Fantasy;Horror
In the Mood for Love, (2000),"$2,738,980","$12,309,797",,1 hr 38 min,PG,Drama;Romance
Very Annie Mary, (2001),"$46,352","$349,738",,1 hr 44 min,,Comedy;Musical
Very Bad Things, (1998),"$9,898,412",,"$30,000,000",1 hr 40 min,R,Comedy;Crime;Thriller
Bluebeard, (2009),"$33,490","$5,206",,1 hr 20 min,,Drama;Fantasy;Romance
Very Good Girls, (2013),"$6,940","$4,023",,1 hr 31 min,R,Drama;Romance
Best in Show, (2000),"$18,715,392","$2,074,164","$10,000,000",1 hr 30 min,PG-13,Comedy
Mean Girls, (2004),"$86,058,055","$44,098,156","$17,000,000",1 hr 37 min,PG-13,Comedy
Aavesham, (2024),"$3,694,257","$3,694,257",,2 hr 35 min,,Action;Comedy
Moja & Vesna, (2022),"$4,735","$4,735",,1 hr 20 min,,Drama
Wrath of Man, (2021),"$27,466,489","$76,500,000",,1 hr 59 min,R,Action;Thriller
Everything You Always Wanted to Know About Sex * But Were Afraid to Ask, (1972),"$18,016,290","$73,775","$2,000,000",1 hr 28 min,,Comedy
Vetro, (2022),"$21,667","$21,667",,1 hr 30 min,,Thriller
Inception, (2010),"$292,587,330","$546,443,300","$160,000,000",2 hr 28 min,PG-13,Action;Adventure;Sci-Fi;Thriller
Vettaikaaran, (2009),"$1,399,911","$1,399,911",,2 hr 46 min,,Action;Drama;Thriller
Vettaiyaadu Vilaiyaadu, (2006),"$7,888","$7,888",,2 hr 54 min,,Action;Crime;Drama;Mystery;Romance;Thriller
Aattam, (2023),"$21,447","$21,447",,2 hr 19 min,,Drama;Mystery;Thriller
Vexille, (2007),"$3,259","$1,167,092",,1 hr 49 min,PG-13,Action;Animation;Sci-Fi
Veyil, (2006),"$13,222","$13,222",,2 hr 16 min,,Drama
Vi hade i alla fall tur med vädret igen!, (2008),"$3,508,221","$3,508,221",,1 hr 35 min,,Comedy
Five Moons Plaza, (2003),"$484,998","$484,998",,1 hr 30 min,,Drama;Thriller
M.C. Escher: Journey to Infinity, (2018),"$64,962","$64,962",,1 hr 21 min,,Documentary
Diary of a Wimpy Kid: The Long Haul, (2017),"$20,738,724","$19,402,248","$22,000,000",1 hr 31 min,PG,Adventure;Comedy;Family
A Midsummer Night's Dream, (1999),"$16,071,990",,"$11,000,000",1 hr 56 min,PG-13,Comedy;Fantasy;Romance
Coming Home, (1978),"$32,653,905",,,2 hr 7 min,,Drama;Romance;War
Songs of Earth, (2023),"$1,062,051","$1,062,051",,1 hr 30 min,,Biography;Documentary
Vibes, (1988),"$1,883,811",,,1 hr 39 min,,Adventure;Comedy;Romance
What Planet Are You From?, (2000),"$6,291,602","$7,854,075","$60,000,000",1 hr 45 min,R,Comedy;Sci-Fi
The Liberator, (2013),"$113,067","$4,969,031",,1 hr 59 min,,Biography;Drama;History
Crown Vic, (2019),"$3,868",,,1 hr 50 min,R,Crime;Drama
Arrogance and Virtue, (2024),"$1,118,223","$1,118,223",,,,
Vice Squad, (1982),"$13,253,583",,,1 hr 37 min,,Action;Crime;Drama;Thriller
Inside Out, (2015),"$356,461,711","$502,609,564","$175,000,000",1 hr 35 min,PG,Adventure;Animation;Comedy;Drama;Family;Fantasy
Viceroy's House, (2017),"$1,105,717","$10,462,916",,1 hr 46 min,,Biography;Drama;History;Romance
Mrs. Parker and the Vicious Circle, (1994),"$2,144,667",,,2 hr 5 min,R,Biography;Drama
Vicky Cristina Barcelona, (2008),"$23,216,709","$73,192,591",,1 hr 36 min,PG-13,Comedy;Drama;Romance
Vicky and the Treasure of the Gods, (2011),"$20,796,153","$20,796,153",,1 hr 36 min,,Action;Adventure;Comedy;Family
Vicky Donor, (2012),"$549,001","$5,907,357",,2 hr 6 min,,Comedy;Romance
Vicky the Viking, (2009),"$56,487,596","$56,487,596",,1 hr 25 min,,Action;Adventure;Comedy;Family
Victim, (1961),"$25,962","$25,962",,1 hr 40 min,,Drama
Victim of Love, (2019),"$5,016",,,1 hr 35 min,,Horror;Thriller
Abbott and Costello Meet Frankenstein, (1948),"$4,796,000","$16,444",,1 hr 23 min,,Comedy;Family;Fantasy;Horror
Fashion Victims, (2007),"$230,967","$230,967",,1 hr 45 min,,Comedy;Romance
Victims of Sin, (1951),,,,1 hr 30 min,,Crime;Drama;Musical;Thriller
Victor Frankenstein, (2015),"$5,775,076","$28,452,222",,1 hr 50 min,PG-13,Drama;Horror;Sci-Fi;Thriller
Victor/Victoria, (1982),"$28,215,453","$13,593",,2 hr 14 min,,Comedy;Music;Romance
Victoria, (2015),"$3,245,470","$3,245,470",,2 hr 18 min,,Crime;Drama;Romance;Thriller
Victoria & Abdul, (2017),"$22,245,070","$44,313,395",,1 hr 51 min,PG-13,Biography;Comedy;Drama;History
Victory Day, (2018),"$2,324","$2,324",,1 hr 34 min,,Documentary
Victoria No. 203, (1972),"$201,216","$201,216",,1 hr 40 min,,Action;Comedy;Crime;Drama;Musical;Romance;Thriller
The Young Victoria, (2009),"$11,001,272","$18,195,137","$35,000,000",1 hr 45 min,PG,Biography;Drama;History;Romance
Victory, (1981),"$10,853,418",,,1 hr 56 min,,Drama;Sport;War
Fire at Sea, (2016),"$120,933","$1,057,444",,1 hr 54 min,,Documentary
Million Dollar Baby, (2004),"$100,492,203","$116,271,443","$30,000,000",2 hr 12 min,PG-13,Drama;Sport
Vidal Sassoon: The Movie, (2010),"$85,974","$38,558",,1 hr 30 min,PG,Documentary
Video Clip, (2007),"$276,439","$276,439",,1 hr 18 min,,Drama;Thriller
The Family Man, (2000),"$75,793,305","$48,951,778","$60,000,000",2 hr 5 min,PG-13,Comedy;Drama;Fantasy;Romance
"Video City: Be Kind, Please Rewind", (2023),$888,$888,,1 hr 44 min,,Romance
Videocracy, (2009),"$23,720","$1,155,956",,1 hr 25 min,,Documentary
Videodrome, (1983),"$2,120,439","$1,498",,1 hr 27 min,,Horror;Sci-Fi;Thriller
Vinaya Vidheya Rama, (2019),"$42,832","$42,832",,2 hr 26 min,,Action;Drama
Inhale, (2010),"$4,115","$75,997",,1 hr 23 min,R,Drama;Thriller
Idiyan Chandhu, (2024),"$2,005","$2,005",,2 hr,,Comedy
Vidocq, (2001),"$13,240,767","$13,240,767",,1 hr 38 min,R,Action;Crime;Fantasy;Mystery;Sci-Fi;Thriller
Vicky Vidya Ka Woh Wala Video, (2024),"$437,493","$437,493",,2 hr 32 min,,Comedy
The Passion of the Christ, (2004),"$370,782,930","$241,272,767","$30,000,000",2 hr 7 min,R,Drama
Much Ado About Nothing, (1993),"$22,549,338",,"$11,000,000",1 hr 51 min,PG-13,Comedy;Drama;Romance
Strauss' Great Waltz, (1934),$121,,,1 hr 21 min,,Biography;Music;Romance
Viduthalai, (1986),,,,2 hr 28 min,,Action
Force 10 from Navarone, (1978),"$7,230,000",,,1 hr 58 min,,Action;Drama;War
"Good Morning, Vietnam", (1987),"$123,922,370",$208,,2 hr 1 min,,Biography;Comedy;Drama;War
Euphoria, (2017),"$79,451","$79,451",,1 hr 44 min,R,Adventure;Drama;Mystery
The Vigil, (2019),"$50,439","$1,328,054",,1 hr 29 min,PG-13,Horror;Mystery;Thriller
Gone in the Night, (2022),"$266,466",,,1 hr 30 min,R,Mystery;Thriller
The Lookout, (2007),"$4,600,585","$770,596","$16,000,000",1 hr 39 min,R,Crime;Drama;Thriller
Dungeons & Dragons: Honor Among Thieves, (2023),"$93,277,026","$111,910,737",,2 hr 14 min,PG-13,Action;Adventure;Comedy;Fantasy
Igor, (2008),"$19,528,602","$11,365,283","$25,000,000",1 hr 27 min,PG,Animation;Comedy;Family;Fantasy;Horror;Sci-Fi
Theri, (2016),"$678,057","$678,057",,2 hr 37 min,,Action;Crime;Drama;Thriller
Virata Parvam, (2022),"$22,671","$22,671",,2 hr 31 min,,Action;Drama;Romance
Vineta, (2006),"$22,708","$22,708",,1 hr 40 min,,Drama;Mystery;Thriller
Levottomat 3 - kun mikään ei riitä, (2004),"$1,289,314","$1,289,314",,1 hr 39 min,,Drama;Romance
Viking, (2016),"$29,161,298","$29,161,298",,2 hr 22 min,,Action;Drama;History;War
Advertising Rules!, (2001),"$32,933","$32,933",,1 hr 48 min,R,Comedy;Romance
Villa Amalia, (2009),"$3,008,993","$3,008,993",,1 hr 34 min,,Drama
Villa Caprice, (2020),"$918,510","$918,510",,1 hr 43 min,,Crime;Drama
You Got Served, (2004),"$40,363,810","$10,212,995","$8,000,000",1 hr 35 min,PG-13,Drama;Music
Villa Estrella, (2009),"$966,552","$966,552",,1 hr 36 min,,Horror
Everything Must Go, (2010),"$2,711,643","$108,847","$5,000,000",1 hr 37 min,R,Comedy;Drama
Villads fra Valby, (2015),"$910,942","$910,942",,1 hr 18 min,,Comedy;Family
The Daughters of Fire, (2018),"$3,053","$3,053",,1 hr 55 min,,Drama
The Pope of Greenwich Village, (1984),"$6,836,201",,,2 hr 1 min,,Action;Comedy;Crime;Drama
Village of the Damned, (1995),"$9,418,365",,,1 hr 38 min,R,Horror;Sci-Fi;Thriller
Villain, (2017),"$538,997","$538,997",,2 hr 23 min,,Action;Crime;Thriller
The Villain, (1979),,,,1 hr 29 min,,Comedy;Western
Dark Woods, (2003),"$1,156,728","$1,156,728",,1 hr 25 min,,Adventure;Horror;Mystery;Thriller
Villon's Wife, (2009),"$3,947,538","$3,947,538",,1 hr 54 min,,Drama
Villu, (2009),"$834,229","$834,229",,2 hr 26 min,,Action;Thriller
Vincent, (1987),"$1,577,480",,,1 hr 45 min,,Animation;Biography;Drama
Vincent & Theo, (1990),"$2,231,274",,,2 hr 20 min,,Biography;Drama
Vincent Van Gogh - A New Way Of Seeing, (2015),"$53,401","$53,401",,1 hr 30 min,,Biography;Documentary
The Man Who Shook the Hand of Vicente Fernandez, (2012),"$10,782",,,1 hr 39 min,,Comedy;Drama;Western
"Vincent, François, Paul and the Others", (1974),"$5,063",$540,,1 hr 58 min,,Drama
Vincere, (2009),"$619,162","$5,082,319","$13,000,000",2 hr 8 min,,Biography;Drama;Romance
Vindication Swim, (2024),"$113,529","$113,529",,1 hr 38 min,,Biography;Drama;History
Winterland, (2007),"$31,959","$31,959",,52 min,,Drama
Vinyan, (2008),"$156,944","$156,944",,1 hr 36 min,R,Drama;Horror;Thriller
Vinyl Days, (2012),"$43,187","$43,187",,1 hr 45 min,,Comedy;Music;Romance
In a Valley of Violence, (2016),"$61,797",,,1 hr 44 min,R,Action;Western
Miracle on 34th Street, (1994),"$17,320,136","$28,944,248",,1 hr 54 min,PG,Drama;Family;Fantasy
Violent Night, (2022),"$50,057,405","$25,947,000",,1 hr 52 min,R,Action;Comedy;Thriller
Silent Summer, (2013),"$87,305","$87,305",,1 hr 29 min,,Drama;Family;Romance
Violet, (2014),"$1,586","$1,586",,1 hr 25 min,,Action;Drama;Family
Louise Violet, (2024),"$4,398,436","$4,398,436",,1 hr 48 min,,Drama
Violet Evergarden: The Movie, (2020),"$20,302,668","$20,302,668",,2 hr 20 min,,Animation;Drama;Fantasy;Romance
Violet Tendencies, (2010),"$13,304",,,1 hr 39 min,,Comedy;Drama;Romance
Beanpole, (2019),"$196,258","$1,395,363",,2 hr 10 min,,Drama;War
Violeta Went to Heaven, (2011),"$21,496","$1,444,536",,1 hr 50 min,,Biography;Drama;Music
Violets Are Blue..., (1986),"$4,743,287",,,1 hr 28 min,,Drama;Romance
The Violin, (2005),"$65,298","$1,120,949",,1 hr 38 min,,Drama;Music
The Phantom of the Opera at the Royal Albert Hall, (2011),"$5,247,282","$5,247,282",,2 hr 17 min,,Drama;Musical;Romance;Thriller
VIP Policeman, (2018),"$27,222,681","$27,222,681",,1 hr 30 min,,Comedy
Nest of Vipers, (1978),"$27,182",,,1 hr 45 min,,Drama
Viral, (2016),"$551,760","$551,760",,1 hr 25 min,R,Drama;Horror;Sci-Fi;Thriller
Mitti: Virasat Babbaran Di, (2019),"$1,911","$1,911",,2 hr 17 min,,Action;Drama;History
Virgil, (2005),"$174,708","$174,708",,1 hr 33 min,,Comedy;Drama;Sport
The Virgin Suicides, (1999),"$4,906,229","$5,503,815","$9,000,000",1 hr 37 min,R,Drama;Romance
Richard Pryor... Here and Now, (1983),"$16,156,776",,,1 hr 23 min,,Comedy;Documentary
Virgin Stripped Bare by Her Bachelors, (2000),"$3,936","$3,936",,2 hr 6 min,,Drama
Virgin Territory, (2007),"$5,410,749","$5,410,749",,1 hr 37 min,R,Adventure;Comedy;Romance
Young Blooded Vine, (2019),"$3,204","$3,204",,1 hr 26 min,,Drama
Viridiana, (1961),"$15,522","$15,522",,1 hr 31 min,,Drama
Viruddh... Family Comes First, (2005),"$327,615","$1,720,973",,2 hr 12 min,,Drama;Family
Vice Versa, (1988),"$13,664,060",,,1 hr 38 min,,Comedy;Fantasy
Virtual Sexuality, (1999),"$74,007",,,1 hr 32 min,R,Comedy;Drama;Romance;Sci-Fi
Dahmer, (2002),"$144,008",,"$250,000",1 hr 41 min,R,Biography;Crime;Drama;Horror;Thriller
Virtuosity, (1995),"$24,047,675",,,1 hr 46 min,R,Action;Crime;Sci-Fi;Thriller
Viruman, (2022),"$3,220,410","$3,220,410",,2 hr 29 min,,Action;Drama
Virus, (1999),"$14,036,005","$16,621,849","$75,000,000",1 hr 39 min,R,Action;Horror;Sci-Fi;Thriller
Faces Places, (2017),"$953,717","$3,042,860",,1 hr 34 min,PG,Adventure;Documentary
Vishnu, (2003),"$715,230","$715,230",,3 hr,,Action;Romance
Vishwaroopam, (2013),"$791,040","$791,040",,2 hr 28 min,,Action;Thriller
Visible Secret, (2001),"$40,809","$40,809",,1 hr 41 min,,Comedy;Drama;Fantasy;Horror;Mystery;Romance
Vision Quest, (1985),"$12,993,175",,,1 hr 47 min,,Drama;Romance;Sport
Vision, (2009),"$435,274","$4,642,786",,1 hr 50 min,,Biography;Drama;History
Visions of Light, (1992),"$799,856",,,1 hr 32 min,,Documentary;History
Dear Zachary: A Letter to a Son About His Father, (2008),"$18,334",,,1 hr 33 min,,Biography;Crime;Documentary;Drama
How to Plan an Orgy in a Small Town, (2015),"$24,532","$24,532",,1 hr 41 min,,Comedy;Drama
Ali Farka Touré - Le miel n'est jamais bon dans une seule bouche, (2002),"$6,999","$6,999",,1 hr 33 min,,Documentary
Visiting Hours, (1982),"$13,258,670",,,1 hr 45 min,,Horror;Thriller
Visitor Q, (2001),"$15,678","$15,678",,1 hr 24 min,R,Comedy;Drama;Horror;Thriller
Visitors, (2013),"$84,577",,,1 hr 27 min,,Documentary
Cries & Whispers, (1972),"$36,907","$36,907",,1 hr 32 min,,Drama
Lifeforce, (1985),"$11,603,545",,,1 hr 41 min,,Action;Horror;Mystery;Romance;Sci-Fi;Thriller
Vitus, (2006),"$187,480","$5,892,076","$2,500,000",1 hr 40 min,PG,Drama;Music
Viva, (2007),,,,2 hr,R,Comedy;Drama;Musical;Romance
Viva Cuba, (2005),"$188,539","$188,539",,1 hr 32 min,,Comedy;Drama
How We Got the Italian Movie Business Into Trouble: The True Story of Franco and Ciccio, (2004),"$20,869","$20,869",,1 hr 40 min,,Documentary
Long Live Life, (1984),"$258,397","$258,397",,1 hr 46 min,,Comedy;Drama;Mystery;Sci-Fi;Thriller
Viva Las Vegas, (1964),,,,1 hr 25 min,,Comedy;Musical
Vita segreta di Maria Capasso, (2019),"$48,156","$48,156",,1 hr 36 min,,Crime;Drama;Romance
Viva Riva!, (2010),"$61,759","$107,223",,1 hr 38 min,R,Crime;Drama;Thriller
Vivah, (2006),"$15,670,219","$15,670,219",,2 hr 40 min,,Drama;Musical;Romance
"Antonio Vivaldi, un prince à Venise", (2006),"$255,439","$255,439",,1 hr 35 min,,Drama
Kadaisi Vivasayi, (2021),"$5,800","$5,800",,2 hr 2 min,,Drama
Good News, (1947),,,,1 hr 33 min,,Comedy;Musical;Romance;Sport
Finding Vivian Maier, (2013),"$1,514,782","$871,174",,1 hr 23 min,,Biography;Documentary;Mystery
Living Is Easy with Eyes Closed, (2013),"$11,600","$3,063,569",,1 hr 48 min,,Comedy;Drama
It's a Wonderful Life, (1946),"$1,483,643","$8,256,665",,2 hr 10 min,PG,Drama;Family;Fantasy;Romance
Vivir intentando, (2003),"$1,660,675","$1,660,675",,1 hr 35 min,,Comedy;Drama;Family;Musical
Bobby Deerfield, (1977),"$9,300,000",,,2 hr 4 min,,Drama;Romance
Boss Level, (2020),"$1,753,823","$1,753,823",,1 hr 40 min,,Action;Adventure;Comedy;Mystery;Sci-Fi;Thriller
"Ensemble, nous allons vivre une très, très grande histoire d'amour...", (2010),$848,$848,,1 hr 39 min,,Comedy
Vivre sa vie, (1962),"$24,517","$39,068",,1 hr 20 min,,Drama
Forbidden Empire, (2014),"$38,885,962","$38,885,962",,2 hr 10 min,,Adventure;Fantasy;Mystery;Thriller
Vizontele, (2001),"$968,318","$968,318",,1 hr 50 min,,Comedy;Drama;History
Vizontele Tuuba, (2003),"$13,954,476","$13,954,476",,1 hr 51 min,,Comedy;Drama;History
Wind River, (2017),"$33,800,859","$10,401,823","$11,000,000",1 hr 47 min,R,Crime;Drama;Mystery;Thriller;Western
Innocent Voices, (2004),"$837,878","$6,210,225",,2 hr,R,Drama;Thriller;War
Voditel-oligarkh, (2024),"$3,436,503","$3,436,503",,1 hr 26 min,,Comedy
Vodka Lemon, (2003),"$66,361",,,1 hr 30 min,,Comedy;Drama
Gold Diggers of 1933, (1933),$105,$105,,1 hr 37 min,,Comedy;Drama;Musical
A Silent Voice: The Movie, (2016),"$764,723","$29,739,753",,2 hr 10 min,,Animation;Drama
The Slender Thread, (1965),,,,1 hr 38 min,,Drama
Voice of a Murderer, (2007),"$18,160,598","$18,160,598",,2 hr 2 min,,Crime;Drama;Mystery;Thriller
Voice of Silence, (2020),"$3,271,053","$3,271,053",,1 hr 39 min,,
Pitch Perfect, (2012),"$65,298,093","$50,349,333","$17,000,000",1 hr 52 min,PG-13,Comedy;Music;Romance
From Beyond, (1986),"$1,261,000",,,1 hr 25 min,,Horror;Sci-Fi
Adored: Diary of a Porn Star, (2003),"$41,703",,,1 hr 41 min,,Drama;Romance
Voices of Iraq, (2004),"$57,999",,,1 hr 20 min,,Documentary;War
Saint Ange, (2004),"$6,782,283","$6,782,283",,1 hr 38 min,R,Drama;Fantasy;Horror;Mystery
Children of the Corn, (1984),"$14,568,989",,,1 hr 32 min,,Horror;Thriller
Le temps des amoureuses, (2008),"$11,659","$11,659",,1 hr 23 min,,Documentary
The Void, (2016),"$151,042","$217,330",,1 hr 30 min,,Horror;Mystery;Sci-Fi;Thriller
Facing the Wind, (2018),$403,$403,,1 hr 48 min,,Drama
Volcano, (1997),"$49,323,468","$73,500,000","$90,000,000",1 hr 44 min,PG-13,Action;Drama;Sci-Fi;Thriller
Volcano High, (2001),"$268,489","$268,489",,2 hr,PG-13,Action;Comedy;Fantasy
The Deep Blue Sea, (2011),"$1,126,525","$2,016,989",,1 hr 38 min,R,Drama;Romance
Tátova volha, (2018),"$1,970,347","$1,970,347",,1 hr 30 min,,Comedy;Drama
Wolfhound, (2006),"$21,573,338","$21,573,338",,2 hr 22 min,R,Action;Adventure;Fantasy
John Wick, (2014),"$43,037,835","$43,047,304","$20,000,000",1 hr 41 min,R,Action;Crime;Thriller
Crank: High Voltage, (2009),"$13,684,249","$20,888,292",,1 hr 36 min,R,Action;Thriller
Avengers: Age of Ultron, (2015),"$459,005,868","$946,012,180","$250,000,000",2 hr 21 min,PG-13,Action;Adventure;Sci-Fi
The End, (2024),,,,2 hr 28 min,,Drama;Fantasy;Musical;Sci-Fi
Volunteers, (1985),"$19,875,740",,,1 hr 47 min,,Adventure;Comedy
I Walk Alone, (1947),$52,$52,,1 hr 37 min,,Crime;Drama;Film-Noir
"Bon Voyage, Charlie Brown (and Don't Come Back!!)", (1980),"$2,013,193",,,1 hr 15 min,,Adventure;Animation;Comedy;Family;Mystery
Von Ryan's Express, (1965),,,,1 hr 57 min,,Action;Adventure;War
Voodoo, (2007),"$301,696","$301,696",,1 hr 37 min,,Horror
Duda & Dada The Secret of HooHoo Island, (2023),"$852,867","$852,867",,,,
Vortex, (2021),"$145,708","$194,911",,2 hr 22 min,,Drama
Please Vote for Me, (2007),,,,58 min,,Documentary
"Planes, Trains & Automobiles", (1987),"$49,530,280",,,1 hr 33 min,,Comedy;Drama
In Time, (2011),"$37,520,095","$136,410,501","$40,000,000",1 hr 49 min,PG-13,Action;Sci-Fi;Thriller
School of Rock, (2003),"$81,261,177","$49,835,262","$35,000,000",1 hr 49 min,PG-13,Comedy;Music
The Last Voyage of the Demeter, (2023),"$13,637,180","$8,149,095",,1 hr 58 min,R,Fantasy;Horror;Thriller
Buddha 2: The Endless Journey, (2014),"$4,430","$4,430",,1 hr 25 min,,Adventure;Animation;Biography;Drama;History
Journey to Italy, (1954),"$20,072","$20,072",,1 hr 25 min,,Drama;Romance
Nowhere to Run, (1993),"$22,189,039",,,1 hr 34 min,R,Action;Drama;Romance;Thriller
Voyage to the Bottom of the Sea, (1961),,,,1 hr 45 min,PG,Action;Adventure;Sci-Fi
See How They Dance, (2011),"$183,842","$183,842",,1 hr 39 min,,Drama
War, (2002),"$1,887","$1,887",,2 hr,,Action;Drama;War
Friday the 13th, (1980),"$39,754,601","$157,359",,1 hr 35 min,,Horror;Mystery;Thriller
The Painted Veil, (2006),"$8,060,487","$18,850,360",,2 hr 5 min,PG-13,Drama;Romance
Johnny is nie dood nie, (2016),"$33,703","$33,703",,1 hr 46 min,,Drama
Ratham, (2023),"$9,752","$9,752",,2 hr 22 min,,Action;Crime;Drama;Mystery;Thriller
Ford v Ferrari, (2019),"$117,624,357","$107,883,853","$97,600,000",2 hr 32 min,PG-13,Action;Biography;Drama;Sport
Lupin III: The First, (2019),"$245,724","$7,256,886",,1 hr 33 min,,Action;Adventure;Animation;Crime;Family;Mystery
D2: The Mighty Ducks, (1994),"$45,610,410",,,1 hr 46 min,PG,Comedy;Drama;Family;Sport
I'm Going Home, (2001),"$140,872","$712,654",,1 hr 30 min,,Comedy;Drama
Wolf, (1994),"$65,002,597","$66,000,000",,2 hr 5 min,R,Drama;Horror;Romance;Thriller
The Way Home, (2002),"$445,367","$24,507,371",,1 hr 20 min,PG,Drama
Vulgar, (2000),"$15,927",,,1 hr 27 min,R,Crime;Drama;Thriller
Vulgaria, (2012),"$59,059","$3,969,484",,1 hr 33 min,,Comedy
Song of the Sea, (2014),"$857,522","$3,370,512",,1 hr 33 min,PG,Adventure;Animation;Drama;Family;Fantasy
Sarkaru Vaari Paata, (2022),"$14,199,018","$14,199,018",,2 hr 42 min,,Action;Drama
Vyooham, (2023),$525,$525,,2 hr 7 min,,Drama
Vysotsky. Thank You for Being Alive, (2011),"$31,016,553","$31,016,553",,2 hr 8 min,,Biography;Drama
Karlsson on the Roof, (1974),"$606,162","$606,162",,1 hr 39 min,,Comedy;Family;Fantasy
Sin City, (2005),"$74,103,820","$84,630,000","$40,000,000",2 hr 4 min,R,Crime;Thriller
Flower in the Pocket, (2007),"$5,109","$5,109",,1 hr 37 min,,Comedy;Drama
Ready or Not, (2019),"$28,714,231","$28,901,546","$6,000,000",1 hr 35 min,R,Action;Comedy;Horror;Mystery;Thriller
I Am Not What I Am - The Tragedy of Othello by W. Shakespeare, (2023),"$90,384","$90,384",,1 hr 55 min,,Drama
W.E., (2011),"$583,455","$1,458,748",,1 hr 59 min,R,Drama;History;Romance
WR: Mysteries of the Organism, (1971),,,,1 hr 24 min,,Comedy;Drama;Fantasy
"Mummy, I'm A Zombie", (2014),$120,,,1 hr 22 min,PG,Animation
To Strike, (2013),"$556,003","$556,003",,2 hr 10 min,,Action;Crime;Drama;Thriller
Askin Saati: 19:03, (2023),"$59,014","$59,014",,1 hr 35 min,,Comedy
Day of the Wacko, (2002),"$1,277,521","$1,277,521",,1 hr 33 min,,Comedy;Drama;Romance
Waco: The Rules of Engagement, (1997),"$142,193",,,2 hr 16 min,,Documentary;History
Revolution: New Art For A New World, (2016),"$19,103","$19,103",,1 hr 25 min,,Documentary
Above Us Only Sky, (2011),"$131,189","$131,189",,1 hr 28 min,,Drama
A Love Story, (1970),"$169,374","$169,374",,1 hr 55 min,,Drama;Romance
Iki Kafadar: Chinese Connection, (2013),"$551,364","$551,364",,1 hr 30 min,,Comedy
The Arrival of Wang, (2011),"$10,870","$10,870",,1 hr 20 min,,Mystery;Sci-Fi;Thriller
Wag the Dog, (1997),"$43,061,945","$21,194,568",,1 hr 37 min,R,Comedy;Drama
A Living Promise, (2016),"$3,409,317","$3,409,317",,2 hr,,Drama
Wagner's Dream, (2012),"$9,519","$9,519",,1 hr 55 min,,Documentary
Wagon Master, (1950),,,,1 hr 26 min,,Drama;Western
Wagons East, (1994),"$4,412,297",,,1 hr 47 min,PG-13,Adventure;Comedy;Western
Wah-Wah, (2005),"$234,750","$2,611,398",,2 hr,R,Comedy;Drama
It Happens That Way Too: Part II, (2003),"$117,692","$117,692",,2 hr 17 min,,Comedy;Crime;Drama;Thriller
Last of the Haussman, (2012),"$62,955","$62,955",,,,
Waist Deep, (2006),"$21,344,312","$8,991",,1 hr 37 min,R,Action;Crime;Drama;Thriller
Wait 'Til You're Older, (2005),"$2,587,093","$2,587,093",,1 hr 32 min,,Comedy;Drama;Family;Sci-Fi
Waiter, (2006),"$860,741","$860,741",,1 hr 37 min,,Comedy;Drama
Waiting..., (2005),"$16,124,543","$2,513,147","$3,000,000",1 hr 34 min,R,Comedy
Waiting for Superman, (2010),"$6,417,135","$16,553",,1 hr 51 min,PG,Documentary
Waiting for Guffman, (1996),"$2,923,982",,"$4,000,000",1 hr 24 min,R,Comedy
Waiting for Forever, (2010),"$25,517",,"$5,000,000",1 hr 35 min,PG-13,Comedy;Drama;Romance
Waiting for Happiness, (2002),"$7,406","$45,642",,1 hr 30 min,,Drama;Music
Waiting for the Clouds, (2004),"$49,910","$49,910",,1 hr 30 min,,Drama
Waiting for the Barbarians, (2019),"$764,815","$764,815",,1 hr 52 min,,Drama;History
Waiting for the Moon, (1987),"$751,555",,,1 hr 28 min,,Drama
The Waiting Room, (2012),"$244,951",,,1 hr 21 min,,Documentary
Waiting to Exhale, (1995),"$67,052,156","$14,400,000",,2 hr 4 min,R,Comedy;Drama;Romance
Waitress, (2007),"$19,074,800","$3,165,729",,1 hr 48 min,PG-13,Comedy;Drama;Romance
Ed Wood, (1994),"$5,887,457",$268,"$18,000,000",2 hr 7 min,R,Biography;Comedy;Drama
Dangerous, (2021),"$164,231","$164,231",,1 hr 39 min,R,Action;Thriller
Wake in Fright, (1971),"$50,394","$167,835",,1 hr 49 min,,Drama;Thriller
Wake of Death, (2004),"$521,918","$521,918",,1 hr 31 min,R,Action;Adventure;Drama
Wake of the Red Witch, (1948),,,,1 hr 46 min,,Action;Adventure;Romance
