Name,Year,Domestic,Foreign,Budget,Runtime,Rating,Genre
Came a Hot Friday, (1985),$882,$882,,1 hr 41 min,,Adventure;Comedy
The New Year That Never Came, (2024),"$499,657","$499,657",,2 hr 18 min,,Drama;History
Quest for Camelot, (1998),"$22,510,798",,,1 hr 26 min,,Adventure;Animation;Comedy;Drama;Family;Fantasy;Musical
Room, (2015),"$14,677,654","$20,724,104",,1 hr 58 min,R,Drama;Thriller
Camera Obscura, (2000),"$11,384","$102,631",,1 hr 39 min,,Crime;Drama;Thriller
Camila Jam, (2007),"$150,630","$150,630",,2 hr,,Drama
Camille, (1936),,,,1 hr 49 min,,Drama;Romance
Camille Claudel, (1988),"$3,331,297",,,2 hr 55 min,,Biography;Drama;History;Romance
Camille Claudel 1915, (2013),"$35,296","$625,059",,1 hr 35 min,,Biography;Drama
Camille Rewinds, (2012),"$7,223,101","$7,223,101",,1 hr 55 min,,Comedy;Drama;Romance
Into the Wild, (2007),"$18,354,356","$38,321,539",,2 hr 28 min,R,Adventure;Biography;Drama
Defending Your Life, (1991),"$16,371,128",,,1 hr 52 min,,Comedy;Drama;Fantasy
Tigerland, (2000),"$139,692","$9,009",,1 hr 41 min,R,Drama;War
Anatomy of Hell, (2004),"$34,506","$310,859",,1 hr 17 min,,Drama
Loafing and Camouflage: Sirens at Land, (2011),"$1,573,762","$1,573,762",,1 hr 41 min,,Comedy
Camp, (2003),"$1,629,862","$1,077,876",,1 hr 54 min,PG-13,Comedy;Drama;Musical
Friday the 13th, (1980),"$39,754,601","$157,359",,1 hr 35 min,,Horror;Mystery;Thriller
Rambo: First Blood Part II, (1985),"$150,415,432","$149,985,000",,1 hr 36 min,,Action;Adventure;Thriller
Death Bell 2: Bloody Camp, (2010),"$5,198,289","$5,198,289",,1 hr 24 min,,Horror
Camp Nowhere, (1994),"$10,475,705",,,1 hr 36 min,PG,Adventure;Comedy;Family
Camp Fire Stories, (2018),"$3,885","$3,885",,1 hr 44 min,,Horror
Camp X-Ray, (2014),"$13,302","$66,322","$1,000,000",1 hr 57 min,R,Drama;War
A Company Man, (2012),"$7,339,398","$7,339,398",,1 hr 36 min,,Action;Drama
The Bells of St. Mary's, (1945),"$21,333,333","$4,645",,2 hr 6 min,,Drama
The Replacements, (2000),"$44,737,059","$5,317,452","$50,000,000",1 hr 58 min,PG-13,Comedy;Sport
Campfire, (2004),"$34,835",,,1 hr 36 min,,Drama
RV, (2006),"$71,726,025","$15,802,148","$50,000,000",1 hr 39 min,PG,Adventure;Comedy;Family
Camping 2, (2010),"$33,857,735","$33,857,735",,1 hr 39 min,,Comedy
Camping 3, (2016),"$24,224,579","$24,224,579",,1 hr 45 min,,Comedy;Drama
Year of the Gun, (1991),"$1,182,273",,,1 hr 51 min,R,Action;Romance;Thriller
Camping sauvage, (2004),"$3,894,585","$11,028",,1 hr 40 min,,Comedy;Crime
Dangerously Close, (1986),"$2,390,525",,,1 hr 35 min,,Action;Crime;Thriller
The March on Rome, (2022),"$11,346","$11,346",,1 hr 38 min,,Documentary
Can Mr. Smith Get to Washington Anymore?, (2006),"$35,397",,,1 hr 22 min,,Documentary
Sunset Boulevard, (1950),"$299,645",$428,,1 hr 50 min,,Drama;Film-Noir
Could This Be Love?, (2007),"$6,699,197","$6,699,197",,1 hr 30 min,,Comedy;Drama;Romance
Can You Ever Forgive Me?, (2018),"$8,803,865","$3,638,296",,1 hr 46 min,R,Biography;Comedy;Crime;Drama
Heaven Can't Wait, (2023),"$458,737","$458,737",,1 hr 18 min,,Documentary
Can't Buy Me Love, (1987),"$31,623,833",,,1 hr 34 min,,Comedy;Drama;Romance
Can't Complain, (2007),"$952,629","$952,629",,1 hr 53 min,,Comedy;Drama;Mystery;Romance;Thriller
Can't Hardly Wait, (1998),"$25,605,015",,,1 hr 40 min,PG-13,Comedy;Romance
Can't Help Falling in Love, (2017),"$242,563","$242,563",,1 hr 59 min,,Comedy;Drama;Romance
Dance with Me, (2019),"$959,785","$959,785",,1 hr 43 min,,Adventure;Comedy;Musical
Can't Stop the Music, (1980),"$1,339",,,2 hr 4 min,,Biography;Comedy;Musical
Can-Can, (1960),,,,2 hr 11 min,,Comedy;Musical
Canadian Bacon, (1995),"$163,971",,"$11,000,000",1 hr 31 min,PG,Action;Comedy
Canary Black, (2024),"$675,814","$675,814",,1 hr 41 min,R,Action;Drama
Lullaby, (2022),,,,1 hr 29 min,,Horror
Testament of Youth, (2014),"$1,822,250","$4,029,508",,2 hr 9 min,PG-13,Biography;Drama;History;War
Society of the Snow, (2023),"$1,281","$1,281",,2 hr 24 min,R,Adventure;Biography;Drama;History;Thriller
Soul Kitchen, (2009),"$276,901","$17,887,238",,1 hr 39 min,,Comedy;Drama
Starship Troopers, (1997),"$54,814,377","$66,400,000","$105,000,000",2 hr 9 min,R,Action;Adventure;Sci-Fi;Thriller
Don't Breathe, (2016),"$89,217,875","$68,543,127","$9,900,000",1 hr 28 min,R,Crime;Horror;Thriller
Candy, (2006),"$45,128","$2,059,968",,1 hr 48 min,R,Drama;Romance
Shining Boy and Little Randy, (2005),"$48,218","$48,218",,1 hr 53 min,,Drama;Family;Romance
Candy Mountain, (1987),"$7,119",,,1 hr 31 min,,Drama
Candy Rain, (2008),"$82,563","$82,563",,1 hr 46 min,,Romance
Candyman, (1992),"$25,792,310","$3,587",,1 hr 39 min,R,Horror;Thriller
Day of the Dead, (1985),"$5,000,000",$897,"$3,500,000",1 hr 41 min,,Horror;Thriller
Candyman: Farewell to the Flesh, (1995),"$13,940,383",,,1 hr 35 min,R,Horror;Thriller
Outside Providence, (1999),"$7,302,522",,"$7,000,000",1 hr 36 min,R,Comedy;Drama;Romance
Cannery Row, (1982),"$5,301,539",,,2 hr,,Drama;Romance
Matilda: The Musical, (2022),"$37,289,659","$37,289,659",,1 hr 57 min,PG,Comedy;Drama;Family;Fantasy;Music;Musical
The Cannonball Run, (1981),"$72,179,579",,,1 hr 35 min,,Action;Comedy;Sport
Cannonball Run II, (1984),"$28,078,073",,,1 hr 48 min,,Action;Comedy
Canola, (2016),"$3,131,694","$3,131,694",,1 hr 57 min,,Drama
Canopy, (2013),"$8,462",,,1 hr 24 min,PG-13,Adventure;Drama;Thriller;War
Un cuento para Olivia, (2008),"$18,546","$18,546",,1 hr 30 min,,Comedy
El cantante, (2006),"$7,556,712","$500,924",,1 hr 46 min,R,Biography;Drama;Music
Cantinflas, (2014),"$6,382,924","$11,615,779",,1 hr 42 min,PG,Biography;Comedy;Drama;Romance
"Mektoub, My Love: Canto Uno", (2017),"$1,200,387","$1,200,387",,3 hr 1 min,,Comedy;Romance
Canvas, (2006),"$35,630","$5,380",,1 hr 41 min,PG-13,Drama
Canyon Passage, (1946),,,,1 hr 32 min,,Western
Cape Fear, (1991),"$79,091,969","$103,200,000",,2 hr 8 min,R,Crime;Thriller
Cape No. 7, (2008),"$18,015,600","$18,015,600",,2 hr 9 min,,Comedy;Drama;Music;Romance
Cape of Good Hope, (2004),"$26,904",,"$3,000,000",1 hr 47 min,PG-13,Comedy;Drama;Romance
Capernaum, (2018),"$1,661,096","$62,755,907",,2 hr 6 min,R,Drama
Captain Ahab, (2007),"$331,302","$331,302",,1 hr 40 min,,Adventure
Capital, (2012),"$101,700","$4,721,149",,1 hr 54 min,R,Drama
Capitalism: A Love Story, (2009),"$14,363,397","$3,073,112","$20,000,000",2 hr 7 min,R,Crime;Documentary;History
Pieces of April, (2003),"$2,528,664","$753,657","$300,000",1 hr 20 min,PG-13,Comedy;Drama
Capone, (2020),"$858,281","$858,281",,1 hr 43 min,R,Biography;Crime;Drama
Caprice, (2015),"$353,885","$353,885",,1 hr 40 min,,Comedy;Romance
Divorce Italian Style, (1961),"$131,467","$131,467",,1 hr 45 min,,Comedy;Drama;Romance
Capricorn One, (1977),$402,$402,,2 hr 3 min,,Action;Adventure;Drama;Thriller
Captain Abu Raed, (2007),"$80,851","$80,851",,1 hr 42 min,,Drama
Captain Alatriste: The Spanish Musketeer, (2006),"$23,482,607","$23,482,607",,2 hr 25 min,,Adventure;Drama;History;Romance;Thriller;War
Captain America: The First Avenger, (2011),"$176,654,505","$193,915,269","$140,000,000",2 hr 4 min,PG-13,Action;Adventure;Sci-Fi
Captain America: Civil War, (2016),"$408,084,349","$746,962,067","$250,000,000",2 hr 27 min,PG-13,Action;Sci-Fi
Captain America: The Winter Soldier, (2014),"$259,766,572","$454,654,931","$170,000,000",2 hr 16 min,PG-13,Action;Adventure;Sci-Fi;Thriller
Captain Blood, (1935),,,,1 hr 59 min,,Action;Adventure;History;Romance
Captain Fantastic, (2016),"$5,879,835","$17,269,371",,1 hr 58 min,R,Comedy;Drama
Captain from Castile, (1947),,,,2 hr 20 min,,Adventure;Drama
Certain Fury, (1985),"$1,381,091",,,1 hr 27 min,,Action;Crime;Drama
Captain Horatio Hornblower, (1951),,,,1 hr 57 min,,Action;Adventure;Drama;War
Captain Hima, (2008),"$1,751,934","$1,751,934",,2 hr,,Comedy;Musical
Captain Kidd, (1945),,,,1 hr 30 min,,Adventure;Biography;Drama;History
Captain Marvel, (2019),"$426,829,839","$704,586,607","$160,000,000",2 hr 3 min,PG-13,Action;Adventure;Sci-Fi
Captain Pantoja and the Special Services, (1999),"$38,380","$38,380",,2 hr 17 min,R,Comedy;Drama
Captain Phillips, (2013),"$107,100,855","$111,690,956","$55,000,000",2 hr 14 min,PG-13,Action;Biography;Crime;Drama;Thriller
Harlock: Space Pirate, (2013),"$18,010,317","$18,010,317",,1 hr 55 min,,Action;Adventure;Animation;Drama;Sci-Fi
Captain Ron, (1992),"$22,518,097",,,1 hr 40 min,PG-13,Adventure;Comedy
Captain Underpants: The First Epic Movie, (2017),"$73,921,000","$51,506,681","$38,000,000",1 hr 29 min,PG,Action;Adventure;Animation;Comedy;Family;Sci-Fi
Captains of the Clouds, (1942),,,,1 hr 54 min,,Action;Drama;War
Captifs, (2010),"$190,312","$190,312",,1 hr 24 min,,Horror;Thriller
Captive, (2015),"$2,583,301","$218,207",,1 hr 37 min,PG-13,Action;Biography;Crime;Drama;History;Thriller
Captive Hearts, (1987),"$73,757",,,1 hr 37 min,,Drama;Romance;War
Queen of the Desert, (2015),"$1,592,853","$1,592,853",,2 hr 8 min,PG-13,Adventure;Biography;Drama;History;Romance
Captive State, (2019),"$5,958,315","$2,850,296",,1 hr 49 min,PG-13,Action;Horror;Sci-Fi;Thriller
Wet Woman in the Wind, (2016),$268,$268,,1 hr 18 min,,Drama;Horror;Romance
The Captive, (2014),"$1,075,178","$1,021,034",,1 hr 52 min,R,Crime;Drama;Mystery;Thriller
Captivity, (2007),"$2,626,800","$8,294,400",,1 hr 36 min,R,Crime;Horror;Mystery;Thriller
Capture the Flag, (2015),"$6,690","$24,597,641",,1 hr 34 min,PG,Adventure;Animation;Comedy;Family;Sci-Fi
China Girl, (1987),"$1,262,091",,,1 hr 30 min,,Crime;Drama;Romance
Split Image, (1982),"$263,635",,,1 hr 51 min,,Drama;Romance
The Over-the-Hill Band, (2009),"$763,381","$763,381",,1 hr 33 min,,Comedy;Drama
Capturing the Friedmans, (2003),"$3,119,113","$957,877",,1 hr 47 min,,Biography;Crime;Documentary
Field of Dreams, (1989),"$64,431,625","$20,000,000",,1 hr 47 min,,Drama;Family;Fantasy;Sport
Caramel, (2007),"$1,055,580","$13,193,169",,1 hr 35 min,PG,Comedy;Drama;Romance
Caramuru: The Invention of Brazil, (2001),"$571,291","$571,291",,1 hr 25 min,,Comedy;Fantasy;Romance
Carancho, (2010),"$85,526","$4,034,486",,1 hr 47 min,,Crime;Drama;Romance;Thriller
Carandiru, (2003),"$216,335","$10,565,300",,2 hr 25 min,R,Crime;Drama
Caravaggio, (1986),"$3,774","$1,704",,1 hr 33 min,,Biography;Drama;History;Romance
Karwaan, (2018),"$182,009","$354,516",,1 hr 54 min,,Adventure;Comedy;Drama
Deep Blue Sea, (1999),"$73,648,142","$91,000,000","$60,000,000",1 hr 45 min,R,Action;Adventure;Sci-Fi;Thriller
Sea of Love, (1989),"$58,571,513","$52,308,000",,1 hr 53 min,,Crime;Drama;Mystery;Romance;Thriller
Caravans, (1978),"$3,930,501",,"$14,000,000",2 hr 7 min,,Action;Adventure;History
Barbie and the Secret Door, (2014),"$1,986,375","$1,986,375",,1 hr 21 min,,Animation;Family
Carbon Copy, (1981),"$9,566,593",,,1 hr 32 min,,Comedy;Drama
Carbon Nation, (2010),"$16,901",,,1 hr 26 min,,Documentary;Family
"One Piece: Episode of Chopper Plus - Bloom in the Winter, Miracle Sakura", (2008),"$8,654,110","$8,654,110",,1 hr 53 min,,Action;Animation;Comedy;Drama;Fantasy
Sonic the Hedgehog 2, (2022),"$190,872,904","$214,548,614",,2 hr 2 min,PG,Action;Adventure;Comedy;Family;Fantasy;Sci-Fi
Care Bears Movie II: A New Generation, (1986),"$8,540,346",,,1 hr 16 min,,Adventure;Animation;Comedy;Family;Fantasy;Musical
The Care Bears Movie, (1985),"$22,934,622",,"$2,000,000",1 hr 17 min,,Adventure;Animation;Comedy;Family;Fantasy;Musical
Taking Care of Business, (1990),"$20,005,435",,,1 hr 48 min,,Comedy
Career Opportunities, (1991),"$11,336,986",,,1 hr 23 min,,Comedy;Romance
Career Girls, (1997),"$2,416,734",,,1 hr 23 min,R,Comedy;Drama
Carefree, (1938),,,,1 hr 23 min,,Comedy;Musical;Romance
Careful What You Wish For, (2015),"$82,230","$82,230",,1 hr 31 min,R,Drama;Thriller
"Careful, He Might Hear You", (1983),"$2,938,179",,,1 hr 50 min,,Drama
Caregiver, (2008),"$3,108,225","$3,108,225",,2 hr 10 min,,Drama
Actresses, (2007),"$2,745,093","$2,745,093",,1 hr 47 min,,Comedy;Drama
Cargo, (2017),"$56,385","$56,385",,1 hr 45 min,,Drama;Horror;Sci-Fi;Thriller
Cargo 200, (2007),"$592,673","$592,673",,1 hr 29 min,,Crime;Drama;Thriller
Curiosa, (2019),"$114,949","$114,949",,1 hr 47 min,,Biography;Drama;History
Carla's Song, (1996),"$25,845",,,2 hr 7 min,,Drama;Romance;War
Carlito's Way, (1993),"$36,948,322","$26,900,000","$30,000,000",2 hr 24 min,R,Crime;Drama;Thriller
"Carlo Giuliani, Boy", (2002),"$82,228","$82,228",,1 hr 15 min,,Documentary
Carlos, (2023),"$432,479","$13,711",,1 hr 27 min,R,Biography;Documentary
The Private Lives of Elizabeth and Essex, (1939),,,,1 hr 46 min,,Biography;Drama;History;Romance
Carman: The Champion, (2001),"$1,765,751",,,1 hr 22 min,PG-13,Action;Drama;Sport
Carmen, (2022),"$103,388","$280,608",,1 hr 56 min,R,Drama;Musical
Annabelle Comes Home, (2019),"$74,152,591","$157,100,000","$30,000,000",1 hr 46 min,R,Horror;Mystery;Thriller
Ice Princess, (2005),"$24,402,491","$3,243,000",,1 hr 38 min,G,Comedy;Drama;Family;Sport
Carnal Knowledge, (1971),"$33,668",$321,,1 hr 38 min,,Comedy;Drama
Mardi Gras: Spring Break, (2011),,,,1 hr 28 min,R,Comedy
Baby Doll, (1956),$51,$51,,1 hr 54 min,,Comedy;Drama
Carriers, (2009),"$104,352","$5,700,927",,1 hr 25 min,PG-13,Adventure;Drama;Horror;Sci-Fi;Thriller
A Dirty Carnival, (2006),"$10,371,998","$10,371,998",,2 hr 20 min,,Action;Crime;Drama
The Devil Is a Woman, (1935),"$2,495","$2,495",,1 hr 19 min,,Comedy;Drama;Romance
Blizzard of Souls, (2019),"$8,750","$8,750",,1 hr 44 min,,Action;Drama;History;War
Carnosaur, (1993),"$1,753,979",,,1 hr 23 min,R,Horror;Sci-Fi
Carny, (1980),"$1,817,720",,,1 hr 47 min,,Drama
Dear Diary, (1993),"$173,757","$173,757",,1 hr 40 min,,Biography;Comedy;Drama
Carolina, (2003),"$308,641","$308,641",,1 hr 36 min,PG-13,Comedy;Drama;Romance
Chimes at Midnight, (1965),"$126,724",,,1 hr 59 min,,Comedy;Drama;History;War
The Miracle Season, (2018),"$10,230,620",,,1 hr 41 min,PG,Drama;Sport
Carousel, (1956),$529,,,2 hr 8 min,,Drama;Fantasy;Musical
Carried Away, (1996),"$290,978",,,1 hr 49 min,R,Drama;Romance
Carrington, (1995),"$3,242,342",,,2 hr 1 min,R,Biography;Drama;Romance
Carry on Jatta, (2012),"$648,911","$648,911",,2 hr 23 min,,Comedy
London Has Fallen, (2016),"$62,524,260","$143,230,187","$60,000,000",1 hr 39 min,R,Action;Thriller
On the Come Up, (2022),"$236,153",,,1 hr 56 min,PG-13,Comedy;Drama;Music
A Million Ways to Die in the West, (2014),"$43,139,300","$44,050,456","$40,000,000",1 hr 56 min,R,Comedy;Western
Cars 3, (2017),"$152,901,115","$231,029,541",,1 hr 42 min,G,Adventure;Animation;Comedy;Family;Sport
Love Letters, (1983),"$5,269,990",,,1 hr 28 min,,Drama;Romance
Cartel Land, (2015),"$704,352","$441,571",,1 hr 40 min,R,Documentary
In Flames, (2023),"$1,990","$1,990",,1 hr 38 min,,Drama;Horror
Boonie Bears: To the Rescue, (2014),"$40,521,387","$40,521,387",,1 hr 35 min,,Action;Adventure;Animation;Comedy;Family
Cartouches gauloises, (2007),"$502,392","$502,392",,1 hr 32 min,,Drama
Twilight of the Warriors: Walled In, (2024),"$336,023","$16,775,098",,2 hr 6 min,R,Action;Crime;Thriller
Carved: The Slit-Mouthed Woman, (2007),"$189,229","$189,229",,1 hr 30 min,,Drama;Horror;Thriller
Mountains of the Moon, (1990),"$4,011,793",,,2 hr 16 min,,Adventure;Drama;History;Mystery
House of Sand, (2005),"$539,285","$638,890",,1 hr 55 min,R,Drama
Empire Records, (1995),"$273,188",,,1 hr 30 min,PG-13,Comedy;Drama;Music;Romance
Casa de los babys, (2003),"$478,031","$47,684",,1 hr 35 min,R,Drama
Casa de mi Padre, (2012),"$5,909,483","$2,537,469",,1 hr 25 min,R,Comedy;Western
The Frozen Ground, (2013),"$5,617,460","$5,617,460",,1 hr 45 min,R,Biography;Crime;Drama;Mystery;Thriller
Recollections of the Yellow House, (1989),"$1,382","$1,382",,2 hr 2 min,,Adventure;Comedy;Drama
Casablanca, (1942),"$4,219,709","$464,710","$950,000",1 hr 42 min,PG,Drama;Romance;War
Casanova, (2005),"$11,304,403","$26,387,241",,1 hr 52 min,R,Adventure;Comedy;Drama;Romance
Casanova Brown, (1944),,,,1 hr 34 min,,Comedy;Drama;Romance
Big Night, (1996),"$12,008,376",,,1 hr 49 min,R,Drama;Romance
Rock the Casbah, (2013),"$288,128","$288,128",,1 hr 40 min,,Comedy;Drama
Closer to Heaven, (2009),"$13,301,443","$13,301,443",,2 hr 1 min,,Drama;Romance
Detective Conan: Crossroad in the Ancient Capital, (2003),"$24,342,320","$24,342,320",,1 hr 48 min,,Action;Adventure;Animation;Crime;Drama;Mystery;Thriller
Detective Conan: Full Score of Fear, (2008),"$23,760,176","$23,760,176",,1 hr 56 min,,Action;Adventure;Animation;Crime;Family;Mystery;Thriller
Detective Conan: Jolly Roger in the Deep Azure, (2007),"$22,053,994","$22,053,994",,1 hr 46 min,,Action;Adventure;Animation;Crime;Drama;Family;Mystery;Thriller
Detective Conan: Magician of the Silver Sky, (2004),"$22,618,511","$22,618,511",,1 hr 48 min,,Action;Animation;Comedy;Crime;Drama;Mystery;Thriller
Detective Conan: Quarter of Silence, (2011),"$42,808,575","$42,808,575",,1 hr 49 min,,Action;Adventure;Animation;Crime;Family;Mystery;Thriller
Detective Conan: Strategy Above the Depths, (2005),"$20,768,817","$20,768,817",,1 hr 48 min,,Action;Adventure;Animation;Comedy;Crime;Drama;Family;Mystery;Thriller
Detective Conan: The Eleventh Striker, (2012),"$44,369,456","$44,369,456",,1 hr 50 min,,Action;Adventure;Animation;Crime;Drama;Family;Mystery;Sport;Thriller
The Germans: Case Closed, (2021),"$2,472","$2,472",,,,
Detective Conan: The Lost Ship in the Sky, (2010),"$36,407,407","$36,407,407",,1 hr 43 min,,Action;Adventure;Animation;Crime;Family;Mystery;Thriller
Detective Conan: The Phantom of Baker Street, (2002),"$24,387,667","$24,387,667",,1 hr 38 min,,Adventure;Animation;Drama;Mystery
Detective Conan: The Private Eyes' Requiem, (2006),"$26,251,232","$26,251,232",,1 hr 51 min,,Action;Adventure;Animation;Crime;Family;Mystery;Thriller
Detective Conan: The Raven Chaser, (2009),"$39,664,359","$39,664,359",,1 hr 51 min,,Action;Adventure;Animation;Crime;Family;Mystery;Thriller
A Case for Love, (2024),,,,,,Documentary
Touch of Evil, (1958),"$2,247,465","$37,598",,1 hr 35 min,PG-13,Crime;Drama;Film-Noir;Thriller
Night of the Missing, (2023),"$10,539","$10,539",,1 hr 13 min,,Horror;Mystery;Thriller
Bad Times at the El Royale, (2018),"$17,839,115","$14,043,609","$32,000,000",2 hr 21 min,R,Crime;Drama;Mystery;Thriller
The Coast Guard, (2002),"$2,442,863","$2,442,863",,1 hr 31 min,R,Drama;War
Finders Keepers, (1984),"$1,467,396",,,1 hr 36 min,,Comedy
Tango & Cash, (1989),"$63,408,614",,,1 hr 44 min,,Action;Comedy;Crime;Thriller
Cashback, (2006),"$25,343","$2,268,948",,1 hr 42 min,R,Comedy;Drama;Romance
Meet the Spartans, (2008),"$38,233,676","$47,663,917",,1 hr 27 min,PG-13,Comedy;Fantasy
Fading Gigolo, (2013),"$3,769,873","$18,936,431",,1 hr 30 min,R,Comedy;Romance
Casino, (1995),"$42,512,375","$73,600,000",,2 hr 58 min,R,Crime;Drama
Casino Jack, (2010),"$1,042,959","$187,974","$12,500,000",1 hr 48 min,R,Biography;Comedy;Crime;Drama
Casino Jack and the United States of Money, (2010),"$176,865",,,1 hr 58 min,R,Documentary
Casper, (1995),"$100,439,549","$187,600,000",,1 hr 40 min,PG,Comedy;Family;Fantasy
Casper and Emma's Wonderful Christmas, (2014),"$1,840,577","$1,840,577",,1 hr 13 min,,Family
Casque d'Or, (1952),"$1,413","$1,413",,1 hr 39 min,,Crime;Drama;Romance
Cass, (2008),"$241,369","$241,369",,1 hr 48 min,,Biography;Crime;Drama
Cassadaga, (2011),"$2,544",,,1 hr 52 min,R,Horror;Thriller
Cassandra's Dream, (2007),"$973,018","$21,714,621",,1 hr 48 min,PG-13,Crime;Drama;Romance;Thriller
Casshern, (2004),"$12,636,656","$12,636,656","$6,000,000",2 hr 22 min,,Action;Sci-Fi
Song to a Lady in the Shadow, (2022),$356,$356,,,,
Castaway on the Moon, (2009),"$3,732,224","$3,732,224",,1 hr 56 min,,Comedy;Drama;Romance
The Last Castle, (2001),"$18,244,060","$9,398,647","$72,000,000",2 hr 11 min,R,Action;Drama;Thriller
Casting By, (2012),"$18,164","$4,333",,1 hr 29 min,,Biography;Documentary
Up in the Air, (2009),"$83,823,381","$83,019,358","$25,000,000",1 hr 49 min,R,Comedy;Drama;Romance
Castle in the Sky, (1986),"$523,664","$5,693,845",,2 hr 4 min,,Adventure;Animation;Family;Fantasy
Castle Keep, (1969),,,,1 hr 47 min,,Action;Comedy;Drama;Romance;War
Journal 64, (2018),"$470,308","$470,308",,1 hr 59 min,,Crime;Mystery;Thriller
Moscow on the Hudson, (1984),"$25,068,724",,,1 hr 55 min,,Comedy;Drama;Romance
The Hobbit: The Battle of the Five Armies, (2014),"$255,138,261","$707,063,077",,2 hr 24 min,PG-13,Adventure;Fantasy
Sueños y pan, (2023),$543,$543,,1 hr 33 min,,Comedy;Drama
Casual Sex?, (1988),"$12,277,096",,,1 hr 37 min,,Comedy
Casualties of War, (1989),"$18,671,317",,,1 hr 53 min,,Action;Crime;Drama;War
Cat and Dog, (2024),"$10,740,923","$10,740,923",,1 hr 26 min,,Comedy
Cat City, (1986),"$14,937","$14,937",,1 hr 36 min,,Adventure;Animation;Comedy;Crime;Family;Sci-Fi
Cat on a Hot Tin Roof, (1958),$316,$316,,1 hr 48 min,,Drama
Cat People, (1982),"$7,000,000",,,1 hr 58 min,,Fantasy;Horror;Thriller
Cat Run, (2011),"$30,000","$35,708",,1 hr 46 min,R,Action;Comedy
Take Care of My Cat, (2001),"$9,866","$54,725",,1 hr 52 min,,Drama
Cat's Eye, (1985),"$13,086,298",,,1 hr 34 min,,Comedy;Horror;Thriller
Amazon Women on the Moon, (1987),"$548,696",,,1 hr 25 min,,Comedy;Sci-Fi
Catacombs, (2007),"$2,455,422","$2,455,422",,1 hr 32 min,R,Horror;Thriller
Aattam, (2023),"$21,447","$21,447",,2 hr 19 min,,Drama;Mystery;Thriller
Catch .44, (2011),"$291,742","$291,742",,1 hr 34 min,R,Action;Thriller
Catch a Fire, (2006),"$4,299,773","$1,410,463",,1 hr 41 min,PG-13,Biography;Drama;History
Catch and Release, (2006),"$15,539,051","$623,529","$25,000,000",2 hr 4 min,PG-13,Comedy;Drama;Romance
Catch Me If You Can, (2002),"$164,615,351","$187,498,961","$52,000,000",2 hr 21 min,PG-13,Biography;Crime;Drama
Catch Me... I'm in Love, (2011),"$2,785,978","$2,785,978",,1 hr 50 min,,Comedy;Drama;Romance
My Soul to Take, (2010),"$14,744,435","$6,756,378","$25,000,000",1 hr 47 min,R,Horror;Mystery;Thriller
Catch-22, (1970),,,,2 hr 2 min,,Comedy;Drama;War
The Roads Not Taken, (2020),"$3,518","$101,921",,1 hr 25 min,R,Drama
A Stork's Journey 2, (2023),"$7,196,072","$7,196,072",,1 hr 24 min,PG,Adventure;Animation;Family;Fantasy
Until the End of the World, (1991),"$829,625",,,4 hr 47 min,R,Action;Drama;Sci-Fi;Thriller
Caterina in the Big City, (2003),"$296,464","$4,110,962",,1 hr 47 min,,Comedy;Drama
Caterpillar, (2010),"$4,157","$247,765",,1 hr 25 min,,Drama;History;War
Catfish, (2010),"$3,237,343","$296,368",,1 hr 27 min,PG-13,Documentary;Drama;Mystery;Thriller
Catfish in Black Bean Sauce, (1999),"$1,319,592",,,1 hr 59 min,PG-13,Comedy;Drama
The Scarlet Empress, (1934),"$3,353","$3,353",,1 hr 44 min,,Drama;History;Romance;War
The Catholic School, (2021),"$1,759,031","$1,759,031",,1 hr 46 min,,Drama
The Hallow, (2015),"$13,906","$1,848,501",,1 hr 37 min,,Fantasy;Horror;Thriller
Cats, (2019),"$27,166,770","$48,392,155","$95,000,000",1 hr 50 min,PG,Comedy;Drama;Family;Fantasy;Musical
Cats Don't Dance, (1997),"$3,566,637",,,1 hr 15 min,,Animation;Comedy;Family;Fantasy;Musical
Cats in the Museum, (2023),"$9,024,002","$9,024,002",,1 hr 23 min,,Adventure;Animation;Comedy;Family
Cattle Annie and Little Britches, (1980),"$534,816",,,1 hr 37 min,,Drama;Western
Dragon Ball Z: Battle of Gods, (2013),"$2,553,002","$47,908,369",,1 hr 25 min,,Action;Adventure;Animation;Comedy;Family;Fantasy;Sci-Fi
King of My Castle, (2024),"$2,059,546","$2,059,546",,1 hr 49 min,,Comedy
Bad Actor, (2023),"$701,255","$701,255",,2 hr 9 min,,Drama
The Return of Don Camillo, (1953),"$127,840","$127,840",,1 hr 55 min,,Comedy
Caught, (2017),,,,1 hr 26 min,,Horror;Sci-Fi
Caught in the Crossfire, (2010),"$11,850","$11,850",,1 hr 25 min,R,Crime;Thriller
Caught in the Net, (2020),"$2,895,372","$2,895,372",,1 hr 40 min,,Crime;Documentary
Singin' in the Rain, (1952),"$1,884,537","$190,921",,1 hr 43 min,G,Comedy;Musical;Romance
Caught in the Web, (2012),"$1,067","$13,966",,1 hr 57 min,,Drama
Caught in Time, (2020),"$80,543,319","$80,543,319",,1 hr 35 min,,Action;Crime;Drama;Thriller
Caught Up, (1998),"$6,754,958",,,1 hr 37 min,R,Crime;Drama;Thriller
"Caution, Hazardous Wife: The Movie", (2021),"$10,356,359","$10,356,359",,1 hr 59 min,,Action;Adventure;Drama
