Name,Year,Domestic,Foreign,Budget,Runtime,Rating,Genre
Our Little Sister, (2015),"$467,555","$15,478,554",,2 hr 7 min,PG,Drama;Family
Showdown in Little Tokyo, (1991),"$2,275,557",,,1 hr 19 min,R,Action;Comedy;Crime;Thriller
My Little Pony: The Movie, (2017),"$21,885,107","$38,445,726","$6,500,000",1 hr 39 min,PG,Adventure;Animation;Comedy;Family;Fantasy;Music;Musical
Tough Guys, (1986),"$21,458,229",,,1 hr 44 min,,Comedy;Crime
Little Nicholas' Treasure, (2021),"$4,858,613","$4,858,613",,1 hr 43 min,,Comedy;Family
Little Vera, (1988),"$1,262,598",,,2 hr 8 min,,Drama;Romance
Little Voice, (1998),"$4,611,784",,,1 hr 37 min,R,Comedy;Drama;Music;Romance
Doraemon the Movie: Nobita's Little Star Wars 2021, (2022),"$22,044,058","$22,044,058",,1 hr 48 min,,Action;Adventure;Animation;Comedy;Family;Fantasy;Sci-Fi
Little White Lies 2, (2019),"$23,623,665","$23,623,665",,2 hr 14 min,,Comedy;Drama;Family;Romance
Little Zizou, (2008),"$405,648","$405,648",,1 hr 36 min,,Drama;Family
My Left Foot, (1989),"$14,743,391",,,1 hr 43 min,,Biography;Drama
Westlife - The Twenty Tour Live, (2019),"$1,200,076","$1,200,076",,2 hr,,Music
Five Nights at Freddy's 2, (2025),,,,,,Horror;Mystery;Thriller
A Little Princess, (1995),"$10,015,449",,,1 hr 37 min,,Drama;Family;Fantasy
Animals in Love, (2007),"$1,196,841","$1,196,841",,1 hr 25 min,,Documentary
Monty Python Live at the Hollywood Bowl, (1982),"$327,958",,,1 hr 21 min,,Comedy;Documentary;Musical
Royal Opera House: Faust, (2019),"$8,046","$8,046",,3 hr 45 min,,Thriller
The Scorpion King, (2002),"$91,047,077","$89,583,830","$60,000,000",1 hr 32 min,PG-13,Action;Adventure;Fantasy
House at the End of the Street, (2012),"$31,611,916","$12,675,215","$10,000,000",1 hr 41 min,PG-13,Drama;Horror;Mystery;Thriller
National Theatre Live: The Seagull, (2022),"$526,606","$526,606",,2 hr 44 min,,Drama
Billie Eilish Live at the O2, (2023),"$1,290,000","$833,117",,1 hr 45 min,,Documentary;Music
Live!, (2007),"$2,228,368","$2,228,368",,1 hr 36 min,R,Drama
Live by Night, (2016),"$10,378,555","$12,400,000",,2 hr 9 min,R,Crime;Drama;Thriller
Manchester by the Sea, (2016),"$47,695,371","$31,292,777","$9,000,000",2 hr 17 min,R,Drama
National Theatre Live: The Habit of Art, (2010),"$53,865","$53,865",,3 hr,,Comedy;Drama
Love Is the Devil: Study for a Portrait of Francis Bacon, (1998),"$354,004",,,1 hr 27 min,,Biography;Drama;Romance
Five Feet Apart, (2019),"$45,729,221","$46,830,689","$7,000,000",1 hr 56 min,PG-13,Drama;Romance
Live Flesh, (1997),"$1,785,901",,,1 hr 43 min,R,Drama
"Love, Charlie: The Rise and Fall of Chef Charlie Trotter", (2021),"$18,757",,,1 hr 36 min,,Documentary
Live Freaky Die Freaky, (2006),"$11,290",,,1 hr 15 min,,Animation;Comedy;Musical;Sci-Fi
Live Free or Die Hard, (2007),"$134,529,403","$253,626,608","$110,000,000",2 hr 8 min,PG-13,Action;Thriller
Live from New York!, (2015),,,,1 hr 30 min,,Biography;Comedy;Documentary;News
Take That: Live from the O2: Encore, (2015),"$1,553,608","$1,553,608",,2 hr 23 min,,Music
From the Dark, (2014),"$65,057","$65,057",,1 hr 30 min,,Horror;Thriller
Great Performances at the Met, (1977),"$16,159","$16,159",,3 hr,,Music;Musical
Depeche Mode: Live in Berlin, (2014),"$14,796","$14,796",,2 hr 10 min,,Documentary;Music
Lost in London, (2017),"$82,002","$82,002",,1 hr 43 min,,Comedy;Drama
Turn It Up, (2000),"$1,247,949",,"$13,000,000",1 hr 26 min,,Action;Crime;Drama;Music
Love Letters and Live Wires, (2008),"$13,433","$13,433",,,,
To Die Like a Man, (2009),"$4,029",$926,,2 hr 14 min,,Drama;Music
Love and Monsters, (2020),"$1,070,714",,,1 hr 49 min,PG-13,Action;Adventure;Comedy;Fantasy;Sci-Fi
Live Nude Girls, (1995),"$23,808",,,1 hr 35 min,R,Comedy
"Live Twice, Love Once", (2019),"$359,906","$359,906",,1 hr 41 min,,Comedy;Drama
Live Wire, (1992),,,,1 hr 25 min,R,Action;Drama;Thriller
Live-In Maid, (2004),"$200,433","$417,831",,1 hr 23 min,,Drama
"I'm Sorry, I Love You", (2004),"$12,024","$12,024",,1 hr 10 min,,Drama;Romance
The Private Lives of Elizabeth and Essex, (1939),,,,1 hr 46 min,,Biography;Drama;History;Romance
The Lives of Others, (2006),"$11,286,112","$66,386,039","$2,000,000",2 hr 17 min,R,Drama;Mystery;Thriller
Cosas que hacen que la vida valga la pena, (2004),"$924,100","$924,100",,1 hr 30 min,,Comedy;Drama
Ganado o Desierto, (2023),"$2,470","$2,470",,1 hr 24 min,,Documentary
We Have Always Lived in the Castle, (2018),"$80,094","$80,094",,1 hr 35 min,,Drama;Horror;Mystery;Thriller
I'm Livin' It, (2019),"$989,423","$989,423",,1 hr 54 min,,Drama
Livin' Large!, (1991),"$5,467,959",,,1 hr 36 min,R,Comedy;Drama
Larger Than Life, (1996),"$8,315,693",,,1 hr 33 min,PG,Comedy;Family
Living, (2022),"$3,038,113","$9,339,197",,1 hr 42 min,PG-13,Drama
The Dead Girl, (2006),"$19,875","$885,416",,1 hr 25 min,R,Crime;Drama;Mystery;Thriller
Living in a Big Way, (1947),,,,1 hr 44 min,,Comedy;Musical
A Perfect World, (1993),"$31,130,999","$104,000,000",,2 hr 18 min,PG-13,Crime;Drama;Thriller
Living in Oblivion, (1995),"$1,111,790",,,1 hr 30 min,R,Comedy;Drama
Living in Emergency, (2008),"$32,208",,,1 hr 33 min,,Documentary
Living Is Easy with Eyes Closed, (2013),"$11,600","$3,063,569",,1 hr 48 min,,Comedy;Drama
Living It Up, (1954),,,,1 hr 35 min,,Comedy;Musical
On the Edge, (2009),"$224,833","$224,833",,1 hr 38 min,,Drama
Living on Love Alone, (2010),"$127,722","$127,722",,1 hr 25 min,,Drama
Living Out Loud, (1998),"$12,905,901","$2,704,398","$20,000,000",1 hr 40 min,R,Comedy;Drama;Romance
Living Proof, (2017),"$9,512",,,1 hr 33 min,,Biography;Documentary
Goal II: Living the Dream, (2007),"$225,067","$7,639,838",,1 hr 55 min,PG-13,Drama;Sport
"Living Together, Enjoying Together", (2008),"$32,772","$32,772",,,,
Playing with Sharks: The Valerie Taylor Story, (2021),"$61,851","$61,851",,1 hr 35 min,,Adventure;Documentary
Mona Lisa, (1986),"$5,794,184",,,1 hr 44 min,,Crime;Drama;Romance;Thriller
Lizzie, (2018),"$642,157","$202,629",,1 hr 45 min,R,Biography;Crime;Drama;Mystery;Thriller
The Way Way Back, (2013),"$21,506,546","$4,968,374",,1 hr 43 min,PG-13,Comedy;Drama
Say Anything, (1989),"$20,781,385","$733,811",,1 hr 40 min,,Comedy;Drama;Romance
The Conqueror, (1956),,,,1 hr 51 min,,Adventure;Biography;History;Romance;War
Kidulthood, (2006),"$849,650","$849,650",,1 hr 29 min,R,Crime;Drama;Romance
Lo and Behold: Reveries of the Connected World, (2016),"$594,912","$170,884",,1 hr 38 min,PG-13,Documentary
Lo mejor que le puede pasar a un cruasán, (2003),"$877,062","$877,062",,1 hr 43 min,,Comedy;Mystery
The Bachelor, (1999),"$21,760,240","$15,151,377","$51,000,000",1 hr 41 min,PG-13,Comedy;Romance
Lo sposo indeciso che non poteva o forse non voleva più uscire dal bagno, (2023),"$4,021","$4,021",,1 hr 37 min,,Drama;Romance
Lo spazio bianco, (2009),"$1,448,733","$1,448,733",,1 hr 36 min,,Drama
Uncle Boonmee Who Can Recall His Past Lives, (2010),"$184,292","$1,030,132",,1 hr 54 min,,Drama;Fantasy
Loaded, (1994),"$44,231",,,1 hr 48 min,R,Drama;Mystery;Thriller
Loaded Weapon 1, (1993),"$27,979,399",,,1 hr 24 min,PG-13,Action;Comedy;Crime
The Beach Loafer, (2004),"$473,446","$473,446",,1 hr 35 min,,Comedy;Drama;Romance
Loafing and Camouflage: Sirens at Land, (2011),"$1,573,762","$1,573,762",,1 hr 41 min,,Comedy
Loan Shark, (2021),"$18,950","$18,950",,1 hr 30 min,,Crime;Drama
LOC: Kargil, (2003),"$621,103",,,4 hr 15 min,,Action;Drama;History;War
The Mighty Quinn, (1989),"$4,557,214",,,1 hr 38 min,,Action;Crime;Drama;Mystery;Thriller
Local Color, (2006),"$32,788",,"$3,000,000",1 hr 47 min,R,Drama
Local Hero, (1983),"$5,895,761","$79,459",,1 hr 51 min,,Comedy;Drama
Incident at Loch Ness, (2004),"$37,493",,,1 hr 34 min,PG-13,Adventure;Comedy;Fantasy;Horror;Mystery;Sci-Fi;Thriller
Lockout, (2012),"$14,326,864","$18,621,249","$20,000,000",1 hr 35 min,PG-13,Action;Sci-Fi;Thriller
Lock Up, (1989),"$22,099,847",,,1 hr 49 min,,Crime;Drama;Thriller
"Lock, Stock and Two Smoking Barrels", (1998),"$3,753,929",,,1 hr 47 min,R,Comedy;Crime
Lockdown, (2000),"$449,482",,,1 hr 45 min,R,Drama;Thriller
Locke, (2013),"$1,375,769","$3,714,839",,1 hr 25 min,R,Drama
Superman, (1978),"$134,478,449","$166,000,000","$55,000,000",2 hr 23 min,PG,Action;Adventure;Sci-Fi
Locked-in Society, (2022),$212,"$2,773,478",,1 hr 41 min,R,Comedy
Tus Feromonas Me Matan, (2019),"$105,412","$105,412",,1 hr 39 min,,Comedy;Drama;Romance
Fool for Love, (1985),"$836,156",,,1 hr 46 min,,Drama
The Loft, (2014),"$6,002,684","$5,017,718",,1 hr 48 min,R,Mystery;Romance;Thriller
Logan Lucky, (2017),"$27,780,977","$20,672,628","$29,000,000",1 hr 58 min,PG-13,Action;Comedy;Crime;Drama
Logan's Run, (1977),$77,$77,,1 hr 14 min,,Adventure;Sci-Fi
Loggerheads, (1978),"$17,220","$17,220",,1 hr 34 min,,Comedy
Motorama, (1991),"$10,535",,,1 hr 30 min,R,Adventure;Comedy;Drama;Fantasy;Mystery;Sci-Fi;Thriller
Aloha, (2015),"$21,067,116","$5,182,904","$37,000,000",1 hr 45 min,PG-13,Comedy;Drama;Romance
Lohusa, (2024),"$8,809,952","$8,809,952",,1 hr 58 min,,Comedy
Far, (2001),"$450,824","$450,824",,2 hr,,Drama
Far from Men, (2014),"$5,336","$1,136,097",,1 hr 41 min,,Drama;War
Loins of Punjab Presents, (2007),"$39,891",,,1 hr 28 min,,Comedy;Music
Meet Me in St. Louis, (1944),"$415,008","$85,377","$1,700,000",1 hr 53 min,,Comedy;Drama;Family;Musical;Romance
LOL, (2012),"$10,578,643","$10,578,643",,1 hr 37 min,PG-13,Comedy;Drama;Romance
LOL (Laughing Out Loud), (2008),"$32,764,784","$32,764,784",,1 hr 43 min,,Comedy;Romance
Lola, (2024),,,,1 hr 24 min,,Drama
Lola Montès, (1955),"$120,306","$182,869",,1 hr 56 min,,Biography;Drama;Romance
Run Lola Run, (1998),"$7,647,184","$5,973",,1 hr 21 min,R,Action;Crime;Thriller
Lola Versus, (2012),"$252,603","$203,151",,1 hr 27 min,R,Comedy
Lolita, (1997),"$1,071,255",,"$62,000,000",2 hr 17 min,R,Drama;Romance
Lolly-Madonna XXX, (1973),,,,1 hr 45 min,,Action;Crime;Drama;Thriller
Formidable, (2007),"$11,662","$11,662",,1 hr 30 min,,Drama
Lolo, (2015),"$24,134","$7,639,664",,1 hr 39 min,,Comedy
The Lorax, (2012),"$214,494,550","$134,809,816","$70,000,000",1 hr 26 min,PG,Adventure;Animation;Comedy;Drama;Family;Fantasy;Musical
London, (2005),"$20,361",,,1 hr 32 min,R,Drama;Romance
After Midnight, (1989),"$76,325",,,1 hr 33 min,,Horror;Thriller
London Boulevard, (2010),"$16,075","$8,291,152",,1 hr 43 min,R,Crime;Drama
London Dreams, (2009),"$300,293","$317,774",,2 hr 26 min,,Drama;Music
London Has Fallen, (2016),"$62,524,260","$143,230,187","$60,000,000",1 hr 39 min,R,Action;Thriller
London Paris New York, (2012),"$196,317","$196,317",,1 hr 40 min,PG-13,Romance
London River, (2009),"$7,200","$2,075,526",,1 hr 24 min,,Drama;Mystery
London to Brighton, (2006),"$6,700","$442,981",,1 hr 25 min,R,Crime;Drama;Thriller
London Town, (2016),"$1,126","$1,126",,1 hr 32 min,R,Drama;Music
Brian Wilson: Long Promised Road, (2021),"$1,626","$1,626",,1 hr 33 min,,Biography;Documentary;History;Music
Here Alone, (2016),"$25,043","$25,043",,1 hr 38 min,,Drama;Horror;Sci-Fi;Thriller
The Long Riders, (1980),"$15,795,189",,,1 hr 40 min,,Biography;Crime;Drama;Western
Lone Star, (1996),"$12,408,986","$12,597",,2 hr 15 min,R,Drama;Mystery;Western
Three Christs, (2017),"$36,723",,,1 hr 49 min,R,Drama
Lone Survivor, (2013),"$125,095,601","$29,707,311","$40,000,000",2 hr 1 min,R,Action;Biography;Drama;War
Lone Wolf, (2021),"$3,095","$3,095",,1 hr 43 min,,Drama;Sci-Fi;Thriller
Lone Wolf McQuade, (1983),"$12,232,628",,,1 hr 47 min,,Action;Crime;Drama;Romance;Thriller;Western
The Music Lovers, (1971),$514,,,2 hr 3 min,,Biography;Comedy;Drama;Music
Lonely Hearts, (2006),"$188,565","$2,332,270",,1 hr 48 min,R,Biography;Crime;Drama;History;Romance;Thriller
A Loner, (2017),"$44,311","$44,311",,1 hr 28 min,,Drama
Lonesome, (2022),"$7,000","$7,000",,1 hr 35 min,,Drama
Lonesome Jim, (2005),"$154,187","$28,191",,1 hr 35 min,R,Comedy;Drama
The Bounty, (1984),"$8,613,462",,,2 hr 12 min,,Adventure;Drama;History;Romance
Long Time Dead, (2002),"$22,667,193","$22,667,193",,1 hr 34 min,R,Horror;Thriller
Dark Night, (2016),$363,$363,,1 hr 25 min,,Drama
Long Day's Journey Into Night, (1962),,,,2 hr 54 min,,Drama
Long Day's Journey Into Night, (2018),"$521,365","$41,619,629",,2 hr 18 min,Not Rated,Drama;Mystery;Romance
Long Live the King, (2019),"$7,801,577","$7,801,577",,1 hr 58 min,,Action;Comedy;Crime;Drama;Romance
The Long Dumb Road, (2018),"$4,667",,,1 hr 30 min,R,Comedy
Going Upriver, (2004),"$614,138",,,1 hr 27 min,PG-13,Biography;Documentary;History
Long Live Life, (1984),"$258,397","$258,397",,1 hr 46 min,,Comedy;Drama;Mystery;Sci-Fi;Thriller
The Bride & The Grooms, (2009),"$5,995",,,1 hr 39 min,,Comedy;Romance
The Last Song, (2010),"$62,950,384","$26,186,663","$20,000,000",1 hr 48 min,PG,Drama;Music;Romance
"So Long, My Son", (2019),"$8,096,596","$8,096,596",,3 hr 5 min,,Drama
Long Night's Journey Into Day, (2000),"$50,715",,,1 hr 34 min,,Documentary
Sidemen: Long Road to Glory, (2016),"$31,399",,,1 hr 17 min,,Biography;Documentary;History;Music
Danger Close, (2019),"$2,092,198","$2,092,198",,1 hr 58 min,R,Action;Drama;War
Long Long Time Ago, (2016),"$2,951,207","$2,951,207",,1 hr 47 min,,Comedy;Drama
Mandela: Long Walk to Freedom, (2013),"$8,323,085","$19,662,703",,2 hr 21 min,PG-13,Biography;Drama;History
Long Weekend, (1978),$365,,,1 hr 37 min,,Horror;Mystery;Thriller
Hard Luck Love Song, (2020),"$69,746",,,1 hr 44 min,R,Romance;Thriller
The Legend of Longwood, (2014),"$41,807","$41,807",,1 hr 39 min,PG,Adventure;Drama;Family
The Town, (2010),"$92,186,262","$61,839,874","$37,000,000",2 hr 5 min,R,Crime;Drama;Thriller
Home for the Holidays, (1995),"$17,519,169",,,1 hr 43 min,PG-13,Comedy;Drama;Romance
Longing, (2024),"$199,630","$199,630",,1 hr 51 min,R,Comedy;Drama
Longlegs, (2024),"$74,346,140","$52,595,342",,1 hr 41 min,R,Crime;Horror;Thriller
Long Shot, (2019),"$30,316,271","$23,557,538","$40,000,000",2 hr 5 min,R,Comedy;Romance
Longtime Companion, (1989),"$4,609,953",,,1 hr 36 min,,Drama;Romance
Look Back, (2024),"$1,990,545","$10,648,449",,58 min,,Animation;Drama
Look at Me, (2004),"$1,737,308","$16,992,443",,1 hr 50 min,PG-13,Comedy;Drama;Music;Romance
"Ó Pai, Ó: Look at This", (2007),"$1,519,302","$1,519,302",,1 hr 36 min,,Comedy;Drama;Musical
Look Back in Anger, (1959),"$7,593","$7,593",,1 hr 38 min,,Drama
To Every You I've Loved Before, (2022),"$53,146","$53,146",,1 hr 42 min,,Animation;Fantasy;Romance;Sci-Fi
Look Both Ways, (2005),"$105,067","$2,480,966",,1 hr 40 min,PG-13,Drama;Mystery;Romance
Look for a Star, (2009),"$17,386,063","$17,386,063",,1 hr 57 min,,Comedy;Romance
Corporal vs. Napoleon, (2012),"$10,365,684","$10,365,684",,1 hr 20 min,,Comedy
Blow Out, (1981),"$12,000,000","$1,495",,1 hr 48 min,,Crime;Drama;Mystery;Thriller
Please Make Me Look Pretty, (2020),"$115,073","$115,073",,1 hr 26 min,,Documentary
What Ever Happened to Baby Jane?, (1962),"$3,238","$3,238",,2 hr 14 min,,Drama;Horror;Thriller
Look Who's Back, (2015),"$25,513,752","$25,513,752",,1 hr 56 min,,Comedy;Drama;Fantasy
Look Who's Talking, (1989),"$140,088,813","$156,911,000",,1 hr 33 min,,Comedy
Look Who's Talking Now, (1993),"$10,340,263",,,1 hr 36 min,PG-13,Comedy;Family;Romance
Look Who's Talking Too, (1990),"$47,789,074",,,1 hr 21 min,,Comedy;Family;Romance
Looker, (1981),,,,1 hr 33 min,,Drama;Sci-Fi;Thriller
Lookin' to Get Out, (1982),"$946,461",,"$17,000,000",1 hr 45 min,R,Comedy
Blast from the Past, (1999),"$26,511,114","$13,751,906","$35,000,000",1 hr 52 min,PG-13,Comedy;Drama;Romance;Sci-Fi
Looking for an Echo, (2000),"$13,465",,,1 hr 37 min,R,Drama;Music
Looking for Comedy in the Muslim World, (2005),"$888,975","$26,674",,1 hr 38 min,PG-13,Comedy
Looking for Eric, (2009),"$55,804","$11,594,922",,1 hr 56 min,,Comedy;Drama;Fantasy;Sport
Looking for Kitty, (2004),"$4,480",,,1 hr 35 min,R,Comedy;Drama
Looking for love, (2018),"$125,587","$125,587",,1 hr 30 min,,Comedy
Looking for Mr. Goodbar, (1977),"$22,512,655",,,2 hr 16 min,,Drama
Looking for Richard, (1996),"$1,408,575",,,1 hr 52 min,PG-13,Documentary;Drama
The Bright Side, (2020),"$14,827","$14,827",,1 hr 40 min,,Comedy;Drama
Looking Up, (2019),"$84,267","$122,910,316",,2 hr 27 min,,Drama
A Wink and a Smile, (2008),"$20,169",,,1 hr 31 min,,Documentary
Loonies, (2002),"$726,133","$726,133",,1 hr 30 min,,Comedy;Family
Secondhand Lions, (2003),"$42,070,939","$6,189,340","$30,000,000",1 hr 51 min,PG,Comedy;Drama;Family
In the Loop, (2009),"$2,388,804","$5,398,683",,1 hr 46 min,,Comedy
Omni Loop, (2024),"$40,269",,,1 hr 52 min,,Drama;Sci-Fi
Loos Ornamental, (2008),"$3,079","$3,079",,1 hr 12 min,,Documentary
Loose Cannons, (2010),"$15,340,429","$15,340,429",,1 hr 50 min,,Comedy;Drama;Romance
Loot, (2011),"$16,121","$16,121",,1 hr 50 min,,Action;Comedy;Crime;Drama
Robber, (2013),"$581,813","$207,858",,2 hr 16 min,,Drama;Romance
Looper, (2012),"$66,486,205","$110,020,614","$30,000,000",1 hr 59 min,R,Action;Drama;Sci-Fi;Thriller
For Colored Girls, (2010),"$37,729,698","$252,286","$21,000,000",2 hr 14 min,R,Drama
Country Strong, (2010),"$20,218,921","$310,273","$15,000,000",1 hr 57 min,PG-13,Drama;Music
New York in New York, (2019),"$2,743","$2,743",,1 hr 29 min,,Drama;Thriller
Lord of Illusions, (1995),"$13,294,422",,,1 hr 49 min,R,Horror;Mystery;Thriller
The Lord of the Rings: The Fellowship of the Ring, (2001),"$319,372,078","$568,153,993","$93,000,000",2 hr 58 min,PG-13,Adventure;Drama;Fantasy
Lord of the Flies, (1990),"$13,985,225",,,1 hr 30 min,,Adventure;Drama;Thriller
At Play in the Fields of the Lord, (1991),"$1,345,903",,,3 hr 9 min,R,Drama;Romance
Lords of Dogtown, (2005),"$11,273,517","$2,138,440","$25,000,000",1 hr 47 min,PG-13,Biography;Drama;Sport
The Lords of Flatbush, (1974),,,,1 hr 26 min,,Comedy;Drama;Romance
Lore, (2023),$466,$466,,1 hr 32 min,,Horror
Lorelei, (2020),"$12,642",,,1 hr 51 min,,Drama
Lorelei, (2005),"$19,806,585","$19,806,585",,2 hr 8 min,,Action;Drama;Sci-Fi;Thriller;War
Loren Cass, (2006),"$8,125",,,1 hr 23 min,,Drama;Music
Lorenzo's Oil, (1992),"$7,286,388",,,2 hr 9 min,PG-13,Biography;Drama
Lorna's Silence, (2008),"$338,795","$4,784,881",,1 hr 45 min,R,Drama
The Apple Dumpling Gang Rides Again, (1979),"$20,931,111",,,1 hr 28 min,,Comedy;Family;Western
Don't Worry Darling, (2022),"$45,309,403","$42,300,000",,2 hr 3 min,R,Drama;Mystery;Thriller
The Thin Man, (1934),,,,1 hr 31 min,,Comedy;Crime;Mystery;Romance
The Spine of Night, (2021),,,,1 hr 33 min,,Action;Adventure;Animation;Fantasy;Horror;Sci-Fi
Three Amigos!, (1986),"$39,246,734",,,1 hr 44 min,,Comedy;Western
Anaïs in Love, (2021),"$42,941","$448,613",,1 hr 38 min,,Comedy;Drama;Romance
The Andes Don't Believe in God, (2007),"$67,562","$67,562",,1 hr 45 min,,Drama
Los Angeles Plays Itself, (2003),"$6,945",,,2 hr 49 min,,Documentary;History
Monty Python and the Holy Grail, (1975),"$2,562,392","$253,068",,1 hr 31 min,,Adventure;Comedy;Fantasy
Pet Pals: Marco Polo's Code, (2009),"$1,854,941","$1,854,941",,1 hr 35 min,PG,Adventure;Animation;Family
The Lord of the Rings: The War of the Rohirrim, (2024),"$329,781","$329,781",,2 hr 14 min,PG-13,Action;Adventure;Animation;Drama;Fantasy
Modern Problems, (1981),"$26,154,211",,,1 hr 33 min,,Comedy;Fantasy;Sci-Fi
The Train Robbers, (1973),,,,1 hr 32 min,,Action;Comedy;Drama;Romance;Western
Diner, (1982),"$14,099,953",,,1 hr 50 min,,Comedy;Drama
A League of Their Own, (1992),"$107,533,928","$24,906,141","$40,000,000",2 hr 8 min,PG,Comedy;Drama;Sport
Fantastic Four, (2015),"$56,117,548","$111,765,333","$120,000,000",1 hr 40 min,PG-13,Action;Adventure;Sci-Fi
The Day of the Crows, (2012),"$473,104","$473,104",,1 hr 36 min,,Animation;Drama;Fantasy
The Ones from Below, (2022),"$2,430","$2,430",,1 hr 23 min,,Drama
Los debutantes, (2003),"$333,212","$333,212",,1 hr 54 min,,Crime;Drama;Thriller
Dia de los muertos, (2022),"$91,345","$91,345",,1 hr,,Documentary
The Young Lions, (1958),"$9,363","$9,363",,2 hr 47 min,,Action;Drama;War
Gentlemen Prefer Blondes, (1953),"$2,142","$2,142",,1 hr 31 min,,Comedy;Musical;Romance
The Other Guys, (2010),"$119,219,978","$51,238,944","$100,000,000",1 hr 47 min,PG-13,Action;Comedy;Crime;Thriller
Dos rivales casi iguales, (2007),"$264,869","$264,869",,,,Comedy;Drama;Thriller
Meatballs III: Summer Job, (1986),"$2,147,228",,,1 hr 36 min,,Comedy;Fantasy;Romance
With the Years That I Have Left, (2022),"$2,934","$2,934",,,,Drama
Rendir los machos, (2021),"$3,160","$3,160",,1 hr 20 min,,Comedy;Drama
The Blacks, (2022),"$10,025","$10,025",,1 hr 18 min,,Documentary
The 400 Blows, (1959),$509,"$171,321",,1 hr 39 min,,Crime;Drama
Ciudad de la Selva. Fuxidos y guerrilleros en los montes de Casaio, (2022),"$5,715","$5,715",,,,
The Blues Brothers, (1980),"$57,229,890","$58,000,000",,2 hr 13 min,,Adventure;Comedy;Crime;Music;Musical
Cheech & Chong's: The Corsican Brothers, (1984),"$3,772,785",,,1 hr 22 min,,Comedy
Children of Men, (2006),"$35,552,383","$35,043,081","$76,000,000",1 hr 49 min,R,Drama;Sci-Fi;Thriller
The Hallow, (2015),"$13,906","$1,848,501",,1 hr 37 min,,Fantasy;Horror;Thriller
Las chicas de la estación, (2024),"$25,671","$25,671",,1 hr 58 min,,Drama
Holiday Affair, (1949),,,,1 hr 27 min,,Comedy;Drama;Family;Romance
What Men Want, (2019),"$54,611,903","$17,604,391","$20,000,000",1 hr 57 min,R,Comedy;Fantasy;Romance
The Innocents, (2015),"$11,546","$11,546",,1 hr 38 min,,Horror
The Amazing Catfish, (2013),"$11,342","$297,007",,1 hr 29 min,,Comedy;Drama
The Widows of Thursdays, (2009),"$2,623,052","$2,623,052",,2 hr 2 min,,Crime;Drama;Mystery;Thriller
Stand Up Guys, (2012),"$3,310,031","$1,762,623",,1 hr 35 min,R,Comedy;Crime;Thriller
The Sea Wolves, (1980),"$220,181",,,2 hr,,Action;History;War
The Addams Family, (1991),"$113,502,426","$78,000,000","$30,000,000",1 hr 39 min,,Comedy;Fantasy
Caddyshack, (1980),"$39,918,650",,,1 hr 38 min,,Comedy;Sport
Los Marziano, (2011),"$1,099,767","$1,099,767",,1 hr 22 min,,Comedy;Drama
Right at Your Door, (2006),"$65,018","$2,058,022",,1 hr 36 min,R,Drama;Sci-Fi;Thriller
El Barrio De Los Judios, (2011),"$4,674","$4,674",,,,
Dos tipos duros, (2003),"$914,332","$914,332",,1 hr 39 min,,Action;Comedy;Crime
Los ojos de Ariana, (2007),"$3,371","$3,371",,1 hr 32 min,,Documentary
What the Waters Left Behind, (2017),"$20,418","$20,418",,1 hr 38 min,,Horror
A Few Best Men, (2011),"$15,521,362","$15,521,362",,1 hr 37 min,,Comedy;Romance
The Lost Boys, (1987),"$32,315,444","$189,965",,1 hr 37 min,,Comedy;Horror
The Chocolate War, (1988),"$303,624",,,1 hr 44 min,,Drama
Lucky Lady, (1975),"$24,441,725",,,1 hr 58 min,,Comedy;Crime;Drama
Mr. Popper's Penguins, (2011),"$68,224,452","$119,137,302","$55,000,000",1 hr 34 min,PG,Comedy;Family;Fantasy
Unrest, (2006),"$321,875","$2,474,108",,1 hr 28 min,R,Horror;Thriller
Qué le dijiste a Dios?, (2014),"$5,161,905","$5,161,905",,1 hr 28 min,,Comedy;Musical
The Holdovers, (2023),"$20,355,375","$25,282,129",,2 hr 13 min,R,Comedy;Drama
The 3 Wise Men, (2003),"$2,823,810","$2,823,810",,1 hr 16 min,,Animation;Family
Los Reyes, (2018),"$30,418",,,1 hr 18 min,,Documentary
Matchstick Men, (2003),"$36,906,460","$28,659,212",,1 hr 56 min,PG-13,Comedy;Crime;Drama;Thriller
The Three Burials of Melquiades Estrada, (2005),"$5,027,684","$7,017,678","$15,000,000",2 hr 1 min,R,Adventure;Crime;Drama;Mystery;Western
The Three Musketeers, (2011),"$20,374,484","$111,900,000","$75,000,000",1 hr 50 min,PG-13,Action;Adventure;Fantasy;Romance;Thriller
Teenage Mutant Ninja Turtles II: The Secret of the Ooze, (1991),"$78,656,813",,"$25,000,000",1 hr 28 min,,Action;Adventure;Comedy;Family;Sci-Fi
1898: Our Last Men in the Philippines, (2016),"$2,848","$1,992,197",,1 hr 45 min,R,Drama;History;War
Loser Takes All!, (2003),"$2,813,926","$2,813,926",,1 hr 32 min,,Comedy;Mystery
Goldilocks and the Glorious Losers, (2022),"$94,810","$94,810",,1 hr 30 min,,Comedy
Losers' Club, (2011),"$2,692,857","$2,692,857",,1 hr 45 min,,Drama;Romance
Losin' It, (1982),"$1,246,141",,,1 hr 40 min,,Comedy;Drama
Losing Control, (2011),"$22,081",,,1 hr 31 min,R,Comedy
Losing Ground, (1982),"$1,006",,,1 hr 26 min,,Comedy;Drama
