Name,Year,Domestic,Foreign,Budget,Runtime,Rating,Genre
Cloudy with a Chance of Meatballs 2, (2013),"$119,793,567","$154,532,382","$78,000,000",1 hr 35 min,PG,Adventure;Animation;Comedy;Family;Fantasy;Sci-Fi
Cloverfield, (2008),"$80,048,433","$92,345,747","$25,000,000",1 hr 25 min,PG-13,Action;Horror;Sci-Fi;Thriller
Clown, (2014),"$55,007","$4,326,596",,1 hr 40 min,R,Horror;Thriller
Mother and Child, (2009),"$1,110,509","$4,511,462","$7,000,000",2 hr 5 min,R,Drama;Romance
Book Club, (2018),"$68,566,296","$35,871,892",,1 hr 44 min,PG-13,Comedy;Drama;Romance
Club Dread, (2004),"$5,001,708","$2,564,099",,1 hr 44 min,R,Comedy;Horror;Mystery;Thriller
Club Life, (2015),"$4,444","$214,785",,1 hr 27 min,R,Drama
Club Paradise, (1986),"$12,308,521",,,1 hr 36 min,,Comedy
Clubbed, (2008),"$102,715","$102,715",,1 hr 35 min,,Action;Crime;Drama
Happy Death Day, (2017),"$55,683,845","$69,795,421","$4,800,000",1 hr 36 min,PG-13,Comedy;Horror;Mystery;Thriller
Clubland, (1999),"$18,529",,,1 hr 34 min,R,Music
Clue, (1985),"$14,643,997",,,1 hr 34 min,,Comedy;Crime;Mystery;Thriller
Clueless, (1995),"$56,631,572",$222,,1 hr 37 min,PG-13,Comedy;Romance
Cluny Brown, (1946),"$17,155","$17,155",,1 hr 40 min,,Comedy;Romance;War
The Virginity Hit, (2010),"$636,706",,"$2,000,000",1 hr 26 min,R,Comedy;Drama
Bathing Beauty, (1944),,,,1 hr 41 min,,Comedy;Musical
Coal Miner's Daughter, (1980),"$67,182,787",,,2 hr 4 min,,Biography;Drama;Music
Only the Brave, (2017),"$18,343,983","$8,007,339","$38,000,000",2 hr 14 min,PG-13,Action;Biography;Drama
Coast to Coast, (1980),"$4,495,445",,,1 hr 35 min,,Comedy;Drama;Romance
Coastlines, (2002),"$7,883",,,1 hr 50 min,R,Crime;Drama;Thriller
Cobb, (1994),"$1,007,583",,,2 hr 8 min,R,Biography;Drama;Sport
Cobra Kai, (2018),"$46,271",,,30 min,,Action;Comedy;Drama;Sport
Cobra Verde, (1987),"$12,702",,,1 hr 51 min,,Adventure;Drama
Cobweb, (2023),"$10,091,821","$10,091,821",,1 hr 28 min,R,Horror;Mystery;Thriller
Cocaine Bear, (2023),"$64,670,240","$23,644,432",,1 hr 35 min,R,Comedy;Crime;Thriller
Cocaine Cowboys, (2006),"$150,056","$17,022",,1 hr 58 min,R,Crime;Documentary;History
Cock and Bull, (2016),"$82,778","$20,408,094",,1 hr 50 min,,Crime
Joker: Folie à Deux, (2024),"$58,300,287","$148,100,000",,2 hr 18 min,R,Musical;Thriller
Cockfight, (2001),"$3,600",,,45 min,R,Thriller
Cocktail, (1988),"$78,222,753","$93,282,028",,1 hr 44 min,,Comedy;Drama;Romance
"Sex, Politics & Cocktails", (2002),"$26,087",,,1 hr 30 min,,Comedy;Romance
Cocoon, (1985),"$76,113,124","$9,200,000",,1 hr 57 min,,Comedy;Drama;Sci-Fi
Cocoon: The Return, (1988),"$18,924,919","$6,100,000",,1 hr 56 min,,Adventure;Comedy;Mystery;Romance;Sci-Fi
Cocorico, (2024),"$18,259,571","$18,259,571",,1 hr 32 min,,Comedy
Code 46, (2003),"$285,585","$600,433",,1 hr 33 min,R,Drama;Romance;Sci-Fi;Thriller
Code Blue: The Movie, (2018),"$78,778,562","$78,778,562",,2 hr 7 min,,Drama
Code Name Banshee, (2022),"$173,019","$173,019",,1 hr 28 min,,Action;Thriller
Code Name: Emerald, (1985),"$561,548",,,1 hr 35 min,,Action;Drama;War
Code Name: The Cleaner, (2007),"$8,135,024","$2,202,453","$20,000,000",1 hr 24 min,PG-13,Action;Comedy;Crime
Code Name: Wild Geese, (1984),"$600,000",,,1 hr 41 min,,Action
Men of Honor, (2000),"$48,818,921","$33,524,574","$32,000,000",2 hr 9 min,R,Biography;Drama
Code of Silence, (1985),"$20,345,361",,,1 hr 40 min,,Action;Crime;Drama;Thriller
The Code of Cain, (2016),"$21,367","$21,367",,1 hr 42 min,,Action;Drama;Thriller
Song of the Sea, (2014),"$857,522","$3,370,512",,1 hr 33 min,PG,Adventure;Animation;Drama;Family;Fantasy
Kingsman: The Secret Service, (2014),"$128,261,724","$286,089,822","$81,000,000",2 hr 9 min,R,Action;Adventure;Comedy;Thriller
Code Unknown, (2000),"$95,242",,,1 hr 58 min,,Drama
Ibi: Dogu Ekspresi'nin Gizemi, (2023),"$772,923","$772,923",,,,Animation
Lionheart, (1990),"$24,078,196","$193,000","$6,000,000",1 hr 48 min,R,Action;Crime;Drama;Sport
The Heartbreak Kid, (2007),"$36,787,257","$91,665,926",,1 hr 56 min,R,Comedy;Romance
The Coffee Table, (2022),"$25,814","$25,814",,1 hr 31 min,,Comedy;Drama;Horror
Coffee and Cigarettes, (2003),"$2,198,924","$5,814,160",,1 hr 35 min,R,Comedy;Drama;Music
Coffee Date, (2006),"$4,412",,,1 hr 31 min,,Comedy;Romance
Coffin Rock, (2009),"$9,078","$9,078",,1 hr 32 min,,Drama;Thriller
Foxy Brown, (1974),$459,,,1 hr 32 min,,Action;Crime;Thriller
Cohen and Tate, (1988),"$64,227",,,1 hr 26 min,,Action;Crime;Drama;Thriller
The Client, (1994),"$92,115,211","$25,500,000",,1 hr 59 min,PG-13,Crime;Drama;Mystery;Thriller
Topografia Hazardului, (2023),$605,$605,,1 hr 17 min,,Documentary
The Ash Lad: In the Hall of the Mountain King, (2017),"$4,522,950","$4,522,950",,1 hr 44 min,,Adventure;Family;Fantasy
Cold Comfort Farm, (1995),"$5,682,429",,,1 hr 45 min,PG,Comedy;Romance
Cold Creek Manor, (2003),"$21,386,011","$7,733,423",,1 hr 58 min,R,Drama;Mystery;Thriller
Old Dogs, (2009),"$49,492,060","$47,261,636","$35,000,000",1 hr 28 min,PG,Comedy;Family
Cold Eyes, (2013),"$37,795,598","$37,795,598",,1 hr 59 min,,Action;Crime;Thriller
Gold Diggers: The Secret of Bear Mountain, (1995),"$6,029,091",,,1 hr 34 min,PG,Adventure;Drama;Family;Mystery
Cold Feet, (2018),"$2,311,508","$2,311,508",,1 hr 37 min,,Comedy
Never Grow Old, (2019),"$106,796","$106,796",,1 hr 40 min,R,Drama;Western
I Wish I Could Meet You Again on the Hill Where That Flower Blooms (2023), (2023),"$28,933,626","$28,933,626",,,,
Cold Around the Heart, (1997),"$5,171",,,1 hr 36 min,R,Crime;Drama;Thriller
Varg Veum - Kalde hjerter, (2012),"$1,033,226","$1,033,226",,1 hr 30 min,,Crime;Thriller
Cold Heaven, (1991),"$99,219",,,1 hr 45 min,R,Drama;Mystery;Thriller
The Cold Light of Day, (2012),"$3,763,583","$13,100,000",,1 hr 33 min,PG-13,Action;Thriller
Cold Lunch, (2008),"$1,161,457","$1,161,457",,1 hr 30 min,,Drama
Cold Prey, (2006),"$3,885,577","$3,885,577",,1 hr 37 min,,Horror;Thriller
Cold Prey 2, (2008),"$3,517,248","$3,517,248",,1 hr 30 min,,Horror;Thriller
Cold Pursuit, (2019),"$32,138,862","$44,280,893","$60,000,000",1 hr 59 min,R,Action;Comedy;Crime;Drama;Thriller
Cold Showers, (2005),"$538,208","$538,208",,1 hr 42 min,,Drama
Cold Souls, (2009),"$905,209","$229,628",,1 hr 41 min,PG-13,Comedy;Drama;Fantasy;Sci-Fi
Cold Steel, (1987),"$285,885",,,1 hr 31 min,,Action;Thriller
Cold Sweat, (2010),"$401,341","$401,341",,1 hr 20 min,,Horror;Thriller
Cold War, (2018),"$4,580,048","$15,904,754",,1 hr 29 min,R,Drama;Music;Romance
Cold War 2, (2016),"$560,824","$102,636,677",,1 hr 50 min,,Action;Crime;Drama;Thriller
Cold Water, (1994),"$30,209",,,1 hr 35 min,,Drama
Cold Weather, (2010),"$141,358","$2,698",,1 hr 36 min,,Comedy;Drama;Mystery
Coldblooded, (1995),"$16,198",,,1 hr 32 min,R,Action;Comedy;Thriller
Colette, (2018),"$5,137,622","$9,135,411",,1 hr 51 min,R,Biography;Drama;History;Romance
Colic: The Movie, (2006),"$303,127","$303,127",,1 hr 48 min,,Horror;Mystery
Blind Man's Bluff, (2005),"$4,180,000","$4,180,000",,1 hr 51 min,,Comedy;Crime;Thriller
Collaborator, (2011),"$3,696","$3,696",,1 hr 27 min,,Comedy;Drama;Thriller
Collapse, (2009),"$46,964",,,1 hr 22 min,,Documentary
Collateral Beauty, (2016),"$31,016,021","$57,600,000","$36,000,000",1 hr 37 min,PG-13,Drama;Romance
The Collector, (2009),"$7,712,114","$2,522,361",,1 hr 30 min,R,Crime;Horror;Thriller
Collectors, (2020),"$12,640,113","$12,640,113",,1 hr 54 min,,Adventure;Comedy;Crime
It Ends with Us, (2024),"$148,518,266","$201,561,985",,2 hr 10 min,PG-13,Drama;Romance
National Lampoon's Animal House, (1978),"$141,600,000","$7,219",,1 hr 49 min,,Comedy
College Road Trip, (2008),"$45,610,425","$5,939,249",,1 hr 23 min,,Adventure;Comedy;Drama;Family
Collide, (2016),"$2,280,004","$4,537,531",,1 hr 39 min,PG-13,Action;Adventure;Crime;Mystery;Thriller
The Affair of the Necklace, (2001),"$471,210","$726,903",,1 hr 58 min,R,Drama;History;Romance
Crash, (2004),"$54,580,300","$43,829,761","$6,500,000",1 hr 52 min,R,Crime;Drama;Thriller
Ice Age: Collision Course, (2016),"$64,063,008","$344,691,967","$105,000,000",1 hr 34 min,PG,Adventure;Animation;Comedy;Family;Sci-Fi
War Dogs, (2016),"$43,034,523","$43,400,000",,1 hr 54 min,R,Biography;Comedy;Crime;Drama;War
Colma: The Musical, (2006),"$41,131",,,1 hr 40 min,,Comedy;Drama;Musical
Colonia, (2015),"$15,709","$3,605,337",,1 hr 50 min,R,Biography;Drama;History;Romance;Thriller
Color Me Kubrick, (2005),"$71,190","$425,819",,1 hr 26 min,,Comedy;Drama
Color of Night, (1994),"$19,726,050",,"$40,000,000",2 hr 1 min,R,Drama;Mystery;Romance;Thriller
Color of the Cross, (2006),"$85,802",,,1 hr 48 min,PG-13,Drama
Colorado Territory, (1949),"$4,755","$4,755",,1 hr 34 min,,Western
Colorful, (2010),"$3,921,769","$3,921,769",,2 hr 6 min,,Animation;Drama;Fantasy;Mystery
Colors, (1988),"$46,616,067",,,2 hr,,Action;Crime;Drama;Romance;Thriller
The Colors of Fire, (2022),"$5,563,604","$5,563,604",,2 hr 15 min,,Drama;History
Straight Up, (2019),"$16,080",,,1 hr 35 min,,Comedy;Romance
Colossal, (2016),"$3,029,287","$1,502,033",,1 hr 49 min,R,Comedy;Drama;Fantasy;Sci-Fi
Colossal Youth, (2006),"$12,801","$12,801",,2 hr 36 min,,Drama
The Huntsman: Winter's War, (2016),"$48,390,190","$116,599,148","$115,000,000",1 hr 54 min,PG-13,Action;Adventure;Drama;Fantasy;Romance;Sci-Fi;War
Color Blossoms, (2004),"$581,061","$581,061",,1 hr 46 min,,Drama;Romance
Colours of Passion, (2008),"$865,342","$865,342",,2 hr 12 min,,Biography;Drama;Romance
Colt 45, (2014),"$630,787","$630,787",,1 hr 25 min,,Action;Crime;Drama;Thriller
Columbus, (2017),"$1,017,107","$77,110",,1 hr 44 min,,Drama
Coma, (1978),,,,1 hr 53 min,,Drama;Mystery;Thriller
Hell or High Water, (2016),"$27,007,844","$10,991,831","$12,000,000",1 hr 42 min,R,Crime;Drama;Thriller;Western
Comandante, (2023),"$3,987,413","$3,987,413",,2 hr,,Biography;Drama;History;War
The Golden Compass, (2007),"$70,107,728","$302,127,136","$180,000,000",1 hr 53 min,PG-13,Adventure;Family;Fantasy
Come Along, (2016),"$46,664","$46,664",,1 hr 23 min,,Adventure;Mystery;Thriller
You Have to Come and See It, (2022),"$66,586","$66,586",,1 hr 4 min,,Comedy;Drama
Come and See, (1985),"$71,909","$20,857,739",,2 hr 22 min,,Drama;Thriller;War
Come Back to Me, (2014),"$7,744",,,1 hr 36 min,R,Fantasy;Horror;Mystery;Thriller
"Come Back to the 5 & Dime Jimmy Dean, Jimmy Dean", (1982),"$840,958",,,1 hr 49 min,,Comedy;Drama
Music and Lyrics, (2007),"$50,572,589","$95,323,833",,1 hr 44 min,PG-13,Comedy;Music;Romance
Come Blow Your Horn, (1963),,,,1 hr 52 min,,Comedy;Musical
C'mon C'mon, (2021),"$1,863,674","$2,635,721",,1 hr 49 min,R,Drama
Dance with Me, (1998),"$15,923,122",,,2 hr 6 min,PG,Drama;Music;Romance
Come Play with Me, (2021),"$1,755,928","$1,755,928",,1 hr 20 min,,Fantasy;Horror;Thriller
Come Early Morning, (2006),"$119,452","$41,956",,1 hr 37 min,R,Drama;Romance
The Day Will Come, (2016),"$56,187","$56,187",,1 hr 59 min,,Drama
And the Spring Comes, (2007),"$285,555","$285,555",,1 hr 34 min,,Drama;Music
Out Come the Wolves, (2024),"$9,649","$9,101",,1 hr 26 min,R,Horror;Thriller
Come Play, (2020),"$10,475,990","$2,706,264",,1 hr 36 min,PG-13,Drama;Horror;Mystery;Thriller
"Come Rain, Come Shine", (2011),"$455,038","$455,038",,1 hr 45 min,,Drama
A Compassionate Spy, (2022),"$34,502",,,1 hr 41 min,,Biography;Documentary;History
Come See the Paradise, (1990),"$947,306",,,2 hr 18 min,,Drama;Romance;War
Come Sweet Death, (2000),"$1,626,336","$1,626,336",,1 hr 47 min,,Comedy;Mystery;Thriller
The World to Come, (2020),"$116,143","$89,735",,1 hr 45 min,R,Drama;History;Western
Come Undone, (2010),"$10,035","$3,091,430",,2 hr 6 min,,Drama;Romance
Let It Come Down: The Life of Paul Bowles, (1998),"$5,869",,,1 hr 15 min,,Biography;Documentary
Come What May, (2015),"$37,766","$1,272,052",,1 hr 54 min,R,Drama;War
Fall... in Love, (2005),"$1,845,030","$1,845,030",,1 hr 44 min,,Drama;Romance
Cuban Fury, (2014),"$92,384","$5,553,389",,1 hr 38 min,R,Comedy;Romance;Sport
Comedian, (2002),"$2,751,988",,,1 hr 22 min,,Comedy;Documentary
The Harmonists, (1997),"$244,861",,,2 hr 6 min,R,Biography;Drama;Music
Comedown, (2012),"$39,624","$39,624",,1 hr 30 min,,Horror
Idiocracy, (2006),"$444,093","$51,559",,1 hr 24 min,R,Adventure;Comedy;Sci-Fi;Thriller
Comedy of Innocence, (2000),"$33,737","$33,737",,1 hr 40 min,,Drama;Fantasy;Mystery;Thriller
Comedy of Power, (2006),"$80,550","$8,907,231",,1 hr 50 min,,Drama
Comes a Bright Day, (2012),"$1,142","$1,142",,1 hr 31 min,,Drama;Romance;Thriller
Comes a Horseman, (1978),"$9,585,769",,,1 hr 58 min,,Drama;Romance;Western
Comfort and Joy, (1984),"$1,057,368",,,1 hr 46 min,,Comedy
"The Book of Mormon Movie, Volume 1: The Journey", (2003),"$1,680,020",,"$1,500,000",2 hr,PG-13,Adventure
Comin' at Ya!, (1981),"$12,000,000",,,1 hr 31 min,,Western
Coming Through the Rye, (2015),"$18,137",,,1 hr 37 min,PG-13,Drama;History
Krystal, (2017),"$37,516",,,1 hr 30 min,R,Comedy;Drama
Coming Home, (1978),"$32,653,905",,,2 hr 7 min,,Drama;Romance;War
Coming out, (2013),"$778,670","$778,670",,1 hr 31 min,,Comedy;Romance
Coming Soon, (1999),"$5,453",,,1 hr 36 min,R,Comedy;Romance
Coming to America, (1988),"$128,152,301","$160,600,000",,1 hr 57 min,,Comedy;Romance
Coming Up Roses, (2011),"$20,567",,,1 hr 33 min,,Drama
Command Decision, (1948),,,,1 hr 52 min,,Action;Drama;War
Commandments, (1997),"$548,561",,"$6,000,000",1 hr 28 min,R,Comedy;Drama;Romance
Commando, (1985),"$35,100,000","$22,391,000",,1 hr 30 min,,Action;Adventure;Thriller
North Sea Hijack, (1980),"$2,993,772",,,1 hr 40 min,,Action;Adventure;Thriller
About a Boy, (2002),"$41,385,278","$89,164,177","$30,000,000",1 hr 41 min,PG-13,Comedy;Drama;Romance
A Sound of Thunder, (2005),"$1,900,451","$9,765,014","$80,000,000",1 hr 50 min,PG-13,Action;Adventure;Horror;Sci-Fi
Commissar Shakespeare, (2000),"$411,676","$411,676",,1 hr 53 min,,Comedy;Drama
The Truth Commissioner, (2016),"$2,464","$2,464",,1 hr 34 min,,Crime;Drama;Thriller
Commitment, (2013),"$76,543","$6,758,259",,1 hr 53 min,,Action;Drama
The Commitments, (1991),"$14,919,570",,,1 hr 58 min,R,Comedy;Drama;Music
Committed, (2000),"$40,361",,"$3,000,000",1 hr 38 min,R,Comedy;Drama;Romance
Common Ground, (2023),"$259,959","$6,000",,1 hr 41 min,PG,Documentary
Common Wealth, (2000),"$290,754","$290,754",,1 hr 50 min,R,Comedy;Crime;Mystery;Thriller
Let Them Breathe: City on the Ocean, (2024),,,,1 hr 52 min,,Animation;Drama
The Commune, (2016),"$38,737","$4,371,602",,1 hr 51 min,,Drama
Communion, (1989),"$1,919,653",,,1 hr 49 min,,Biography;Drama;Horror;Sci-Fi;Thriller
So Hard to Forget, (2010),"$142,894","$142,894",,1 hr 40 min,,Drama
The Other Woman, (2014),"$83,911,193","$112,799,203","$40,000,000",1 hr 49 min,PG-13,Comedy;Romance
Police Academy, (1984),"$81,198,894",,,1 hr 36 min,,Comedy
Partners in Crime, (2022),"$4,494","$4,494",,1 hr 49 min,,Action;Adventure;Comedy
The Nightmare Before Christmas, (1993),"$93,745,329","$14,041,640",,1 hr 16 min,PG,Animation;Family;Fantasy;Musical
The Company, (2003),"$2,283,914","$4,131,103","$15,000,000",1 hr 52 min,PG-13,Drama;Music;Romance
Crank: High Voltage, (2009),"$13,684,249","$20,888,292",,1 hr 36 min,R,Action;Thriller
Goltzius and The Pelican Company, (2012),"$73,393","$73,393",,2 hr 8 min,,Biography;Comedy;History
Company Business, (1991),"$1,501,785",,,1 hr 38 min,,Action;Comedy;Crime;Drama;Thriller
Company Man, (2000),"$146,193",,"$16,000,000",1 hr 35 min,PG-13,Comedy
Moana, (2016),"$248,757,044","$394,575,423",,1 hr 47 min,PG,Adventure;Animation;Comedy;Family;Fantasy;Musical
The Competition, (1980),"$14,287,755",,,2 hr 3 min,,Drama;Music;Romance
Self-Portrait of a Dutiful Daughter, (2015),"$14,130","$14,130",,1 hr 21 min,,Drama
Compliance, (2012),"$319,285","$272,831",,1 hr 30 min,R,Crime;Drama;History;Thriller
The Complexity of Happiness, (2015),"$851,896","$851,896",,1 hr 57 min,,Comedy
Compromising Positions, (1985),"$12,531,831",,,1 hr 39 min,,Comedy;Drama;Mystery;Thriller
Love! Valour! Compassion!, (1997),"$2,977,807",,,1 hr 48 min,R,Comedy;Drama;Romance
Dear Comrade, (2019),"$164,714","$164,714",,2 hr 49 min,,Drama;Romance;Sport
Reds, (1981),"$40,382,659",$129,"$32,000,000",3 hr 15 min,,Biography;Drama;History;Romance
Comrades: Almost a Love Story, (1996),"$17,676",,,1 hr 58 min,,Drama;Romance
Con Air, (1997),"$101,117,573","$122,894,661","$75,000,000",1 hr 55 min,R,Action;Crime;Thriller
Hunk, (1987),"$1,749,956",,,1 hr 42 min,,Comedy;Fantasy
The Deepest Red, (2023),"$3,748","$3,748",,,,Documentary
Con tutto il cuore, (2021),"$672,687","$672,687",,1 hr 40 min,,Comedy
And a Warm Heart, (2008),"$346,087","$346,087",,1 hr 36 min,,Comedy;Drama
Mr. Wonderful, (1993),"$3,125,424",,,1 hr 38 min,PG-13,Comedy;Romance
Conan O'Brien Can't Stop, (2011),"$267,965",,,1 hr 29 min,R,Comedy;Documentary;Music
Conan the Barbarian, (1982),"$39,565,475","$29,286,000",,2 hr 9 min,,Adventure;Fantasy
Conan the Destroyer, (1984),"$31,042,035",,,1 hr 43 min,,Action;Adventure;Fantasy
The Convert, (2023),"$5,491","$725,740",,1 hr 59 min,,Action;Drama
Concert for George, (2003),"$134,600","$28,502",,2 hr 20 min,PG-13,Documentary;Music
Lamb of God: The Concert Film, (2021),"$744,813",,,1 hr 30 min,,Musical
The Concorde... Airport '79, (1979),"$13,015,688",,,1 hr 53 min,,Action;Drama;Thriller
Concrete Utopia, (2023),"$30,077,348","$30,077,348",,2 hr 10 min,,Action;Adventure;Drama;Sci-Fi;Thriller
Concussion, (2015),"$34,542,474","$14,081,098","$35,000,000",2 hr 3 min,PG-13,Biography;Drama;Sport
The Condemned, (2007),"$7,371,706","$1,271,152",,1 hr 54 min,R,Action;Crime;Thriller
To Live, (1994),"$2,332,728",,,2 hr 13 min,,Drama;War
The Fist of the Condor, (2023),,,,1 hr 20 min,,Action
Condorito: The Movie, (2017),"$447,719","$7,983,475",,1 hr 28 min,PG,Adventure;Animation;Comedy;Family;Sci-Fi
Condorman, (1981),,,,1 hr 30 min,,Action;Adventure;Comedy;Drama;Family;Romance
Conduct Zero, (2002),"$9,837,044","$9,837,044",,1 hr 39 min,R,Comedy;Romance
Don't Say a Word, (2001),"$55,001,642","$45,018,450","$50,000,000",1 hr 53 min,R,Drama;Mystery;Thriller
Coneheads, (1993),"$21,274,717",,,1 hr 28 min,PG,Comedy;Sci-Fi
Conference of Animals, (2010),"$51,883,642","$51,883,642",,1 hr 33 min,PG,Adventure;Animation;Comedy;Family
Laura's Star, (2004),"$8,673,632","$8,673,632",,1 hr 15 min,,Animation;Family
"Confess, Fletch", (2022),"$538,842","$117,771",,1 hr 38 min,R,Comedy;Crime;Mystery
Confessions of a Dangerous Mind, (2002),"$16,007,718","$17,006,087","$30,000,000",1 hr 53 min,R,Biography;Comedy;Crime;Drama;Romance;Thriller
Confession of Pain, (2006),"$14,182,296","$14,182,296",,1 hr 50 min,,Crime;Drama;Thriller
Confessions, (2010),"$45,203,103","$45,203,103",,1 hr 46 min,,Drama;Thriller
Confessions of a Shopaholic, (2009),"$44,277,350","$64,116,739",,1 hr 44 min,PG,Comedy;Romance
Fearless, (2006),"$24,633,730","$43,439,118",,1 hr 44 min,PG-13,Action;Biography;Drama
Confessions of a Teenage Drama Queen, (2004),"$29,331,068","$3,920,822",,1 hr 29 min,PG,Comedy;Family;Music;Romance
Confessions of an Economic Hitman, (2007),"$15,917","$15,917",,1 hr 30 min,,Documentary;Thriller
Confessionsofa Ex-Doofus-ItchyFooted Mutha, (2008),"$1,013",,,1 hr 39 min,,Adventure;Comedy
Confetti, (2006),"$228,498","$4,674,633",,1 hr 40 min,,Comedy;Music;Romance
Confidence, (2003),"$12,251,640","$10,762,566","$15,000,000",1 hr 37 min,R,Crime;Thriller
Confessions of a Superhero, (2022),,,,2 hr 18 min,,Comedy;Drama;Romance
Confidential Assignment, (2017),"$475,618","$55,496,623",,2 hr 4 min,,Action;Comedy;Drama;Thriller
Confidential Assignment 2: International, (2022),"$54,486,330","$54,486,330",,2 hr 9 min,,Action;Comedy;Thriller
Confidentially Yours, (1983),$509,,,1 hr 50 min,,Comedy;Crime;Mystery;Thriller
Conflict, (1945),"$9,635","$9,635",,1 hr 26 min,,Drama;Film-Noir;Mystery;Thriller
The Zone of Interest, (2023),"$8,659,464","$44,138,562",,1 hr 45 min,PG-13,Drama;History;War
Rabbit Seasoning, (1952),"$14,753",,,7 min,,Adventure;Animation;Comedy;Family;Short
Confucius, (2010),"$4,501,039","$4,501,039",,2 hr 5 min,,Biography;Drama;History
Congkak, (2008),"$1,547,784","$1,547,784",,1 hr 26 min,,Horror;Mystery;Thriller
Congo, (1995),"$81,022,101","$71,000,000",,1 hr 49 min,PG-13,Action;Adventure;Mystery;Sci-Fi
Congorama, (2006),"$47,643","$47,643",,1 hr 45 min,,Comedy;Drama
Have You Got It Yet? The Story of Syd Barrett and Pink Floyd, (2023),"$133,770","$2,881",,1 hr 34 min,,Biography;Documentary;Music
Divide and Conquer, (2018),"$38,510",,,1 hr 47 min,,Biography;Documentary
The Mitchells vs. the Machines, (2021),,,,1 hr 54 min,PG,Adventure;Animation;Comedy;Family;Sci-Fi
"Connected: An Autoblogography About Love, Death & Technology", (2011),"$46,782",,,1 hr 22 min,PG,Documentary
Connie and Carla, (2004),"$8,085,771","$3,255,245","$27,000,000",1 hr 48 min,PG-13,Comedy;Crime;Music
Mick Fleetwood & Friends Celebrate the Music of Peter Green, (2021),"$186,331","$186,331",,2 hr 25 min,,Music
Woman of the Hour, (2023),"$836,057","$836,057",,1 hr 35 min,R,Crime;Drama;Mystery
Kull the Conqueror, (1997),"$6,112,613",,,1 hr 35 min,PG-13,Action;Adventure;Fantasy
Nova Zembla, (2011),"$10,987,361","$10,987,361",,1 hr 48 min,,Drama;History
Conquest 1453, (2012),"$35,730","$35,761,315",,2 hr 42 min,,Action;Drama;History;War
Conquest of the Planet of the Apes, (1972),"$9,043,472",,,1 hr 28 min,,Action;Sci-Fi
The Conquest of Siberia, (2019),"$2,521,833","$2,521,833",,1 hr 48 min,,Action;Crime;Drama;War
Contact, (1997),"$100,920,329","$70,200,000","$90,000,000",2 hr 30 min,PG,Drama;Mystery;Sci-Fi;Thriller
The Conrad Boys, (2006),"$11,001",,,1 hr 34 min,,Drama;Romance
Consenting Adults, (1992),"$21,591,728",,,1 hr 39 min,R,Crime;Drama;Mystery;Thriller
Consequences, (2018),"$20,056","$20,056",,1 hr 35 min,,Drama
Unlocked, (2017),"$4,699,125","$4,699,125",,1 hr 38 min,R,Action;Thriller
Queen of Hearts, (2019),"$437,005","$437,005",,2 hr 7 min,,Drama
Conspiracy of Silence, (2003),"$2,598",,,1 hr 30 min,,Crime;Drama;Thriller
Conspiracy Theory, (1997),"$75,982,834","$61,000,000",,2 hr 15 min,R,Action;Drama;Mystery;Thriller
The Conspirator, (2010),"$11,538,204","$4,087,340","$25,000,000",2 hr 2 min,PG-13,Crime;Drama;History
Le Plaisir, (1952),"$2,097","$2,097",,1 hr 37 min,,Comedy;Drama;Romance
The Constant Gardener, (2005),"$33,579,797","$48,888,300","$25,000,000",2 hr 9 min,R,Drama;Mystery;Romance;Thriller
The Mill and the Cross, (2011),"$312,187","$803,993",,1 hr 32 min,,Drama;History
Constantine's Sword, (2007),"$179,507",,,1 hr 33 min,,Biography;Documentary
Constellation, (2005),"$306,533",,,1 hr 36 min,PG-13,Drama
Consuming Passions, (1988),"$118,206",,,1 hr 38 min,,Comedy
Contempt, (1963),"$1,151,804","$20,290",,1 hr 43 min,,Drama;Romance
"Contigo, contigo y sin mí", (2023),"$3,510","$3,510",,,,Documentary
Continental Divide, (1981),"$15,578,237",,,1 hr 43 min,,Comedy;Romance
Un film dans les rêves, (2021),$402,$402,,1 hr 22 min,,Fantasy
Boy Kills World, (2023),"$2,626,127","$643,341",,1 hr 51 min,R,Action;Crime;Thriller
Contract, (2008),"$872,098","$872,098",,1 hr 57 min,,Action;Crime;Drama;Mystery;Thriller
Louise hires a contract killer, (2008),"$5,016,430","$5,016,430",,1 hr 34 min,,Comedy;Drama
Blowback, (2022),"$25,336","$25,336",,1 hr 33 min,R,Action;Crime;Thriller
Control, (2007),"$872,252","$7,287,256",,2 hr 2 min,R,Biography;Drama;Music
Control Room, (2004),"$2,589,616","$135,210",,1 hr 24 min,,Documentary
Conversations with Mother, (2004),"$225,008","$225,008",,1 hr 30 min,,Comedy;Drama
Is the Man Who Is Tall Happy?, (2013),"$137,042",,,1 hr 28 min,,Animation;Biography;Documentary
Conversations with My Gardener, (2007),"$15,217,960","$15,217,960",,1 hr 49 min,,Comedy;Drama
Conversations with Other Women, (2005),"$379,418","$603,396","$450,000",1 hr 24 min,R,Comedy;Drama;Romance
Return to Sender, (2004),"$326,563","$326,563",,1 hr 49 min,R,Drama;Thriller
Conviction, (2010),"$6,783,129","$4,321,426","$12,500,000",1 hr 47 min,R,Biography;Crime;Drama
Convicts, (1991),"$13,623",,,1 hr 33 min,,Drama;Western
Convoy, (1978),"$22,765,081",,,1 hr 50 min,,Action;Drama
