Name,Year,domestic_gross,domestic_percentage,foreign_gross,foreign_percentage,worldwide_gross
gangster squad,2013,46000903.0,43.7,59200000.0,56.3,105200903.0
instructions not included,2013,44467206.0,44.3,56019410.0,55.7,100486616.0
philomena,2013,37709979.0,37.7,62419893.0,62.3,100129872.0
blue jasmine,2013,33405481.0,33.7,65699323.0,66.3,99104804.0
young detective dee: rise of the sea dragon,2013,87783.0,0.0,98687108.0,99.9,98774891.0
riddick,2013,42025135.0,42.7,56312160.0,57.3,98337295.0
safe haven,2013,71349120.0,73.1,26245020.0,26.9,97594140.0
evil dead,2013,54239856.0,55.6,43303096.0,44.4,97542952.0
42,2013,95020213.0,97.5,2450488.0,2.5,97470701.0
the mortal instruments: city of bones,2013,31165421.0,32.7,64231152.0,67.3,95396573.0
rush,2013,26947624.0,28.3,68276971.0,71.7,95224595.0
police story: lockdown,2013,,,94249025.0,,94249025.0
the internship,2013,44672764.0,47.8,48820080.0,52.2,93492844.0
the purge,2013,64473115.0,72.2,24855512.0,27.8,89328627.0
dhoom 3,2013,8031955.0,9.1,80000000.0,90.9,88031955.0
pain & gain,2013,49875291.0,57.1,37430258.0,42.9,87305549.0
about time,2013,15322921.0,17.6,71777528.0,82.4,87100449.0
american dreams in china,2013,,,87097067.0,,87097067.0
snowpiercer,2013,4563650.0,5.3,82195262.0,94.7,86758912.0
carrie,2013,35266619.0,41.6,49524059.0,58.4,84790678.0
finding mr. right,2013,6945.0,0.0,84105088.0,100.0,84112033.0
the fighter pilot,2013,,,82879386.0,,82879386.0
miracle in cell no. 7,2013,,,82101723.0,,82101723.0
the attorney,2013,557236.0,0.7,77990350.0,99.3,78547586.0
the family,2013,36918811.0,47.1,41500000.0,52.9,78418811.0
scary movie v,2013,32015787.0,40.8,46362957.0,59.2,78378744.0
r.i.p.d.,2013,33618855.0,42.9,44705365.0,57.1,78324220.0
tiny times,2013,23462.0,0.0,77693552.0,100.0,77717014.0
suck me shakespeer,2013,,,77676735.0,,77676735.0
the book thief,2013,21488481.0,28.1,55097835.0,71.9,76586316.0
escape from planet earth,2013,57012977.0,76.4,17584666.0,23.6,74597643.0
august: osage county,2013,37738810.0,50.9,36450127.0,49.1,74188937.0
the best man holiday,2013,70525195.0,96.8,2310515.0,3.2,72835710.0
the counselor,2013,16973715.0,23.9,54035619.0,76.1,71009334.0
sole a catinelle,2013,,,69903094.0,,69903094.0
the call,2013,51872378.0,75.6,16700253.0,24.4,68572631.0
one direction: this is us,2013,28873374.0,42.1,39659524.0,57.9,68532898.0
stalingrad,2013,1013945.0,1.5,67302507.0,98.5,68316452.0
thunder and the house of magic,2013,4091.0,0.0,64193114.0,100.0,64197205.0
the grandmaster,2013,6594959.0,10.3,57481777.0,89.7,64076736.0
side effects,2013,32172757.0,50.7,31241378.0,49.3,63414135.0
the host,2013,26627201.0,42.0,36738658.0,58.0,63365859.0
runner runner,2013,19316646.0,30.8,43358449.0,69.2,62675095.0
the face reader,2013,515876.0,0.8,61043308.0,99.2,61559184.0
the legend of hercules,2013,18848538.0,30.8,42430914.0,69.2,61279452.0
kick0ass 2,2013,28795985.0,47.4,32000000.0,52.6,60795985.0
a haunted house,2013,40041683.0,66.6,20117901.0,33.4,60159584.0
beautiful creatures,2013,19452138.0,32.4,40600000.0,67.6,60052138.0
snitch,2013,42930462.0,74.2,14894212.0,25.8,57824674.0
the physician,2013,,,57284237.0,,57284237.0
firestorm,2013,,,55754766.0,,55754766.0
dallas buyers club,2013,27298285.0,49.5,27900000.0,50.5,55198285.0
a madea christmas,2013,52543354.0,98.4,853281.0,1.6,53396635.0
temptation: confessions of a marriage counselor,2013,51975354.0,97.8,1167790.0,2.2,53143144.0
delivery man,2013,30664106.0,57.7,22456240.0,42.3,53120346.0
the 100 year0old man who climbed out the window and disappeared,2013,944193.0,1.8,50223379.0,98.2,51167572.0
dragon ball z: battle of gods,2013,2553002.0,5.1,47908369.0,94.9,50461371.0
the berlin file,2013,665210.0,1.4,48307638.0,98.6,48972848.0
homefront,2013,20158898.0,41.6,28290518.0,58.4,48449416.0
the last stand,2013,12050299.0,24.9,36280458.0,75.1,48330757.0
her,2013,25568251.0,53.0,22701018.0,47.0,48269269.0
21 & over,2013,25682380.0,53.4,22383292.0,46.6,48065672.0
texas chainsaw,2013,34341945.0,72.5,12998641.0,27.5,47340586.0
tiny times 2.0,2013,43788.0,0.0,47246149.0,99.9,47289937.0
switch,2013,,,47164301.0,,47164301.0
the place beyond the pines,2013,21403519.0,45.5,25649380.0,54.5,47052899.0
parker,2013,17616641.0,37.5,29305925.0,62.5,46922566.0
the big wedding,2013,21819348.0,46.9,24702789.0,53.1,46522137.0
badges of fury,2013,,,46495296.0,,46495296.0
the world's end,2013,26004851.0,56.4,20084436.0,43.6,46089287.0
grudge match,2013,29807260.0,66.4,15100000.0,33.6,44907260.0
the white storm,2013,,,44670277.0,,44670277.0
tarzan,2013,,,44095996.0,,44095996.0
secretly greatly,2013,,,43447199.0,,43447199.0
"the chef, the actor, the scoundrel",2013,,,42970000.0,,42970000.0
doraemon: nobita's secret gadget museum,2013,,,42770271.0,,42770271.0
jobs,2013,16131410.0,38.3,25996942.0,61.7,42128352.0
no man's land,2013,,,41807712.0,,41807712.0
lupin iii vs. detective conan: the movie,2013,,,41397727.0,,41397727.0
yolki 3,2013,,,40267368.0,,40267368.0
don jon,2013,24477704.0,62.1,14961651.0,37.9,39439355.0
antoine and sebastian,2013,,,38719881.0,,38719881.0
cold eyes,2013,,,37795598.0,,37795598.0
"like father, like son",2013,334616.0,0.9,36835547.0,99.1,37170163.0
detective conan: private eye in the distant sea,2013,,,36324232.0,,36324232.0
dügün dernek,2013,,,36185741.0,,36185741.0
the terror live,2013,,,35659824.0,,35659824.0
hide and seek,2013,,,35461505.0,,35461505.0
blind detective,2013,,,34958596.0,,34958596.0
broken city,2013,19701164.0,56.7,15036035.0,43.3,34737199.0
inside llewyn davis,2013,13235319.0,40.2,19700000.0,59.8,32935319.0
serial teachers,2013,,,32849727.0,,32849727.0
mud,2013,21590086.0,66.2,11023087.0,33.8,32613173.0
midsummer's equation,2013,,,32514549.0,,32514549.0
kevin hart: let me explain,2013,32244051.0,99.8,74000.0,0.2,32318051.0
pokémon,2013,,,32293377.0,,32293377.0
the after0dinner mysteries,2013,,,32160741.0,,32160741.0
underdogs,2013,,,31775719.0,,31775719.0
spring breakers,2013,14124284.0,44.5,17600000.0,55.5,31724284.0
new world,2013,457806.0,1.4,31212801.0,98.6,31670607.0
101 proposals,2013,,,31283838.0,,31283838.0
a wedding invitation,2013,14350.0,0.0,30650686.0,100.0,30665036.0
silent witness,2013,,,29315945.0,,29315945.0
special id,2013,12666.0,0.0,29127270.0,100.0,29139936.0
kokowääh 2,2013,,,28811936.0,,28811936.0
the suspect,2013,218693.0,0.8,28455437.0,99.2,28674130.0
the four 2,2013,,,28599970.0,,28599970.0
the kiyosu conference,2013,,,28338665.0,,28338665.0
i give it a year,2013,34657.0,0.1,28293874.0,99.9,28328531.0
mandela: long walk to freedom,2013,8323085.0,29.7,19662703.0,70.3,27985788.0
dark skies,2013,17418667.0,62.5,10439436.0,37.5,27858103.0
nebraska,2013,17654912.0,63.8,10027960.0,36.2,27682872.0
the incredible burt wonderstone,2013,22537881.0,82.1,4900000.0,17.9,27437881.0
gorko!,2013,,,27369902.0,,27369902.0
khumba,2013,1029.0,0.0,27186346.0,100.0,27187375.0
you're next,2013,18494006.0,68.8,8401475.0,31.2,26895481.0
mr. go,2013,,,26835201.0,,26835201.0
the break up man,2013,,,26477012.0,,26477012.0
the way way back,2013,21506546.0,81.2,4968374.0,18.8,26474920.0
we are the nobles,2013,,,26433651.0,,26433651.0
the stolen years,2013,,,26249553.0,,26249553.0
one night surprise,2013,,,26220159.0,,26220159.0
platinum data,2013,,,26052718.0,,26052718.0
gekijouban spec: kurôzu 0 zen no hen,2013,,,25860404.0,,25860404.0
unbeatable,2013,,,25816154.0,,25816154.0
man on the edge,2013,,,25774679.0,,25774679.0
enough said,2013,17550872.0,69.4,7738000.0,30.6,25288872.0
the last exorcism part ii,2013,15179302.0,60.6,9872563.0,39.4,25051865.0
"me, myself and mum",2013,,,24991467.0,,24991467.0
drug war,2013,128195.0,0.5,24548146.0,99.5,24676341.0
the tale of the princess kaguya,2013,703232.0,2.9,23776487.0,97.1,24479719.0
the great beauty,2013,2852400.0,11.7,21543473.0,88.3,24395873.0
trance,2013,2328743.0,9.6,21932826.0,90.4,24261569.0
the railway man,2013,4438438.0,18.4,19736447.0,81.6,24174885.0
out of inferno,2013,,,24109886.0,,24109886.0
bring happiness home,2013,,,23980000.0,,23980000.0
transformers: age of extinction,2014,245439076.0,22.2,858614996.0,77.8,1104054072.0
the hobbit: the battle of the five armies,2014,255119788.0,26.7,700900000.0,73.3,956019788.0
guardians of the galaxy,2014,333176600.0,43.1,439600000.0,56.9,772776600.0
maleficent,2014,241410378.0,31.8,517000000.0,68.2,758410378.0
the hunger games: mockingjay 0 part 1,2014,337135885.0,44.6,418220826.0,55.4,755356711.0
x0men: days of future past,2014,233921534.0,31.4,512124166.0,68.6,746045700.0
captain america: the winter soldier,2014,259766572.0,36.4,454654931.0,63.6,714421503.0
dawn of the planet of the apes,2014,208545589.0,29.3,502098977.0,70.7,710644566.0
the amazing spider0man 2,2014,202853933.0,28.6,506128390.0,71.4,708982323.0
interstellar,2014,188020017.0,27.6,493050380.0,72.4,681070397.0
big hero 6,2014,222527828.0,33.8,435300000.0,66.2,657827828.0
how to train your dragon 2,2014,177002924.0,28.5,444534595.0,71.5,621537519.0
american sniper,2014,350126372.0,63.9,197500000.0,36.1,547626372.0
godzilla,2014,200676069.0,38.2,324300000.0,61.8,524976069.0
rio 2,2014,131538435.0,26.4,367242682.0,73.6,498781117.0
teenage mutant ninja turtles,2014,191204754.0,39.4,293800000.0,60.6,485004754.0
the lego movie,2014,257760692.0,55.1,210300000.0,44.9,468060692.0
lucy,2014,126663600.0,27.6,332200000.0,72.4,458863600.0
penguins of madagascar,2014,83850911.0,22.4,289664710.0,77.6,373515621.0
edge of tomorrow,2014,100206256.0,27.0,270335000.0,73.0,370541256.0
gone girl,2014,167767189.0,45.4,201563174.0,54.6,369330363.0
night at the museum: secret of the tomb,2014,113746621.0,31.3,249458014.0,68.7,363204635.0
noah,2014,101200044.0,28.2,258000000.0,71.8,359200044.0
the maze runner,2014,102427862.0,29.4,245891999.0,70.6,348319861.0
300: rise of an empire,2014,106580051.0,31.6,231000000.0,68.4,337580051.0
22 jump street,2014,191719337.0,57.9,139614539.0,42.1,331333876.0
the fault in our stars,2014,124872350.0,40.7,182294484.0,59.3,307166834.0
divergent,2014,150947895.0,52.3,137937923.0,47.7,288885818.0
paddington,2014,76271832.0,27.0,206098303.0,73.0,282370135.0
mr. peabody & sherman,2014,111506430.0,40.4,164191609.0,59.6,275698039.0
neighbors,2014,150157400.0,55.5,120507734.0,44.5,270665134.0
exodus: gods and kings,2014,65014513.0,24.2,203161118.0,75.8,268175631.0
annabelle,2014,84273813.0,32.8,172773848.0,67.2,257047661.0
hercules,2014,72688614.0,29.7,172131248.0,70.3,244819862.0
robocop,2014,58607007.0,24.1,184081958.0,75.9,242688965.0
the imitation game,2014,91125683.0,39.0,142430025.0,61.0,233555708.0
non0stop,2014,92168600.0,41.4,130641000.0,58.6,222809600.0
dracula untold,2014,56280355.0,25.9,160843925.0,74.1,217124280.0
the expendables 3,2014,39322544.0,18.3,175335033.0,81.7,214657577.0
into the woods,2014,128002372.0,60.1,84900000.0,39.9,212902372.0
fury,2014,85817906.0,40.5,126000000.0,59.5,211817906.0
need for speed,2014,43577636.0,21.4,159700000.0,78.6,203277636.0
the other woman,2014,83911193.0,42.7,112799203.0,57.3,196710396.0
the equalizer,2014,101530738.0,52.8,90800000.0,47.2,192330738.0
breakup buddies,2014,777896.0,0.4,188239700.0,99.6,189017596.0
stand by me doraemon,2014,,,183442714.0,,183442714.0
serial bad weddings,2014,,,176404493.0,,176404493.0
the monkey king: havoc in heaven's palace,2014,,,175835580.0,,175835580.0
the grand budapest hotel,2014,59301324.0,34.3,113635617.0,65.7,172936941.0
dumb and dumber to,2014,86208010.0,50.8,83629000.0,49.2,169837010.0
into the storm,2014,47602194.0,29.5,113900000.0,70.5,161502194.0
unbroken,2014,115637895.0,71.6,45821402.0,28.4,161459297.0
the monuments men,2014,78031620.0,50.1,77610030.0,49.9,155641650.0
ride along,2014,134938200.0,87.4,19530702.0,12.6,154468902.0
planes: fire & rescue,2014,59165787.0,40.3,87800000.0,59.7,146965787.0
the taking of tiger mountain,2014,228984.0,0.2,141425071.0,99.8,141654055.0
the admiral: roaring currents,2014,2589811.0,1.9,135752447.0,98.1,138342258.0
let's be cops,2014,82390774.0,59.6,55834177.0,40.4,138224951.0
annie,2014,85911262.0,62.8,50942244.0,37.2,136853506.0
jack ryan: shadow recruit,2014,50577412.0,37.3,84926336.0,62.7,135503748.0
blended,2014,46294610.0,36.2,81700000.0,63.8,127994610.0
sex tape,2014,38543473.0,30.6,87526036.0,69.4,126069509.0
the theory of everything,2014,35893537.0,29.0,87833151.0,71.0,123726688.0
the nut job,2014,64251541.0,53.2,56633986.0,46.8,120885527.0
pompeii,2014,23219748.0,19.7,94611883.0,80.3,117831631.0
seventh son,2014,17223265.0,15.1,96955348.0,84.9,114178613.0
the purge: anarchy,2014,71962800.0,64.3,39965565.0,35.7,111928365.0
"dad, where are we going?",2014,,,111870000.0,,111870000.0
the boxtrolls,2014,50837305.0,47.0,57418465.0,53.0,108255770.0
horrible bosses 2,2014,54445357.0,50.6,53200000.0,49.4,107645357.0
the breakup guru,2014,208959.0,0.2,106771304.0,99.8,106980263.0
ouija,2014,50856010.0,49.1,52734261.0,50.9,103590271.0
birdman or (the unexpected virtue of ignorance),2014,42340598.0,41.0,60874496.0,59.0,103215094.0
transcendence,2014,23022309.0,22.3,80016949.0,77.7,103039258.0
heaven is for real,2014,91443253.0,89.7,10444766.0,10.3,101888019.0
"alexander and the terrible, horrible, no good, very bad day",2014,66954149.0,66.5,33700000.0,33.5,100654149.0
tammy,2014,84525432.0,84.2,15850000.0,15.8,100375432.0
pk,2014,10616104.0,10.6,89754000.0,89.4,100370104.0
the continent,2014,,,100125957.0,,100125957.0
the book of life,2014,50151543.0,50.3,49632013.0,49.7,99783556.0
ode to my father,2014,2300121.0,2.3,96785170.0,97.7,99085291.0
fleet of time,2014,569280.0,0.6,93674911.0,99.4,94244191.0
the man from macau,2014,,,93864936.0,,93864936.0
paranormal activity: the marked ones,2014,32462372.0,35.7,58432590.0,64.3,90894962.0
the hundred0foot journey,2014,54240821.0,60.6,35273632.0,39.4,89514453.0
deliver us from evil,2014,30577122.0,34.8,57360693.0,65.2,87937815.0
a million ways to die in the west,2014,43139300.0,49.5,44050456.0,50.5,87189756.0
step up all in,2014,14904384.0,17.3,71261262.0,82.7,86165646.0
john wick,2014,43037835.0,50.0,42975221.0,50.0,86013056.0
the judge,2014,47119388.0,55.8,37300000.0,44.2,84419388.0
tiny times 3.0,2014,,,82320000.0,,82320000.0
gone with the bullets,2014,,,81387479.0,,81387479.0
muppets most wanted,2014,51183113.0,63.7,29200000.0,36.3,80383113.0
spanish affair,2014,,,78768613.0,,78768613.0
if i stay,2014,50474843.0,64.5,27800000.0,35.5,78274843.0
head full of honey,2014,,,78127384.0,,78127384.0
"i, frankenstein",2014,19075290.0,24.8,57725889.0,75.2,76801179.0
crimson peak,2014,31090320.0,41.6,43589502.0,58.4,74679822.0
my old classmate,2014,,,73052128.0,,73052128.0
the bélier family,2014,,,72751538.0,,72751538.0
brick mansions,2014,20396829.0,28.6,51019901.0,71.4,71416730.0
son of god,2014,59700064.0,84.3,11129206.0,15.7,70829270.0
think like a man too,2014,65182182.0,92.9,4999246.0,7.1,70181428.0
jersey boys,2014,47047013.0,69.5,20600000.0,30.5,67647013.0
the giver,2014,45090374.0,67.3,21890082.0,32.7,66980456.0
selma,2014,52076908.0,78.0,14711000.0,22.0,66787908.0
beijing love story,2014,428318.0,0.7,65414057.0,99.3,65842375.0
the house that never dies,2014,,,65220000.0,,65220000.0
the pirates,2014,415775.0,0.6,64442449.0,99.4,64858224.0
god's not dead,2014,60755732.0,94.0,3912142.0,6.0,64667874.0
the pirate fairy,2014,,,63998725.0,,63998725.0
the inbetweeners 2,2014,,,63852235.0,,63852235.0
begin again,2014,16170632.0,25.5,47294229.0,74.5,63464861.0
the white haired witch of lunar kingdom,2014,,,62515046.0,,62515046.0
the walk,2014,10137502.0,16.6,51044440.0,83.4,61181942.0
miss granny,2014,,,58940254.0,,58940254.0
a walk among the tombstones,2014,26307600.0,44.7,32526784.0,55.3,58834384.0
dolphin tale 2,2014,42024533.0,72.7,15800000.0,27.3,57824533.0
st. vincent,2014,44137712.0,80.5,10699522.0,19.5,54837234.0
no good deed,2014,52543632.0,96.7,1779578.0,3.3,54323210.0
overheard 3,2014,,,53493428.0,,53493428.0
supercondriaque,2014,,,53425036.0,,53425036.0
3 days to kill,2014,30697999.0,57.6,22562231.0,42.4,53260230.0
rurouni kenshin part ii: kyoto inferno,2014,,,52696176.0,,52696176.0
wild,2014,37880356.0,72.2,14621185.0,27.8,52501541.0
magic in the moonlight,2014,10539326.0,20.7,40490035.0,79.3,51029361.0
about last night,2014,48637684.0,96.4,1808176.0,3.6,50445860.0
dearest 2014 re0release,2014,,,50000583.0,,50000583.0
whiplash,2014,13092000.0,26.7,35890041.0,73.3,48982041.0
chef,2014,31424003.0,64.9,17004045.0,35.1,48428048.0
boyhood,2014,25352281.0,52.7,22785385.0,47.3,48137666.0
coming home,2014,377607.0,0.8,47210377.0,99.2,47587984.0
beauty and the beast,2014,,,47430624.0,,47430624.0
nightcrawler,2014,32381217.0,68.3,15044618.0,31.7,47425835.0
earth to echo,2014,38934842.0,85.2,6746220.0,14.8,45681062.0
that awkward moment,2014,26068955.0,57.1,19571188.0,42.9,45640143.0
love on the cloud,2014,271734.0,0.6,45114826.0,99.4,45386560.0
oculus,2014,27695246.0,62.3,16751041.0,37.7,44446287.0
the great hypnotist,2014,,,44077818.0,,44077818.0
kick,2014,2472695.0,5.6,41523788.0,94.4,43996483.0
asterix and obelix: mansion of the gods,2014,,,42830578.0,,42830578.0
thermae romae ii,2014,,,42473163.0,,42473163.0
bang bang,2014,2546172.0,6.1,39499809.0,93.9,42045981.0
detective conan: the sniper from another dimension,2014,,,42028116.0,,42028116.0
rurouni kenshin: the legend ends,2014,,,41900000.0,,41900000.0
"as above, so below",2014,21321100.0,50.9,20577309.0,49.1,41898409.0
this is where i leave you,2014,34296320.0,83.0,7000000.0,17.0,41296320.0
boonie bears: to the rescue,2014,,,40163675.0,,40163675.0
the november man,2014,25018119.0,63.1,14643800.0,36.9,39661919.0
recep ivedik 4,2014,,,39477906.0,,39477906.0
sin city: a dame to kill for,2014,13757804.0,34.9,25649812.0,65.1,39407616.0
the gambler,2014,33680992.0,85.7,5600000.0,14.3,39280992.0
samba,2014,151530.0,0.4,39027165.0,99.6,39178695.0
women who flirt,2014,375495.0,1.0,38780637.0,99.0,39156132.0
forbidden empire 2014 re0release,2014,,,38885962.0,,38885962.0
the best of me,2014,26766213.0,69.3,11843455.0,30.7,38609668.0
million dollar arm,2014,36457627.0,94.7,2025828.0,5.3,38483455.0
but always,2014,430760.0,1.1,37608488.0,98.9,38039248.0
devil's due,2014,15821461.0,42.9,21100099.0,57.1,36921560.0
a most wanted man,2014,17237855.0,47.6,18995662.0,52.4,36233517.0
kundo: age of the rampant,2014,280958.0,0.8,35660333.0,99.2,35941291.0
doraemon the movie: the new records of nobita's spaceblazer 2014 re0release,2014,,,35861856.0,,35861856.0
the water diviner,2014,4196641.0,11.9,31200000.0,88.1,35396641.0
when marnie was there,2014,561085.0,1.6,34388482.0,98.4,34949567.0
endless love,2014,23438250.0,67.5,11279923.0,32.5,34718173.0
black & white: the dawn of justice,2014,,,34146896.0,,34146896.0
"my love, don't cross that river",2014,,,34012261.0,,34012261.0
don't go breaking my heart 2,2014,,,33801759.0,,33801759.0
get on up,2014,30703100.0,91.8,2745871.0,8.2,33448971.0
girls,2014,,,33325338.0,,33325338.0
the crossing,2014,,,32806475.0,,32806475.0
old boys: the way of the dragon,2014,,,32800000.0,,32800000.0
tinker bell and the legend of the neverbeast,2014,,,31836701.0,,31836701.0
the four 3,2014,,,31521335.0,,31521335.0
wild tales,2014,3106530.0,9.9,28372363.0,90.1,31478893.0
tazza: the hidden card,2014,251555.0,0.8,31026921.0,99.2,31278476.0
mrs. brown's boys d'movie,2014,,,31116264.0,,31116264.0
rise of the legend,2014,,,30932534.0,,30932534.0
winter's tale,2014,12600231.0,40.9,18200000.0,59.1,30800231.0
when the game stands tall,2014,30127963.0,100.0,10791.0,0.0,30138754.0
draft day,2014,28842237.0,96.7,981962.0,3.3,29824199.0
big eyes,2014,14482031.0,49.5,14771135.0,50.5,29253166.0
the fatal encounter,2014,,,29060186.0,,29060186.0
maya the bee movie,2014,,,28638603.0,,28638603.0
pokémon the movie: diancie and the cocoon of destruction,2014,,,28595105.0,,28595105.0
the divine move,2014,136707.0,0.5,27790164.0,99.5,27926871.0
nicholas on holiday,2014,,,27567832.0,,27567832.0
grace of monaco,2014,,,27515247.0,,27515247.0
left behind,2014,14019924.0,51.2,13385972.0,48.8,27405896.0
joy of fatherhood,2014,,,27088817.0,,27088817.0
a hard day,2014,19004.0,0.0,26469843.0,99.9,26488847.0
top five,2014,25317471.0,96.9,800000.0,3.1,26117471.0
iceman,2014,7679.0,0.0,26026238.0,100.0,26033917.0
meet miss anxiety,2014,,,25948636.0,,25948636.0
"love, rosie",2014,20431.0,0.0,25553956.0,99.9,25574387.0
a haunted house 2,2014,17329486.0,68.3,8029230.0,31.7,25358716.0
and so it goes,2014,15160801.0,59.9,10151586.0,40.1,25312387.0
kung fu jungle,2014,129784.0,0.5,23940981.0,99.5,24070765.0
hot road,2014,,,22916313.0,,22916313.0
fading gigolo,2014,3769873.0,16.6,18936431.0,83.4,22706304.0
star wars: episode vii 0 the force awakens,2015,936662225.0,45.3,1131561399.0,54.7,2068223624.0
jurassic world,2015,652270625.0,39.0,1018130012.0,61.0,1670400637.0
furious 7,2015,353007020.0,23.3,1162040651.0,76.7,1515047671.0
avengers: age of ultron,2015,459005868.0,32.7,943800000.0,67.3,1402805868.0
minions,2015,336045770.0,29.0,823352627.0,71.0,1159398397.0
spectre,2015,200074609.0,22.7,680600000.0,77.3,880674609.0
inside out,2015,356461711.0,41.5,501832719.0,58.5,858294430.0
mission: impossible 0 rogue nation,2015,195042377.0,28.6,487671890.0,71.4,682714267.0
the hunger games: mockingjay 0 part 2,2015,281723902.0,43.1,371704359.0,56.9,653428261.0
the martian,2015,228433663.0,36.2,401728227.0,63.8,630161890.0
fifty shades of grey,2015,166167230.0,29.2,403484237.0,70.8,569651467.0
cinderella,2015,201151353.0,37.1,341200000.0,62.9,542351353.0
the revenant,2015,183637894.0,34.5,349312609.0,65.5,532950503.0
ant0man,2015,180202163.0,34.7,339109802.0,65.3,519311965.0
hotel transylvania 2,2015,169700110.0,35.7,305099890.0,64.3,474800000.0
san andreas,2015,155190832.0,32.7,319400000.0,67.3,474590832.0
terminator genisys,2015,89760956.0,20.4,350842581.0,79.6,440603537.0
kingsman: the secret service,2015,128261724.0,31.0,286089822.0,69.0,414351546.0
monster hunt,2015,32766.0,0.0,387020740.0,100.0,387053506.0
home,2015,177397510.0,46.0,208644097.0,54.0,386041607.0
mad max: fury road,2015,153636354.0,40.5,225800000.0,59.5,379436354.0
the good dinosaur,2015,123087120.0,37.1,209120551.0,62.9,332207671.0
taken 3,2015,89256424.0,27.3,237222717.0,72.7,326479141.0
the spongebob movie: sponge out of water,2015,162994032.0,50.1,162192000.0,49.9,325186032.0
maze runner: the scorch trials,2015,81697192.0,26.2,230598864.0,73.8,312296056.0
the divergent series: insurgent,2015,130179072.0,43.8,166823455.0,56.2,297002527.0
pitch perfect 2,2015,184296230.0,64.2,102847849.0,35.8,287144079.0
mojin: the lost legend,2015,1243810.0,0.5,258124638.0,99.5,259368448.0
lost in hong kong,2015,1302281.0,0.5,254981631.0,99.5,256283912.0
the peanuts movie,2015,130178411.0,52.9,116054702.0,47.1,246233113.0
pixels,2015,78747585.0,32.2,166127224.0,67.8,244874809.0
daddy's home,2015,150357137.0,61.9,92429000.0,38.1,242786137.0
spy,2015,110825712.0,47.0,124840507.0,53.0,235666219.0
alvin and the chipmunks: the road chip,2015,85886987.0,36.6,148911649.0,63.4,234798636.0
goodbye mr. loser,2015,1293626.0,0.6,226829302.0,99.4,228122928.0
ted 2,2015,81476385.0,37.7,134387221.0,62.3,215863606.0
tomorrowland,2015,93436322.0,44.7,115599346.0,55.3,209035668.0
everest,2015,43482270.0,21.4,159945314.0,78.6,203427584.0
straight outta compton,2015,161197785.0,79.9,40437206.0,20.1,201634991.0
the intern,2015,75764672.0,38.9,119000000.0,61.1,194764672.0
jian bing man,2015,,,186683536.0,,186683536.0
jupiter ascending,2015,47387723.0,25.7,136900000.0,74.3,184287723.0
creed,2015,109767581.0,63.0,64400000.0,37.0,174167581.0
fantastic four,2015,56117548.0,33.4,111765333.0,66.6,167882881.0
bridge of spies,2015,72313754.0,43.7,93164594.0,56.3,165478348.0
from vegas to macau ii,2015,,,163877532.0,,163877532.0
focus,2015,53862963.0,33.8,105300000.0,66.2,159162963.0
goosebumps,2015,80080379.0,50.6,78180573.0,49.4,158260952.0
ip man 3,2015,2679437.0,1.7,154275501.0,98.3,156954938.0
the hateful eight,2015,54117416.0,34.7,101642701.0,65.3,155760117.0
monkey king: hero is back,2015,,,153262397.0,,153262397.0
gods of egypt,2015,31153464.0,20.7,119527400.0,79.3,150680864.0
the last witch hunter,2015,27367660.0,18.6,119569250.0,81.4,146936910.0
trainwreck,2015,110212700.0,78.3,30583093.0,21.7,140795793.0
mr. six,2015,1415450.0,1.0,137775895.0,99.0,139191345.0
point break,2015,28782481.0,21.5,105000000.0,78.5,133782481.0
the big short,2015,70259870.0,52.7,63181000.0,47.3,133440870.0
pan,2015,35088320.0,27.2,93900000.0,72.8,128988320.0
detective chinatown,2015,474252.0,0.4,125368683.0,99.6,125842935.0
wolf totem,2015,210591.0,0.2,125626479.0,99.8,125837070.0
ride along 2,2015,91221830.0,73.2,33383467.0,26.8,124605297.0
magic mike xxl,2015,66013057.0,53.8,56600000.0,46.2,122613057.0
dragon blade,2015,74068.0,0.0,122519781.0,99.9,122593849.0
insidious: chapter 3,2015,52218558.0,46.2,60765331.0,53.8,112983889.0
get hard,2015,90411453.0,80.9,21400000.0,19.1,111811453.0
the man from u.n.c.l.e.,2015,45445109.0,41.3,64600000.0,58.7,110045109.0
the 5th wave,2015,34916787.0,31.8,74989585.0,68.2,109906372.0
paul blart: mall cop 2,2015,71038190.0,66.0,36550035.0,34.0,107588225.0
vacation,2015,58884188.0,54.9,48344033.0,45.1,107228221.0
chronicles of the ghostly tribe,2015,,,106380000.0,,106380000.0
shaun the sheep movie,2015,19375982.0,18.2,86833396.0,81.8,106209378.0
sisters,2015,87044645.0,82.9,17966408.0,17.1,105011053.0
chappie,2015,31569268.0,30.7,71242621.0,69.3,102811889.0
joy,2015,56451232.0,55.8,44682827.0,44.2,101134059.0
black mass,2015,62575678.0,62.6,37400000.0,37.4,99975678.0
spotlight,2015,45055776.0,45.7,53634478.0,54.3,98690254.0
devil and angel,2015,131058.0,0.1,98468884.0,99.9,98599942.0
the visit,2015,65206105.0,66.2,33243957.0,33.8,98450062.0
the little prince,2015,1339152.0,1.4,96232098.0,98.6,97571250.0
assassination,2015,1904682.0,2.0,94215091.0,98.0,96119773.0
poltergeist,2015,47425125.0,49.7,48012869.0,50.3,95437994.0
