Release_Date,Name,production_budget,domestic_gross,worldwide_gross,foreign_gross,languages
2016,mechanic: resurrection,40000000.0,21218403.0,109738840.0,88520437.0,
2004,torque,40000000.0,21176322.0,46176322.0,25000000.0,
2009,fantastic mr. fox,40000000.0,21002919.0,47083412.0,26080493.0,
1995,showgirls,40000000.0,20350754.0,37750754.0,17400000.0,
1996,city hall,40000000.0,20278055.0,,,
2012,big miracle,40000000.0,20157300.0,25268680.0,5111380.0,
2012,the impossible,40000000.0,19019882.0,169590606.0,150570724.0,
2012,a thousand words,40000000.0,18450127.0,20790486.0,2340359.0,
2006,marie antoinette,40000000.0,15962471.0,60862471.0,44900000.0,
2000,get carter,40000000.0,14967182.0,19417182.0,4450000.0,
1995,kiss of death,40000000.0,14942422.0,,,
2002,"life, or something like it",40000000.0,14448589.0,,,
1987,ishtar,40000000.0,14375181.0,,,
1992,memoirs of an invisible man,40000000.0,14358033.0,,,
2009,amelia,40000000.0,14279575.0,19756077.0,5476502.0,
2009,cirque du freak: the vampire's assistant,40000000.0,14046595.0,39753957.0,25707362.0,
2004,new york minute,40000000.0,14018364.0,21215882.0,7197518.0,
1999,the deep end of the ocean,40000000.0,13508635.0,,,
2004,alfie,40000000.0,13395939.0,35195939.0,21800000.0,
2002,feardotcom,40000000.0,13208023.0,,,
2008,soul men,40000000.0,12082391.0,12345883.0,263492.0,
2015,the gunman,40000000.0,10664749.0,18594227.0,7929478.0,
1999,universal soldier ii: the return,40000000.0,10447421.0,10717421.0,270000.0,
2009,pandorum,40000000.0,10330853.0,17033431.0,6702578.0,
2003,duplex,40000000.0,9652000.0,10070651.0,418651.0,
2013,paranoia,40000000.0,7388654.0,16340767.0,8952113.0,
1980,raise the titanic,40000000.0,7000000.0,,,
2015,baahubali: the beginning,40000000.0,6738000.0,26736665.0,19998665.0,
2018,the hurricane heist,40000000.0,6115824.0,30963684.0,24847860.0,
2002,impostor,40000000.0,6114237.0,7974607.0,1860370.0,
2015,victor frankenstein,40000000.0,5775076.0,31124367.0,25349291.0,
2002,extreme ops,40000000.0,4835968.0,12624471.0,7788503.0,
2001,just visiting,40000000.0,4777007.0,16172200.0,11395193.0,
2014,snowpiercer,40000000.0,4563029.0,88069880.0,83506851.0,
2007,sunshine,40000000.0,3688560.0,32030610.0,28342050.0,
1994,the hudsucker proxy,40000000.0,2816518.0,14938149.0,12121631.0,
2016,billy lynnâs long halftime walk,40000000.0,1738477.0,30230402.0,28491925.0,
1986,pirates,40000000.0,1641825.0,6341825.0,4700000.0,
2008,delgo,40000000.0,915840.0,,,
2007,the hunting party,40000000.0,876671.0,7729552.0,6852881.0,
2006,alex rider: operation stormbreaker,40000000.0,659210.0,20722450.0,20063240.0,
2009,red cliff,40000000.0,627047.0,119627047.0,119000000.0,
2004,the last shot,40000000.0,463730.0,,,
2007,nomad,40000000.0,79123.0,,,
2013,un monstre ã paris,40000000.0,,27000381.0,,
2019,kursk,40000000.0,,4212799.0,,
2016,uss indianapolis: men of courage,40000000.0,,1663785.0,,
2014,dragon nest warriors' dawn,40000000.0,,734423.0,,
2018,the crow,40000000.0,,0.0,,
2019,the goldfinch,40000000.0,,0.0,,
2019,down under cover,40000000.0,,0.0,,
2009,the time traveler's wife,39000000.0,63414846.0,102332135.0,38917289.0,
1983,superman iii,39000000.0,59950623.0,,,
2007,because i said so,39000000.0,42674040.0,69538833.0,26864793.0,
2012,frankenweenie,39000000.0,35287788.0,81150788.0,45863000.0,
1996,sgt. bilko,39000000.0,30356589.0,37956589.0,7600000.0,
2005,serenity,39000000.0,25514517.0,40319440.0,14804923.0,
2007,shoot 'em up,39000000.0,12796824.0,26796824.0,14000000.0,
2004,against the ropes,39000000.0,5881504.0,6429865.0,548361.0,
2013,yi dai zong shi,38600000.0,6594959.0,57987299.0,51392340.0,
2001,the fast and the furious,38000000.0,144512310.0,206512310.0,62000000.0,
2002,sweet home alabama,38000000.0,127214072.0,182365114.0,55151042.0,
2009,the ugly truth,38000000.0,88915214.0,205298907.0,116383693.0,
2002,spy kids 2: the island of lost dreams,38000000.0,85846296.0,119721296.0,33875000.0,
1994,star trek: generations,38000000.0,75671262.0,120000000.0,44328738.0,
2017,captain underpants: the first epic movie,38000000.0,73921000.0,126577874.0,52656874.0,
2015,paul blart: mall cop 2,38000000.0,71091594.0,107650646.0,36559052.0,
1997,mouse hunt,38000000.0,61894591.0,,,
2016,why him?,38000000.0,60323786.0,117425156.0,57101370.0,
2011,water for elephants,38000000.0,58709717.0,116809717.0,58100000.0,
2010,life as we know it,38000000.0,53374681.0,105887837.0,52513156.0,
1999,the hurricane,38000000.0,50699241.0,73956241.0,23257000.0,
2013,riddick,38000000.0,42025135.0,94763758.0,52738623.0,
2001,heartbreakers,38000000.0,40334024.0,57753825.0,17419801.0,
2002,enough,38000000.0,39177215.0,50970660.0,11793445.0,
2016,the 5th wave,38000000.0,34912982.0,111336398.0,76423416.0,
2009,push,38000000.0,31811527.0,49678401.0,17866874.0,
2013,rush,38000000.0,26947624.0,98230839.0,71283215.0,
2001,angel eyes,38000000.0,24044532.0,29544532.0,5500000.0,
2001,joe somebody,38000000.0,22770864.0,24515990.0,1745126.0,
2000,the ninth gate,38000000.0,18653746.0,58394308.0,39740562.0,
2017,only the brave,38000000.0,18340051.0,24555177.0,6215126.0,
1996,extreme measures,38000000.0,17378193.0,,,
2011,the thing,38000000.0,16999934.0,27573078.0,10573144.0,
2001,rock star,38000000.0,16991902.0,19317765.0,2325863.0,
1996,white squall,38000000.0,10229300.0,,,
2008,city of ember,38000000.0,7873007.0,17831558.0,9958551.0,
1997,switchback,38000000.0,6504442.0,,,
2018,the sisters brothers,38000000.0,3143056.0,13143056.0,10000000.0,
2001,texas rangers,38000000.0,623374.0,,,
2008,virgin territory,38000000.0,,5473041.0,,
2019,the upside,37500000.0,108235497.0,119024536.0,10789039.0,
2012,what to expect when you're expecting,37500000.0,41152203.0,88473016.0,47320813.0,
2012,the master,37500000.0,16247159.0,50647416.0,34400257.0,
2008,the express,37500000.0,9793406.0,9813309.0,19903.0,
2008,twilight,37000000.0,192769854.0,402280159.0,209510305.0,
2013,we're the millers,37000000.0,150394119.0,267816276.0,117422157.0,
2015,creed,37000000.0,109767581.0,173567581.0,63800000.0,
2010,the town,37000000.0,92186262.0,152566881.0,60380619.0,
2011,dolphin tale,37000000.0,72286779.0,96068724.0,23781945.0,
2018,game night,37000000.0,69179066.0,117378084.0,48199018.0,
2008,burn after reading,37000000.0,60355347.0,168167798.0,107812451.0,
2004,13 going on 30,37000000.0,57139723.0,97658712.0,40518989.0,
2008,nim's island,37000000.0,48006762.0,101857425.0,53850663.0,
2016,how to be single,37000000.0,46843513.0,100003780.0,53160267.0,
2010,cop out,37000000.0,44875481.0,55909910.0,11034429.0,
2011,the rite,37000000.0,33047633.0,97143987.0,64096354.0,
2008,space chimps,37000000.0,30105968.0,67029956.0,36923988.0,
1999,magnolia,37000000.0,22450975.0,48446802.0,25995827.0,
2015,aloha,37000000.0,21052030.0,25387091.0,4335061.0,
2009,obitaemyy ostrov,36500000.0,,15000000.0,,
2018,a star is born,36000000.0,215288866.0,433449571.0,218160705.0,
2011,gnomeo and juliet,36000000.0,99967670.0,193737977.0,93770307.0,
2002,john q,36000000.0,71026631.0,102226631.0,31200000.0,
1999,blue streak,36000000.0,68208190.0,117448157.0,49239967.0,
1983,never say never again,36000000.0,55500000.0,160000000.0,104500000.0,
2010,hot tub time machine,36000000.0,50269859.0,65967750.0,15697891.0,
1997,breakdown,36000000.0,50159144.0,,,
2014,dolphin tale 2,36000000.0,42024533.0,57824533.0,15800000.0,
2016,collateral beauty,36000000.0,31016021.0,85309093.0,54293072.0,
2003,a man apart,36000000.0,26500000.0,43797731.0,17297731.0,
2000,reindeer games,36000000.0,23360779.0,,,
1999,snow falling on cedars,36000000.0,14378353.0,,,
1996,ghosts of mississippi,36000000.0,13052741.0,,,
1997,gattaca,36000000.0,12532777.0,,,
2000,isn't she great,36000000.0,2954405.0,,,
2016,yip man 3,36000000.0,2679437.0,157300954.0,154621517.0,
2011,there be dragons,36000000.0,1069334.0,4020990.0,2951656.0,
2017,queen of the desert,36000000.0,,1578543.0,,
2003,head of state,35200000.0,37788228.0,38283765.0,495537.0,
2017,it,35000000.0,327481748.0,697457969.0,369976221.0,
2009,the hangover,35000000.0,277322503.0,465764086.0,188441583.0,
2009,the blind side,35000000.0,255959475.0,305705794.0,49746319.0,
1989,batman,35000000.0,251188924.0,411348924.0,160160000.0,
1999,austin powers: the spy who shagged me,35000000.0,206040085.0,312383487.0,106343402.0,
2010,true grit,35000000.0,171243005.0,252276928.0,81033923.0,
1992,lethal weapon 3,35000000.0,144731527.0,319700000.0,174968473.0,
1998,rush hour,35000000.0,141186864.0,245300000.0,104113136.0,
2013,identity thief,35000000.0,134506920.0,175361578.0,40854658.0,
2006,the devil wears prada,35000000.0,124740460.0,326073155.0,201332695.0,
2011,horrible bosses,35000000.0,117538559.0,212417601.0,94879042.0,
2001,spy kids,35000000.0,112692062.0,197692062.0,85000000.0,
2015,trainwreck,35000000.0,110212700.0,141123897.0,30911197.0,
2013,saving mr. banks,35000000.0,83299761.0,114962525.0,31662764.0,
1979,star trek: the motion picture,35000000.0,82258456.0,139000000.0,56741544.0,
2008,21,35000000.0,81159365.0,159846429.0,78687064.0,
2008,what happens in vegas...,35000000.0,80277646.0,218535708.0,138258062.0,
1991,cape fear,35000000.0,79091969.0,182291969.0,103200000.0,
1996,the english patient,35000000.0,78716374.0,231710008.0,152993634.0,
2009,hotel for dogs,35000000.0,73178547.0,122357172.0,49178625.0,
2005,guess who,35000000.0,68915888.0,102115888.0,33200000.0,
2012,this is 40,35000000.0,67544505.0,90221182.0,22676677.0,
1997,l.a. confidential,35000000.0,64604977.0,126204977.0,61600000.0,
2005,sky high,35000000.0,63939454.0,83109359.0,19169905.0,
1997,in & out,35000000.0,63826569.0,83226569.0,19400000.0,
2010,a nightmare on elm street,35000000.0,63075011.0,117729621.0,54654610.0,
2000,the cell,35000000.0,61280963.0,85911226.0,24630263.0,
1995,species,35000000.0,60054449.0,113354449.0,53300000.0,
2006,the benchwarmers,35000000.0,59843754.0,65063726.0,5219972.0,
2010,secretariat,35000000.0,59699513.0,60376247.0,676734.0,
1998,the man in the iron mask,35000000.0,56968169.0,,,
2011,friends with benefits,35000000.0,55802754.0,146595891.0,90793137.0,
2016,neighbors 2: sorority rising,35000000.0,55340730.0,108757621.0,53416891.0,
2007,tmnt,35000000.0,54149098.0,96096018.0,41946920.0,
2003,radio,35000000.0,52333738.0,53293628.0,959890.0,
2018,sicario: day of the soldado,35000000.0,50065850.0,75885196.0,25819346.0,
2009,old dogs,35000000.0,49492060.0,95104304.0,45612244.0,
1992,malcolm x,35000000.0,48169910.0,,,
2015,poltergeist,35000000.0,47425125.0,95713069.0,48287944.0,
2018,goosebumps 2: haunted halloween,35000000.0,46697321.0,93291478.0,46594157.0,
2018,12 strong,35000000.0,45819713.0,71118378.0,25298665.0,
2009,underworld 3: rise of the lycans,35000000.0,45802315.0,89102315.0,43300000.0,
2005,must love dogs,35000000.0,43894863.0,58405313.0,14510450.0,
2007,license to wed,35000000.0,43799818.0,70187088.0,26387270.0,
1997,donnie brasco,35000000.0,41954997.0,65303052.0,23348055.0,
2008,max payne,35000000.0,40689393.0,87775050.0,47085657.0,
2002,resident evil,35000000.0,40119709.0,103787401.0,63667692.0,
2004,the ladykillers,35000000.0,39692139.0,77392139.0,37700000.0,
2011,something borrowed,35000000.0,39046489.0,65084116.0,26037627.0,
2006,the nativity story,35000000.0,37629831.0,46309644.0,8679813.0,
2011,in time,35000000.0,37553932.0,165103952.0,127550020.0,
2010,the back-up plan,35000000.0,37490007.0,75281179.0,37791172.0,
2011,j. edgar,35000000.0,37306030.0,84606030.0,47300000.0,
2000,bounce,35000000.0,36805288.0,53425292.0,16620004.0,
2018,mile 22,35000000.0,36108758.0,66295121.0,30186363.0,
2015,hot pursuit,35000000.0,34580201.0,45671512.0,11091311.0,
2015,concussion,35000000.0,34531832.0,50363790.0,15831958.0,
2017,the foreigner,35000000.0,34393507.0,140783360.0,106389853.0,
2004,closer,35000000.0,33987757.0,116177695.0,82189938.0,
1994,street fighter,35000000.0,33423000.0,99423000.0,66000000.0,
2001,black knight,35000000.0,33422806.0,,,
2005,the bad news bears,35000000.0,32868349.0,33500620.0,632271.0,
2002,the pianist,35000000.0,32519322.0,111854182.0,79334860.0,
2005,house of wax,35000000.0,32064800.0,70064800.0,38000000.0,
2001,from hell,35000000.0,31598308.0,68712365.0,37114057.0,
2018,adrift,35000000.0,31445011.0,57897191.0,26452180.0,
2008,mirrors,35000000.0,30691439.0,77220596.0,46529157.0,
2017,underworld: blood wars,35000000.0,30353973.0,81209222.0,50855249.0,
2002,queen of the damned,35000000.0,30307804.0,,,
2010,nanny mcphee and the big bang,35000000.0,29197642.0,97799865.0,68602223.0,
2008,untraceable,35000000.0,28687835.0,52649951.0,23962116.0,
1990,predator 2,35000000.0,28317513.0,54768418.0,26450905.0,
2011,abduction,35000000.0,28087155.0,86648359.0,58561204.0,
1980,flash gordon,35000000.0,27107960.0,,,
2008,superhero movie,35000000.0,26638520.0,73026302.0,46387782.0,
1999,blast from the past,35000000.0,26613620.0,,,
2012,alex cross,35000000.0,25888412.0,35426759.0,9538347.0,
2004,jersey girl,35000000.0,25266129.0,37066129.0,11800000.0,
1997,midnight in the garden of good and evil,35000000.0,25078937.0,,,
2016,bridget jonesâs baby,35000000.0,24139805.0,205822688.0,181682883.0,
2001,heist,35000000.0,23483357.0,28906817.0,5423460.0,
1992,hoffa,35000000.0,23365858.0,28391473.0,5025615.0,
2016,whiskey tango foxtrot,35000000.0,23083334.0,25350747.0,2267413.0,
2004,ella enchanted,35000000.0,22913677.0,,,
2015,hitman: agent 47,35000000.0,22467450.0,82182803.0,59715353.0,
2008,the x-files: i want to believe,35000000.0,20982478.0,68170792.0,47188314.0,
2012,premium rush,35000000.0,20275446.0,31393201.0,11117755.0,
2013,broken city,35000000.0,19701164.0,34480045.0,14778881.0,
2005,valiant,35000000.0,19478106.0,64188387.0,44710281.0,
2000,wonder boys,35000000.0,19389454.0,33422485.0,14033031.0,
2005,cursed,35000000.0,19294901.0,25114901.0,5820000.0,
2007,walk hard: the dewey cox story,35000000.0,18317151.0,20606053.0,2288902.0,
2002,the four feathers,35000000.0,18306166.0,29882645.0,11576479.0,
2010,furry vengeance,35000000.0,17630465.0,39340177.0,21709712.0,
2013,parker,35000000.0,17616641.0,48543388.0,30926747.0,
2004,wimbledon,35000000.0,16862585.0,41666476.0,24803891.0,
2000,bait,35000000.0,15325127.0,15471969.0,146842.0,
2000,dungeons and dragons,35000000.0,15185241.0,33771965.0,18586724.0,
2007,lions for lambs,35000000.0,14998070.0,63211088.0,48213018.0,
1991,flight of the intruder,35000000.0,14471440.0,,,
2011,the tree of life,35000000.0,13305665.0,61721826.0,48416161.0,
2001,american outlaws,35000000.0,13264986.0,13601109.0,336123.0,
2006,zoom,35000000.0,11989328.0,12506188.0,516860.0,
2001,the shipping news,35000000.0,11405825.0,24405825.0,13000000.0,
2009,the young victoria,35000000.0,11001272.0,31878891.0,20877619.0,
2014,sabotage,35000000.0,10508518.0,18376443.0,7867925.0,
1998,knock off,35000000.0,10319915.0,,,
2009,whiteout,35000000.0,10275638.0,12254746.0,1979108.0,
2015,unfinished business,35000000.0,10219501.0,13214051.0,2994550.0,
2015,the walk,35000000.0,10161183.0,61492104.0,51330921.0,
2006,the fountain,35000000.0,10144010.0,15461638.0,5317628.0,
2013,mandela: long walk to freedom,35000000.0,8323085.0,29890402.0,21567317.0,
2008,punisher: war zone,35000000.0,8050977.0,10157534.0,2106557.0,
2003,the order,35000000.0,7659747.0,11559747.0,3900000.0,
2006,a good year,35000000.0,7459300.0,42064105.0,34604805.0,
2016,the brothers grimsby,35000000.0,6864016.0,28720470.0,21856454.0,
2017,the snowman,35000000.0,6670765.0,43226146.0,36555381.0,
2002,femme fatale,35000000.0,6630252.0,16830252.0,10200000.0,
1997,warriors of virtue,35000000.0,6448817.0,,,
2003,luther,35000000.0,5781086.0,32717063.0,26935977.0,
2011,biutiful,35000000.0,5101237.0,24687524.0,19586287.0,
1992,radio flyer,35000000.0,4651977.0,,,
1993,bound by honor,35000000.0,4496583.0,,,
2016,a hologram for the king,35000000.0,4212494.0,11846010.0,7633516.0,
1997,smilla's sense of snow,35000000.0,2221994.0,,,
1986,playing for keeps,35000000.0,2000000.0,,,
1980,lion of the desert,35000000.0,1500000.0,,,
1996,le hussard sur le toit,35000000.0,1320043.0,,,
1999,ride with the devil,35000000.0,630779.0,,,
2012,stolen,35000000.0,289773.0,17967746.0,17677973.0,
2011,trespass,35000000.0,16816.0,786532.0,769716.0,
2006,bandidas,35000000.0,,19282590.0,,
2015,the lovers,35000000.0,,53899.0,,
2008,black water transit,35000000.0,,0.0,,
2011,the darkest hour,34800000.0,21443494.0,62831715.0,41388221.0,
2017,baby driver,34000000.0,107825862.0,228104185.0,120278323.0,
2014,the maze runner,34000000.0,102427862.0,348319861.0,245891999.0,
2015,the longest ride,34000000.0,37446117.0,63802928.0,26356811.0,
1993,the age of innocence,34000000.0,32014993.0,,,
2009,gake no ue no ponyo,34000000.0,15090399.0,205312666.0,190222267.0,
2018,the darkest minds,34000000.0,12695691.0,38361428.0,25665737.0,
1999,chill factor,34000000.0,11263966.0,,,
1999,the astronaut's wife,34000000.0,10672566.0,,,
2000,i dreamed of africa,34000000.0,6543194.0,14291999.0,7748805.0,
2014,thunder and the house of magic,34000000.0,4091.0,62582520.0,62578429.0,
1981,reds,33500000.0,50000000.0,,,
1992,a few good men,33000000.0,141340178.0,236500000.0,95159822.0,
2000,big momma's house,33000000.0,117559438.0,173559438.0,56000000.0,
2001,exit wounds,33000000.0,51758599.0,79958599.0,28200000.0,
2016,mike and dave need wedding dates,33000000.0,46009673.0,75898100.0,29888427.0,
2012,step up revolution,33000000.0,35074677.0,165552290.0,130477613.0,
2006,snakes on a plane,33000000.0,34020814.0,62020814.0,28000000.0,
2004,the punisher,33000000.0,33664370.0,54533774.0,20869404.0,
2000,the watcher,33000000.0,28946615.0,47267829.0,18321214.0,
2012,safe,33000000.0,17142080.0,41495213.0,24353133.0,
2008,doomsday,33000000.0,11008770.0,21621188.0,10612418.0,
1999,pushing tin,33000000.0,8408835.0,,,
2006,goal! the dream begins,33000000.0,4283255.0,27610873.0,23327618.0,
2015,the young and prodigious t.s. spivet,33000000.0,176847.0,357687.0,180840.0,
2015,freaks of nature,33000000.0,70958.0,,,
1983,star wars ep. vi: return of the jedi,32500000.0,309205079.0,572705079.0,263500000.0,
2011,bridesmaids,32500000.0,169211718.0,289632023.0,120420305.0,
2008,the reader,32500000.0,34194407.0,112964875.0,78770468.0,
2013,the big wedding,32500000.0,21819348.0,48425971.0,26606623.0,
2012,wanderlust,32500000.0,17288155.0,24159934.0,6871779.0,
2003,elf,32000000.0,173840591.0,220678483.0,46837892.0,
1996,phenomenon,32000000.0,104636382.0,152036382.0,47400000.0,
2013,this is the end,32000000.0,101470202.0,126539117.0,25068915.0,
2002,snow dogs,32000000.0,81150692.0,116898028.0,35747336.0,
2006,nacho libre,32000000.0,80197993.0,99296462.0,19098469.0,
1988,scrooged,32000000.0,59450353.0,,,
2010,takers,32000000.0,57744720.0,70587268.0,12842548.0,
2011,source code,32000000.0,54712227.0,140428499.0,85716272.0,
1999,stigmata,32000000.0,50041732.0,89441732.0,39400000.0,
2000,men of honor,32000000.0,48814909.0,82339483.0,33524574.0,
2018,i feel pretty,32000000.0,48795601.0,91553797.0,42758196.0,
2005,the transporter 2,32000000.0,43095856.0,88978458.0,45882602.0,
2011,"big mommas: like father, like son",32000000.0,37915414.0,82332450.0,44417036.0,
1993,alive,32000000.0,36299670.0,,,
2007,the number 23,32000000.0,35193167.0,77593167.0,42400000.0,
1979,1941,32000000.0,34175000.0,94875000.0,60700000.0,
2005,dreamer: inspired by a true story,32000000.0,33022286.0,39498360.0,6476074.0,
2005,a history of violence,32000000.0,31493782.0,61477797.0,29984015.0,
2013,the incredible burt wonderstone,32000000.0,22537881.0,27392609.0,4854728.0,
1995,the quick and the dead,32000000.0,18552460.0,,,
2004,laws of attraction,32000000.0,17848322.0,29948322.0,12100000.0,
2018,bad times at the el royale,32000000.0,17839115.0,29204379.0,11365264.0,
2010,going the distance,32000000.0,17804299.0,43603990.0,25799691.0,
1999,bringing out the dead,32000000.0,16640210.0,,,
2010,repo men,32000000.0,13942007.0,18195238.0,4253231.0,
2007,dragon wars: d-war,32000000.0,10977721.0,79915361.0,68937640.0,
1996,bogus,32000000.0,4357406.0,,,
1997,cats don't dance,32000000.0,3588602.0,,,
1999,cradle will rock,32000000.0,2899970.0,,,
2006,the good german,32000000.0,1308696.0,6678033.0,5369337.0,
2004,george and the dragon,32000000.0,,0.0,,
1979,apocalypse now,31500000.0,78800000.0,81250485.0,2450485.0,
2016,criminal,31500000.0,14708696.0,38771262.0,24062566.0,
2013,42,31000000.0,95020213.0,97470701.0,2450488.0,
2012,flight,31000000.0,93772375.0,160558438.0,66786063.0,
1995,mr. hollandâs opus,31000000.0,82582604.0,106282604.0,23700000.0,
1985,out of africa,31000000.0,79096868.0,258210860.0,179113992.0,
1979,moonraker,31000000.0,70300000.0,210300000.0,140000000.0,
2014,the grand budapest hotel,31000000.0,59076019.0,163981261.0,104905242.0,
2015,vacation,31000000.0,58884188.0,102306500.0,43422312.0,
1990,arachnophobia,31000000.0,53208180.0,,,
2019,isnât it romantic,31000000.0,48791187.0,,,
2000,frequency,31000000.0,44983704.0,68079671.0,23095967.0,
2001,hearts in atlantis,31000000.0,24185781.0,30885781.0,6700000.0,
2010,extraordinary measures,31000000.0,12482741.0,15826984.0,3344243.0,
2017,birth of the dragon,31000000.0,6901965.0,7220490.0,318525.0,
1995,get shorty,30250000.0,72021008.0,115021008.0,43000000.0,
1984,ghostbusters,30000000.0,242212467.0,295212467.0,53000000.0,
1995,toy story,30000000.0,191796233.0,364545516.0,172749283.0,
2018,crazy rich asians,30000000.0,174532921.0,238099711.0,63566790.0,
2002,chicago,30000000.0,170687518.0,306770545.0,136083027.0,
1999,big daddy,30000000.0,163479795.0,228641283.0,65161488.0,
2001,american pie 2,30000000.0,145096820.0,286500000.0,141403180.0,
2012,the vow,30000000.0,125014030.0,197618160.0,72604130.0,
1994,speed,30000000.0,121248145.0,283200000.0,161951855.0,
1990,the hunt for red october,30000000.0,120709866.0,200500000.0,79790134.0,
2013,lee daniels' the butler,30000000.0,116632095.0,177025498.0,60393403.0,
2000,remember the titans,30000000.0,115654751.0,136706683.0,21051932.0,
2009,district 9,30000000.0,115646235.0,212453431.0,96807196.0,
2004,dodgeball: a true underdog story,30000000.0,114326736.0,167791704.0,53464968.0,
1991,the addams family,30000000.0,113502246.0,191502246.0,78000000.0,
1995,ace ventura: when nature calls,30000000.0,108360063.0,212400000.0,104039937.0,
2001,the princess diaries,30000000.0,108244774.0,165334774.0,57090000.0,
1999,analyze this,30000000.0,106885658.0,176885658.0,70000000.0,
1996,the first wives club,30000000.0,105489203.0,181489203.0,76000000.0,
2004,million dollar baby,30000000.0,100492203.0,231928227.0,131436024.0,
1995,se7en,30000000.0,100125643.0,328125643.0,228000000.0,
2003,mystic river,30000000.0,90135191.0,156822020.0,66686829.0,
2015,sisters,30000000.0,87044645.0,106030660.0,18986015.0,
1999,pokemon: the first movie,30000000.0,85744662.0,163644662.0,77900000.0,
2004,spongebob squarepants: the movie,30000000.0,85416609.0,142051255.0,56634646.0,
2009,up in the air,30000000.0,83823381.0,166842739.0,83019358.0,
2004,the notebook,30000000.0,81001787.0,116025023.0,35023236.0,
2009,hannah montana the movie,30000000.0,79576189.0,169173206.0,89597017.0,
2008,27 dresses,30000000.0,76808654.0,160247805.0,83439151.0,
2000,rugrats in paris,30000000.0,76501438.0,103284813.0,26783375.0,
2017,the hitmanâs bodyguard,30000000.0,75468583.0,172778667.0,97310084.0,
1991,the prince of tides,30000000.0,74787599.0,,,
2005,four brothers,30000000.0,74494381.0,92494381.0,18000000.0,
1994,legends of the fall,30000000.0,66502573.0,160502573.0,94000000.0,
2012,looper,30000000.0,66486205.0,170466405.0,103980200.0,
2013,warm bodies,30000000.0,66380662.0,115121608.0,48740946.0,
2002,about schmidt,30000000.0,65005217.0,107054484.0,42049267.0,
2014,the nut job,30000000.0,64251538.0,122529966.0,58278428.0,
2001,down to earth,30000000.0,64172251.0,71172251.0,7000000.0,
1995,babe,30000000.0,63658910.0,246100000.0,182441090.0,
2012,hope springs,30000000.0,63536011.0,133085295.0,69549284.0,
2008,forgetting sarah marshall,30000000.0,63172463.0,105173042.0,42000579.0,
2004,friday night lights,30000000.0,61255921.0,61950770.0,694849.0,
1989,harlem nights,30000000.0,60857262.0,95857262.0,35000000.0,
2008,baby mama,30000000.0,60494212.0,64170447.0,3676235.0,
1998,hope floats,30000000.0,60110313.0,81529000.0,21418687.0,
2009,bride wars,30000000.0,58715510.0,115150424.0,56434914.0,
2004,without a paddle,30000000.0,58156435.0,65121280.0,6964845.0,
2011,midnight in paris,30000000.0,56816662.0,162502774.0,105686112.0,
2017,darkest hour,30000000.0,56443120.0,150807172.0,94364052.0,
2005,wallace & gromit: the curse of the were-rabbit,30000000.0,56068547.0,197593152.0,141524605.0,
2007,p.s. i love you,30000000.0,53695808.0,155769678.0,102073870.0,
2005,corpse bride,30000000.0,53359111.0,114770654.0,61411543.0,
2018,life of the party,30000000.0,53059911.0,65759911.0,12700000.0,
2010,letters to juliet,30000000.0,53032453.0,82148538.0,29116085.0,
2001,blow,30000000.0,52990775.0,83282296.0,30291521.0,
1999,message in a bottle,30000000.0,52880016.0,,,
2015,southpaw,30000000.0,52421953.0,94156456.0,41734503.0,
1989,star trek v: the final frontier,30000000.0,52210049.0,70200000.0,17989951.0,
2017,atomic blonde,30000000.0,51573925.0,98345423.0,46771498.0,
2002,like mike,30000000.0,51432423.0,62432423.0,11000000.0,
1994,naked gun 33 1/3: the final insult,30000000.0,51041856.0,,,
2007,atonement,30000000.0,50980159.0,129779728.0,78799569.0,
1985,a view to a kill,30000000.0,50327960.0,152627960.0,102300000.0,
2005,racing stripes,30000000.0,49772522.0,89955540.0,40183018.0,
2015,sicario,30000000.0,46889293.0,84393749.0,37504456.0,
1989,black rain,30000000.0,45892212.0,,,
1987,full metal jacket,30000000.0,45015999.0,,,
2018,den of thieves,30000000.0,44947622.0,80131391.0,35183769.0,
2012,the three stooges,30000000.0,44338224.0,54052249.0,9714025.0,
2000,pokemon 2000,30000000.0,43746923.0,133946923.0,90200000.0,
2014,john wick,30000000.0,43037835.0,76235001.0,33197166.0,
2006,glory road,30000000.0,42647449.0,42799060.0,151611.0,
2015,the age of adaline,30000000.0,42629776.0,68984536.0,26354760.0,
2010,step up 3d,30000000.0,42400223.0,165889117.0,123488894.0,
2009,drag me to hell,30000000.0,42100625.0,91388487.0,49287862.0,
2012,the cabin in the woods,30000000.0,42073277.0,70689968.0,28616691.0,
2003,secondhand lions,30000000.0,42070939.0,47902566.0,5831627.0,
2006,stranger than fiction,30000000.0,40435190.0,53572822.0,13137632.0,
2011,hanna,30000000.0,40259119.0,65343694.0,25084575.0,
2002,blue crush,30000000.0,40118420.0,51618420.0,11500000.0,
2007,30 days of night,30000000.0,39568996.0,80276156.0,40707160.0,
1986,little shop of horrors,30000000.0,38747385.0,,,
2006,gridiron gang,30000000.0,38432823.0,41457834.0,3025011.0,
1988,midnight run,30000000.0,38413606.0,81613606.0,43200000.0,
2008,meet the spartans,30000000.0,38233676.0,84646831.0,46413155.0,
1987,the running man,30000000.0,38122000.0,,,
2013,the family,30000000.0,36918811.0,51078541.0,14159730.0,
