,Name,Year,Countries,Genres,Budget(USD),Domestic(USD),Domestic_Percentage,Foreign(USD),Foreign_Percentage,Worldwide(USD),Runtime(mins),Rating,Audience_Score,Critics_Score,plot_summary,release_date
3563,tulip fever,2017,"united states,united kingdom","drama, history, romance",25000000,2455635,0.2667849342754327,6748914,0.7332150657245673,9204549,105,r,42%,10%,"Set against the backdrop of the 17th-century Tulip Wars, a married noblewoman (Alicia Vikander) has an affair with an artist (Dane DeHaan) and switches identities with her maid to escape the wealthy merchant she married. She and her lover try to raise money together by investing what little they have in the high-stakes tulip market.
            ","Sep 1, 2017, Wide"
3564,tupac resurrection,2003,united states of america,documentary,300000,7718961,0.9885300986460436,89563,0.0114699013539562,7808524,112,r,90%,78%,"Using interviews, photographs and home movies, this documentary presents the life of rapper Tupac Shakur. His mother, Afeni, is a Black Panther who spends part of her pregnancy in jail. Growing up in a politicized atmosphere, Shakur attends a performing arts high school in Baltimore, where he begins rapping. Success comes early, as do a series of legal problems, with arrests and accusations of violence against women leading up to his meteoric rise to fame and still-unsolved 1996 murder.
            ","Nov 14, 2003, Wide"
3565,turbo,2013,united states of america,"computer animation, animation",135000000,83028130,0.2894009073890034,203868448,0.7105990926109965,286896578,96,pg,65%,66%,"Turbo (Ryan Reynolds) is a speed-obsessed snail with an unusual dream: to become the world's greatest racer. This odd snail gets a chance to leave his slow-paced life behind when a freak accident gives him the power of superspeed. Newly revved-up, Turbo embarks on an extraordinary quest to enter and win the Indianapolis 500. Accompanied by a dedicated pit crew of trash-talking adrenaline junkies, Turbo becomes the ultimate underdog by refusing to let his limitations get in the way of his dreams.
            ","Jul 17, 2013, Wide"
3566,turistas,2006,united states of america,"thriller, mystery, horror",10000000,7027762,0.4762481488682319,7728751,0.523751851131768,14756513,93,r,28%,19%,"Travelers (Josh Duhamel, Melissa George, Olivia Wilde) are in the midst of enjoying a dream vacation along the Brazilian coast. Joining a party of revelers on the beach, the friends are drugged and find awake to find themselves robbed of their money, credit cards and passports. Led to a home in the jungle where they are told they will be safe, the friends instead discover a potentially fatal secret.
            ","Dec 1, 2006, Original"
3567,turning red,2022,"canada, united states of america","adventure, animation, comedy, drama, family, fantasy, music, romance",175000000,1399001,0.0641350588937292,20414357,0.9358649411062708,21813358,100,pg,67%,95%,"In ""Turning Red"", Mei Lee is a confident, dorky thirteen-year-old torn between staying her mother's dutiful daughter and the chaos of adolescence. And as if changes to her interests, relationships, and body weren't enough, whenever she gets too excited (which for a teenager is practically ALWAYS), she ""poofs"" into a giant red panda!
            ","Feb 9, 2024, Wide"
3568,tusk,2014,united states of america,horror,3000000,1821983,0.9652613911972848,65571,0.034738608802715,1887554,101,r,36%,46%,"A U.S. podcaster (Justin Long) ventures into the Canadian wilderness to interview an old man (Michael Parks) who has an extraordinary past, and the American learns the man has a dark secret involving a walrus.
            ","Sep 19, 2014, Wide"
3569,twelve,2010,"united states of america, france","crime fiction, drama, film adaptation",5000000,183920,0.0694510789424494,2464275,0.9305489210575504,2648195,93,r,83%,76%,"Jurors (Sergei Makovetsky, Sergey Garmash, Aleksei Petrenko) from a fragmented Russian society must decide the fate of a Chechen teenager on trial for killing his stepfather, a soldier in the Russian army. Among those who must somehow pass judgment are a taxi driver, an entertainer, a corporate executive and a subway worker.
            ","Mar 4, 2008, Limited"
3570,twilight,1998,united states of america,"thriller, crime fiction, detective, mystery, drama, crime thriller, neo-noir",20000000,15055091,1.0,0,0.0,15055091,94,r,72%,48%,"High-school student Bella Swan, always a bit of a misfit, doesn't expect life to change much when she moves from sunny Arizona to rainy Washington state. Then she meets Edward Cullen, a handsome but mysterious teen whose eyes seem to peer directly into her soul. Edward is a vampire whose family does not drink blood, and Bella, far from being frightened, enters into a dangerous romance with her immortal soulmate.
            ","Nov 21, 2008, Wide"
3571,twilight,2008,united states of america,"adventure, fantasy, film adaptation, drama, romantic drama, romance film, teen",37000000,192769854,0.4734176570135471,214417861,0.5265823429864528,407187715,122,pg-13,72%,48%,"High-school student Bella Swan, always a bit of a misfit, doesn't expect life to change much when she moves from sunny Arizona to rainy Washington state. Then she meets Edward Cullen, a handsome but mysterious teen whose eyes seem to peer directly into her soul. Edward is a vampire whose family does not drink blood, and Bella, far from being frightened, enters into a dangerous romance with her immortal soulmate.
            ","Nov 21, 2008, Wide"
3572,twin falls idaho,1999,united states of america,"romantic drama, romance film, family drama, drama, indie",500000,985341,0.9592232688361298,41887,0.0407767311638701,1027228,111,r,83%,80%,"A stranded woman (Michele Hicks) nurses the sickly one of conjoined twins (Michael Polish, Mark Polish) and then seduces both.
            ","Jul 30, 1999, Wide"
3573,twisted,2004,"united states of america, germany","thriller, crime thriller, crime fiction, psychological thriller, mystery",50000000,25198598,0.6152812175959806,15756005,0.3847187824040194,40954603,97,r,31%,2%,"Recently promoted and transferred to the homicide division, Inspector Jessica Shepard (Ashley Judd) feels pressure to prove herself -- and what better way than by solving San Francisco's latest murder? However, as Shepard and her partner, Mike Delmarco (Andy Garcia), soon discover, the victim shared a romantic connection to her. As more of Shepard's ex-lovers turn up dead, her mind starts to become unstable, and she begins to wonder if she could be the very killer she's trying to track down.
            ","Mar 31, 2004, Original"
3574,twisters,2024,united states of america,"action, adventure, thriller",155000000,267762265,0.721804588399308,103200000,0.278195411600692,370962265,122,pg-13,90%,75%,"Daisy Edgar-Jones stars as Kate Cooper, a former storm chaser haunted by a devastating encounter with a tornado during her college years who now studies storm patterns on screens safely in New York City. She is lured back to the open plains by her friend, Javi (Golden Globe nominee Anthony Ramos, In the Heights) to test a groundbreaking new tracking system. There, she crosses paths with Tyler Owens (Glen Powell), the charming and reckless social-media superstar who thrives on posting his storm-chasing adventures with his raucous crew, the more dangerous the better. As storm season intensifies, terrifying phenomena never seen before are unleashed, and Kate, Tyler and their competing teams find themselves squarely in the paths of multiple storm systems converging over central Oklahoma in the fight of their lives.
            ","Jul 19, 2024, Wide"
3575,twixt,2012,united states of america,horror,7000000,1996,0.0015712304245628,1268346,0.9984287695754372,1270342,89,r,19%,33%,"When supernatural fiction writer Hall Baltimore arrives in an isolated small town, he hears about the local lore of vampires and an infamous mass murder. Eager for inspiration, Baltimore is swept into a surreal fever dream of eccentric characters.
            ","Nov 25, 2015"
3576,two brothers,2004,"france, thailand, united kingdom","family film, ""childrens"", drama, adventure",72000000,19176754,0.3084232090983714,43000000,0.6915767909016286,62176754,109,pg,75%,79%,"Twin tiger cubs Kumal and Sangha are torn apart when their father is killed by hunter Aidan McRory (Guy Pearce). Kumal finds himself in a circus, where his spirits are broken by an abusive trainer (Vincent Scarito), while Sangha is adopted by a politician's son (Freddie Highmore) and cast aside when he attacks the family dog. The brothers struggle to survive in a world where tigers are enslaved or killed for sport, and when they inevitably meet again, it is under the worst of circumstances.
            ","Jun 12, 2004, Wide"
3577,two can play that game,2001,united states of america,"romantic comedy, sex comedy, romance film, comedy",13000000,22235901,0.9930531966442548,155549,0.0069468033557451,22391450,90,r,83%,40%,"When it comes to matters of the heart, keeping her man happy and committed is all in a day's work for Shanté Smith (Vivica A. Fox). Shanté is so adept at navigating the waters of romance that her best girlfriends depend on her for advice whenever man trouble clouds the horizon. But when Shanté's boyfriend Keith (Morris Chestnut) is caught red-handed stepping out with her archrival Conny (Gabrielle Union), Shanté institutes her Ten Day Plan to get her man in line.
            ","Sep 7, 2001, Wide"
3578,two for the money,2005,united states of america,"thriller, crime fiction, sports, drama",35000000,22991379,0.7531610968027821,7535130,0.2468389031972178,30526509,122,r,48%,22%,"A former college athlete (Matthew McConaughey) joins forces with a sports consultant (Al Pacino) to handicap football games for high-rolling gamblers.
            ","Sep 23, 2005, Wide"
3579,two girls and a guy,1998,united states of america,drama,1000000,2057193,0.8886263048449564,257833,0.1113736951550436,2315026,92,r,41%,50%,"Two women (Heather Graham, Natasha Gregson Wagner) confront their boyfriend (Robert Downey Jr.), a two-timing actor who professed eternal love to each.
            ","Apr 24, 1998, Original"
3580,two lovers,2008,united states of america,"romance film, drama",12000000,3149034,0.1931491017069007,13154609,0.8068508982930993,16303643,110,r,59%,81%,"Following a broken engagement, sometime photographer Leonard Kraditor (Joaquin Phoenix) moves in with his parents in Brighton Beach. He soon becomes involved with Sandra (Vinessa Shaw), an honest and sensible young woman. They appear to be a perfect match, then Michelle (Gwyneth Paltrow) enters the picture. Beautiful but manipulative, she wraps him around her finger, even though she has a rich, married boyfriend.
            ","Feb 13, 2009, Limited"
3581,two night stand,2014,united states,"comedy, romance",1600000,18612,0.037803758439427,473720,0.9621962415605728,492332,86,r,45%,38%,"An online hook-up turns into something more after a snowstorm traps two lovers (Miles Teller, Analiegh Tipton) in one's New York apartment.
            ","Sep 26, 2014, Limited"
3582,two weeks notice,2002,"united states of america, australia","romantic comedy, romance film, workplace comedy, comedy",60000000,93354918,0.4690181170571275,105688391,0.5309818829428725,199043309,101,pg-13,59%,42%,"Dedicated environmental lawyer Lucy Kelson (Sandra Bullock) goes to work for billionaire George Wade (Hugh Grant) as part of a deal to preserve a community center. Indecisive and weak-willed George grows dependent on Lucy's guidance on everything from legal matters to clothing. Exasperated, Lucy gives notice and picks Harvard graduate June Carter (Alicia Witt) as her replacement. As Lucy's time at the firm nears an end, she grows jealous of June and has second thoughts about leaving George.
            ","Dec 20, 2002, Wide"
3583,tyler perry's good deeds,2012,united states of america,drama,14000000,35025791,0.9844463518647438,553386,0.0155536481352561,35579177,111,pg-13,76%,37%,"For all his life, wealthy businessman Wesley Deeds (Tyler Perry) has done what's expected of him and has settled into a predictable routine. His life begins to change, however, when he meets Lindsey Wakefield (Thandie Newton), a struggling single mother who has just been evicted. Wesley offers to help Lindsey get back on her feet and, though he's already engaged, romantic sparks begin to fly. Suddenly, Wesley finds himself torn between what is expected of him and what he really wants.
            ","Feb 24, 2012, Wide"
3584,tyler perry's madea's witness protection,2012,united states of america,comedy,20000000,65653242,0.9806179565626963,1297645,0.0193820434373035,66950887,114,pg-13,66%,19%,"For years, mild-mannered Wall Street banker George Needleman (Eugene Levy) has meandered through life oblivious to his family's dysfunction and his company's malfeasance, but he's forced to wake up when he learns that he's been framed in a mob-backed Ponzi scheme. Placed under federal protection, George and his family are shipped down South to Madea's (Tyler Perry) house, where the no-nonsense matriarch whips them all into shape using her special brand of tough love.
            ","Jun 29, 2012, Wide"
3585,tyler perryã¢ââs a madea family funeral,2019,united states of america,comedy,20000000,73257045,0.979608007001792,1524954,0.020391992998208,74781999,102,pg-13,31%,11%,"A joyous reunion in small-town Georgia turns into an unexpected nightmare when Madea, Joe, Aunt Bam and other family members gather for an anniversary party that turns out to be a sham. Instead of fun and relaxation, Madea and the gang soon find themselves attending an elaborate funeral that doesn't quite go according to plan.
            ","Mar 1, 2019, Wide"
3586,tyler perryã¢ââs boo 2! a madea halloween,2017,united states of america,comedy,20000000,47319572,0.9883039890164432,560000,0.0116960109835568,47879572,100,pg-13,41%,5%,"Tiffany travels to Derrick Lake to celebrate her 18th birthday at a Halloween frat party in the middle of the woods. Frantic and worried, Madea, Aunt Bam and Hattie hop in the car to save her from the same terrible fate that befell a group of teens there years earlier. Chaos soon strikes when the would-be heroes find themselves fighting for their lives against an array of spooky monsters, goblins and boogeymen.
            ","Oct 20, 2017, Wide"
3587,tyler perryã¢ââs temptation,2013,united states of america,drama,37000000,51975354,0.9780255756038824,1167790,0.0219744243961177,53143144,111,pg-13,66%,22%,"Judith (Jurnee Smollett-Bell) has known her husband, Brice (Lance Gross), since they were in high school, but now their marriage is growing stale. Having just completed her graduate work in psychotherapy, she's eager to begin a career as a marriage counselor. She takes an internship at a matchmaking firm for millionaires and meets Harley (Robbie Jones), a charismatic client who makes no effort to hide his attraction to Judith. Judith succumbs to his charms, placing her marriage in jeopardy.
            ","Mar 29, 2013, Wide"
3588,u-571,2000,"united states of america, france","thriller, adventure, action/adventure, war film, action, combat films",62000000,77122415,0.6040932143351875,50544000,0.3959067856648124,127666415,116,pg-13,61%,68%,"When a German U-571 submarine with a sophisticated encryption machine onboard is sunk during a World War II battle at sea, the Allies send an American Navy force led by Lieutenant Andrew Tyler (Matthew McConaughey) to retrieve it for study. Boarding the German ship, the Americans' cover as a rescue force is quickly blown. Forced to take the crew hostage, the Americans lay their explosives and prepare to destroy the German vessel before the Nazis can send naval backup.
            ","Apr 21, 2000, Wide"
3589,u.s. marshals,1998,united states of america,"thriller, crime fiction, action thrillers, action, chase movie",60000000,57167405,0.5584532009969384,45200000,0.4415467990030616,102367405,131,pg-13,53%,30%,"An airplane bearing gruff U.S. Marshal Sam Gerard (Tommy Lee Jones) crashes in the wilderness. On board the same flight is Mark Sheridan (Wesley Snipes), a federal prisoner accused of double murder, who escapes during the ensuing chaos, but not before rescuing several people from the wreckage. Gerard is ordered to hunt down the fugitive along with State Department agent John Royce (Robert Downey Jr.), and the two pursue Sheridan relentlessly, despite growing doubts about his guilt.
            ","Mar 6, 1998, Wide"
3590,u2 3d,2008,united states of america,concert/performance,15000000,12898847,0.4928792075872583,13271555,0.5071207924127417,26170402,85,g,93%,92%,"This concert film and its groundbreaking camerawork provide viewers with an immersive and unprecedented 3-D experience of the legendary Irish rockers' acclaimed ""Vertigo"" tour. U2 -- Bono, The Edge, Adam Clayton and Larry Mullen Jr. -- perform thrilling renditions of latter-day hits like ""Beautiful Day"" and classic songs from their rich back catalog, including ""Sunday Bloody Sunday,"" ""Pride,"" ""With or Without You"" and ""Where the Streets Have No Name.""
            ","Feb 22, 2008, Wide"
3591,uglydolls,2019,"united states,canada,china","adventure, animation, comedy, family, fantasy, musical",45000000,20150241,0.6209581309426947,12300000,0.3790418690573053,32450241,87,pg,54%,30%,"In the adorably different town of Uglyville, weirdness is celebrated, strangeness is special and beauty is embraced as more than meets the eye. After traveling to the other side of a mountain, Moxy and her UglyDoll friends discover Perfection -- a town where more conventional dolls receive training before entering the real world to find the love of a child. Soon, the UglyDolls learn what it means to be different -- ultimately realizing that they don't have to be perfect to be amazing.
            ","May 3, 2019, Wide"
3592,ulee's gold,1997,united states of america,"family drama, drama, indie",2700000,9161691,0.583288804227172,6545264,0.416711195772828,15706955,113,r,75%,94%,"Widowed beekeeper and Vietnam veteran Ulysses ""Ulee"" Jackson (Peter Fonda) raises his granddaughters because his son, Jimmy (Tom Wood), is in prison. When Jimmy finds out that his estranged wife, Helen (Christine Dunford), has gotten herself into trouble with a crew of drug dealers and has run away, he asks Ulee for help. Ulee begrudgingly agrees to find Helen. When he does, he must rely on the unexpected aid of a divorced nurse (Patricia Richardson) to get Helen through her withdrawal.
            ","Jun 13, 1997, Wide"
3593,unaccompanied minors,2006,united states of america,"adventure, holiday film, christmas movie, comedy, family film, teen",25000000,16655224,0.75806072150844,5315607,0.24193927849156,21970831,90,pg,53%,30%,"When a Christmas Eve blizzard shuts down the airport, five stranded youths take the opportunity to run wild and have some fun. Racing with golf carts and sliding down baggage chutes, the kids create holiday pandemonium for an uptight airport official (Lewis Black) and his gullible assistant (Wilmer Valderrama).
            ","Dec 8, 2006, Wide"
3594,unbreakable,2000,united states of america,"thriller, science fiction, superhero movie, supernatural, psychological thriller, superhero, action/adventure, suspense",73243106,95011339,0.3829278515292319,153106782,0.6170721484707681,248118121,106,pg-13,77%,70%,"David Dunn (Bruce Willis) is the sole survivor of a devastating train wreck. Elijah Price (Samuel L. Jackson) is a mysterious stranger who offers a bizarre explanation as to why David escaped without a single scratch -- an explanation which threatens to change David's family and his life forever.
            ","Nov 22, 2000, Wide"
3595,unbroken,2014,united states of america,"biography, drama, sport, war",65000000,115637895,0.7071450727553251,47889929,0.2928549272446749,163527824,137,pg-13,70%,52%,"As a boy, Louis ""Louie"" Zamperini is always in trouble, but with the help of his older brother, he turns his life around and channels his energy into running, later qualifying for the 1936 Olympics. When World War II breaks out, Louie enlists in the military. After his plane crashes in the Pacific, he survives an incredible 47 days adrift in a raft, until his capture by the Japanese navy. Sent to a POW camp, Louie becomes the favorite target of a particularly cruel prison commander.
            ","Dec 25, 2014, Wide"
3596,uncharted,2022,united states of america,"action, adventure",120000000,148648820,0.3651037989375176,258492438,0.6348962010624823,407141258,116,pg-13,89%,41%,"Street-smart thief Nathan Drake (Tom Holland) is recruited by seasoned treasure hunter Victor ""Sully"" Sullivan (Mark Wahlberg) to recover a fortune lost by Ferdinand Magellan 500 years ago. What starts as a heist job for the duo becomes a globe-trotting, white-knuckle race to reach the prize before the ruthless Moncada (Antonio Banderas), who believes he and his family are the rightful heirs. If Nate and Sully can decipher the clues and solve one of the world's oldest mysteries, they stand to find $5 billion in treasure and perhaps even Nate's long-lost brother...but only if they can learn to work together.
            ","Feb 18, 2022, Wide"
3597,uncle drew,2018,united states,"comedy, drama, sport",18000000,42469946,0.9101142039413588,4194468,0.0898857960586411,46664414,103,pg-13,48%,62%,"After draining his life savings to enter a team in the Rucker Classic street ball tournament in Harlem, Dax is dealt a series of setbacks, including losing his team to his longtime rival. Desperate to win the tournament and the cash prize, Dax stumbles upon the man, the myth, the legend Uncle Drew and convinces him to return to the court one more time. The two men embark on a road trip to round up Drew's old basketball squad and prove that a group of septuagenarians can still win the big one.
            ","Jun 29, 2018, Wide"
3598,undead,2003,australia,action,750000,41196,0.1796990185387132,188054,0.8203009814612868,229250,104,r,44%,32%,"Survivors (Felicity Mason, Mungo McKay, Rob Jenkins) band together after a meteor shower transforms the residents of an Australian fishing village into flesh-eating zombies.
            ","Feb 27, 2003, Wide"
3599,under sandet,2015,"denmark, germany",thriller/suspense,6000000,434640,0.0876460136732137,4524399,0.9123539863267864,4959039,101,r,89%,92%,"A group of German POWs are forced to dig up millions of land mines with their bare hands.
            ","Feb 17, 2017, Limited"
3600,under siege 2: dark territory,1995,united states of america,"thriller, action/adventure, action thrillers, martial arts film, drama, action",60000000,50024083,0.479506568008846,54300000,0.5204934319911539,104324083,100,r,38%,35%,"Former U.S. Navy SEAL Casey Ryback (Steven Seagal) has left the armed forces to lead a quiet life as a chef in Denver. While taking time off from his new job, Ryback decides to go on a scenic train trip with his niece Sarah (Katherine Heigl). When the arrival of evil genius Travis Dane (Eric Bogosian) and an international team of hijackers interrupts their relaxing journey through the majestic Rocky Mountains, Ryback must get involved and save the day.
            ","May 8, 2015"
3601,under the skin,2014,united kingdom,thriller/suspense,13300000,2614251,0.361587168235169,4615682,0.638412831764831,7229933,108,r,63%,90%,"A young woman (Samantha Morton) embarks upon a sexual odyssey in reaction to her mother's (Rita Tushingham) sudden death from a brain tumor.
            ","May 8, 2015"
3602,under the tuscan sun,2003,"united states of america, italy","lgbt, romantic comedy, comedy of manners, comedy-drama, drama, comedy, film adaptation, romantic drama, romance film",18000000,43610723,0.7406873107624974,15268000,0.2593126892375026,58878723,113,pg-13,78%,62%,"When Frances Mayes (Diane Lane) learns her husband is cheating on her from a writer whom she gave a bad review, her life is turned upside down. In an attempt to bring her out of a deep depression, her best friend, Patti (Sandra Oh), encourages Frances to take a tour of Italy. During the trip, the new divorcée impulsively decides to purchase a rural Tuscan villa and struggles to start her life anew amid colorful local characters, including the handsome Marcello (Raoul Bova).
            ","Sep 26, 2003, Wide"
3603,underclassman,2005,united states of america,"crime fiction, action/adventure, action, drama, comedy",25000000,5655459,0.9618855508622676,224096,0.0381144491377323,5879555,95,pg-13,34%,6%,"Thanks to his boyish appearance, young cop Tre Stokes (Nick Cannon) scores an undercover assignment at a California high school in order to break up a stolen-car ring. Although Tre is on the good side of his superior, Capt. Delgado (Cheech Marin), he still has his work cut out for him, since the criminal ties at the school go deeper than he expected. While Tre's new friend, Rob (Shawn Ashmore), is involved in the thefts, he must figure out the identity of the person behind the whole operation.
            ","Sep 2, 2005, Wide"
3604,undercover brother,2002,united states of america,"parody, action, action comedy, comedy",25000000,39089928,0.938406656981223,2565710,0.0615933430187769,41655638,86,pg-13,64%,78%,"Blasted from the past and ready to take care of business, ""Undercover Brother"" is recruited to infiltrate a sinister underground movement headed by The Man. Partnered with the sassy, stunning Sistah Girl (Aunjanue Ellis), our hero must first undergo the ultimate attitude adjustment and trade in his 'fro and platforms for tennis sweaters and penny loafers. Once the transformation is complete, he's ready to take on the evil perpetrators of Operation Whitewash.
            ","May 31, 2002, Wide"
3605,underdogs,2013,united states of america,"adventure, animation, comedy, family, fantasy, sport",2500000,32768940,0.5076940603249605,31775719,0.4923059396750395,64544659,106,pg,55%,67%,"All seems well for Jake (Matthew Morrison), a shy but talented foosball player who's in love with the free-spirited Laura (Ariana Grande). Trouble strikes when Ace (Nicholas Hoult), the world's best soccer player, returns home with plans to destroy the village and turn it into a new sports stadium. When the bully kidnaps Laura, Jake receives the ultimate surprise when the figurines from his foosball table spring to life to help him save his beloved and reclaim the town.
            ","Mar 30, 2017"
3606,underwater,2019,united states of america,thriller/suspense,65000000,17291078,0.4413523120863138,21886417,0.5586476879136861,39177495,95,pg-13,60%,48%,"Disaster strikes more than six miles below the ocean surface when water crashes through the walls of a drilling station. Led by their captain, the survivors realize that their only hope is to walk across the sea floor to reach the main part of the facility. But they soon find themselves in a fight for their lives when they come under attack from mysterious and deadly creatures that no one has ever seen.
            ","Jan 10, 2020, Wide"
3607,underworld,2003,"united states of america, hungary, united kingdom, germany","thriller, horror, werewolf fiction, action/adventure, fantasy, action",22000000,51970690,0.5430104259229673,43737767,0.4569895740770327,95708457,121,r,79%,31%,"Under cover of night, vampires engage in an age-old battle with their sworn enemies, the Lycans, a clan of violent werewolves. Selene (Kate Beckinsale), a vampire orphaned in the wake of a bloody Lycan attack, works for the vampire clan as a trained killer. When the Lycans take a mysterious interest in Michael Corvin (Scott Speedman), an exceptional mortal doctor, Selene struggles to save him from Lucian (Michael Sheen), a ruthless Lycan leader hellbent on ending the vampire bloodline.
            ","Sep 19, 2003, Wide"
3608,underworld: awakening,2012,united states of america,"action/adventure, fantasy, action, horror, thriller",70000000,62321039,0.3885837772843522,98058891,0.6114162227156478,160379930,88,r,62%,25%,"In the years since she and her human-lycan lover, Michael, defeated Elder Marcus, vampire warrior Selene (Kate Beckinsale) has been taken captive by humans, while they wage an all-out war against both lycans and vampires. Awakening after more than a decade, Selene discovers that Michael is dead, but that she has given birth to his daughter, Eve. Shunned by nearly all surviving vampires, save one (Theo James), even Selene seems powerless against her latest opponent: a genetically enhanced lycan.
            ","Jan 20, 2012, Wide"
3609,underworld: blood wars,2016,"czech republic,united states","action, fantasy, horror, thriller",35000000,30353973,0.374309198589531,50739340,0.625690801410469,81093313,91,r,49%,21%,"Death dealer Selene (Kate Beckinsale) must fend off brutal attacks from both the Lycan clan and the vampire faction that betrayed her. Joining forces with allies David (Theo James) and Thomas (Peter Andersson), she embarks on a quest to end the eternal war between the two races, even if it means making the ultimate sacrifice.
            ","Jan 6, 2017, Wide"
3610,underworld: evolution,2006,united states of america,"thriller, action thrillers, horror, gothic film, action/adventure, fantasy, action",45000000,62318875,0.5494630990867198,51098887,0.4505369009132802,113417762,106,r,72%,17%,"Seductive vampire Selene (Kate Beckinsale) and renegade werewolf Michael (Scott Speedman) love one another, but find themselves abhorred by the members of their own clans. Seeking clues that might provide a key to healing the rift between their species, they are hounded by Marcus (Tony Curran), an ancient creature obsessed with perpetuating the war between them. Continually beset by enemies from both sides, the lovers explore their pasts as they seek their destiny.
            ","Jan 20, 2006, Wide"
3611,underworld: rise of the lycans,2009,"united states of america, new zealand","thriller, horror, gothic film, action/adventure, period piece, fantasy, action, costume horror",35000000,45802315,0.4969925279431047,46356646,0.5030074720568952,92158961,92,r,63%,30%,"Viktor (Bill Nighy), the cruel king of the vampires, has persecuted the Lycans for centuries. Young Lycan Lucian (Michael Sheen) rallies his people against Viktor and his Death Dealer warriors. With his secret lover Sonja (Rhona Mitra), a vampire, at his side, Lucian leads the werewolves in a final battle to break free of enslavement -- or die trying.
            ","Jan 23, 2009, Wide"
3612,undiscovered,2005,"united states of america, germany","romantic comedy, romance film, drama, comedy, indie",9000000,1069318,0.9875635399119308,13466,0.0124364600880692,1082784,97,pg-13,48%,6%,"A model (Pell James) moves to Los Angeles to launch an acting career and hatches a scheme to boost a singer's (Steven Strait) fame.
            ","Aug 26, 2005, Wide"
3613,undisputed,2002,"united states of america, germany","thriller, crime fiction, boxing, sports, action/adventure, drama, action, prison",20000000,12764657,0.8540431482354988,2181493,0.1459568517645012,14946150,96,r,46%,49%,"An undefeated world-champion prize fighter, who is convicted of rape and sent to prison, must confront and fight the reigning prison boxing champion.
            ","Aug 23, 2002, Wide"
3614,unfaithful,2002,"united states of america, france, germany","thriller, crime fiction, erotica, erotic thriller, drama, romantic drama, crime thriller, romance film",50000000,52775765,0.442980918631154,66362019,0.557019081368846,119137784,124,r,68%,50%,"Described by director Adrian Lyne (""Fatal Attraction"") as ""an erotic thriller about the body language of guilt."" When Edward (Richard Gere) innocently learns that his wife Connie (Diane Lane) has lied to him about an affair, suspicion propels him to uncover the devastating details of her infidelity. Tormented by the knowledge, he confronts her lover, only to discover a level of rage within himself that he could never have imagined.
            ","May 10, 2002, Wide"
3615,unfinished business,2015,united states of america,"comedy, drama",35000000,10219501,0.7081506366772171,4211752,0.2918493633227828,14431253,91,r,27%,10%,"Tired of playing second-fiddle to his obnoxious boss (Sienna Miller), businessman Dan Trunkman (Vince Vaughn) quits and forms his own competing mineral sales firm. He takes a retiring associate (Tom Wilkinson) and a dim-witted sales applicant (Dave Franco) with him. After a year and a half of struggle, a promising deal is in sight -- then promptly folds, thanks to Dan's ex-boss. Determined to save the deal, Dan and company fly to Germany, where a series of outrageous obstacles awaits.
            ","Mar 6, 2015, Wide"
3616,unforgettable,2016,united states of america,thriller/suspense,12000000,11368012,0.7008115485335836,4853199,0.2991884514664164,16221211,114,r,49%,24%,"Wrongfully accused of murdering his wife, Dr. David Krane (Ray Liotta) is luckily acquitted through a technicality. As a free man, he begins searching for the real killer, and learns that another physician, Dr. Martha Briggs (Linda Fiorentino), is conducting memory experiments that could help lead him to the culprit. Using Briggs' technique, he injects himself with a sample of his wife's spinal fluid and begins seeing her past. But he then uncovers a conspiracy that endangers his own life.
            ","Sep 16, 2008"
3617,unforgiven,1992,united states of america,"western, drama",14400000,101167799,0.6356046865987007,58000000,0.3643953134012992,159167799,130,r,93%,96%,"When prostitute Delilah Fitzgerald (Anna Thomson) is disfigured by a pair of cowboys in Big Whiskey, Wyoming, her fellow brothel workers post a reward for their murder, much to the displeasure of sheriff Little Bill Daggett (Gene Hackman), who doesn't allow vigilantism in his town. Two groups of gunfighters, one led by aging former bandit William Munny (Clint Eastwood), the other by the florid English Bob (Richard Harris), come to collect the reward, clashing with each other and the sheriff.
            ","Aug 7, 1992, Original"
3618,unfriended,2014,united states,"horror, mystery, thriller",1000000,32482090,0.5165555088897331,30400000,0.4834444911102668,62882090,83,r,37%,62%,"One night, while teenagers Blaire, Mitch, Jess, Adam Ken and Val take part in an online group chat session, they are suddenly joined by a user known only as ""Billie227."" Thinking it's just a technical glitch, the friends carry on their conversation... until Blaire begins receiving messages from someone claiming to be Laura Barns, a classmate who killed herself exactly one year prior. As Blaire tries to expose Billie's identity, her friends are forced to confront their darkest secrets and lies.
            ","Apr 17, 2015, Wide"
3619,unfriended: dark web,2018,united states,"horror, mystery, thriller",1000000,8866745,0.5533074691417846,7158242,0.4466925308582153,16024987,92,r,40%,60%,"After finding a laptop, a young man goes online to play a game with five of his good friends. He shows them a mysterious folder that plays disturbing videos of people who appear to be in danger. They then receive an anonymous message that tells them they will all die if they disconnect or call the police. The planned night of fun quickly turns deadly as each user becomes the target of something sinister while the others watch helplessly in terror.
            ","Jul 20, 2018, Wide"
